Time;Grid voltage URS;Grid voltage UST;Grid voltage magnitude;Grid voltage magnitude filtered;DC link current;Control angle grid unlimited;Control angle grid;Control angle grid lower limit;Control angle grid upper limit;DC1 end position request;DC2 end position request;End position request causes;Control angle motor;PLL grid angle error;Notch mask grid;Grid frequency;Grid frequency filtered;Grid integrator angle;Speed;Excitation Ref Mode;PulseMode;DC link current filtered;DC reference limited;DC error;Release pulses grid;Pulse block causes;
0.272025;-0.947271;0.751022;0.999957;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;1.24231e-05;0.0;1.00001;1.0;2.37439;0.250034;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.273025;-0.999891;0.510225;0.999961;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;3.93262e-05;0.0;1.00002;1.00001;2.68855;0.249981;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.274025;-0.954647;0.219539;0.999977;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58948;4.30098e-07;0.0;1.0;1.00001;3.00271;0.249968;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.275025;-0.815954;-0.0926363;0.999966;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-4.29659e-05;0.0;0.999979;0.999989;-2.96631;0.249986;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.276025;-0.597344;-0.395809;0.999946;0.999956;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;5.0;2.58949;2.96095e-06;0.0;1.0;0.999996;-2.65216;0.249989;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.277025;-0.320307;-0.660186;0.999936;0.999952;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-4.86859e-06;0.0;0.999998;1.0;-2.338;0.249992;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.278025;-0.0119062;-0.859978;0.999962;0.999948;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;1.85205e-06;0.0;1.0;1.00001;-2.02384;0.249982;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.279025;0.297656;-0.975556;0.999952;0.999969;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;5.0;2.58949;3.48175e-06;0.0;1.0;0.999987;-1.70968;0.249989;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.280025;0.578062;-0.995651;0.999952;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-1.7871e-05;0.0;0.999991;0.999988;-1.39553;0.249985;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.281025;0.801957;-0.91829;0.999975;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;3.80329e-05;0.0;1.00002;1.00001;-1.08137;0.249992;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.282025;0.947271;-0.751022;0.999957;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;1.47053e-05;0.0;1.00001;1.0;-0.767206;0.250004;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.283025;0.999891;-0.510225;0.999961;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;4.10407e-05;0.0;1.00002;1.00001;-0.453043;0.250008;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.284025;0.954647;-0.219539;0.999977;0.999965;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;1.76428e-06;0.0;1.0;1.00001;-0.138881;0.249993;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.285025;0.815954;0.0926363;0.999966;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-4.14035e-05;0.0;0.99998;0.999989;0.17528;0.249996;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.286025;0.597344;0.395809;0.999946;0.99995;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;5.0;2.58949;3.80944e-06;0.0;1.0;0.999996;0.489435;0.249997;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.287025;0.320307;0.660186;0.999936;0.999945;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-4.83641e-06;0.0;0.999998;1.0;0.803595;0.25;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.288025;0.0118481;0.859978;0.999928;0.999945;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;5.91546e-05;0.0;1.00003;1.00002;1.11776;0.250009;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.289025;-0.297656;0.975556;0.999952;0.999963;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;5.0;2.58949;3.36471e-07;0.0;1.0;0.999995;1.43191;0.250012;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.290025;-0.578062;0.995651;0.999952;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-2.22451e-05;0.0;0.999989;0.999986;1.74607;0.250012;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.291025;-0.801957;0.91829;0.999975;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;3.29595e-05;0.0;1.00002;1.0;2.06023;0.250011;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.292025;-0.947271;0.751022;0.999957;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;1.20427e-05;0.0;1.00001;1.0;2.37439;0.250017;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.293025;-0.999891;0.510225;0.999961;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;3.91301e-05;0.0;1.00002;1.00001;2.68855;0.250020;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.294025;-0.954647;0.219539;0.999977;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;2.34067e-07;0.0;1.0;1.00001;3.00271;0.250025;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.295025;-0.815954;-0.0926363;0.999966;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-4.29718e-05;0.0;0.999979;0.999989;-2.96631;0.250030;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.296025;-0.597344;-0.395809;0.999946;0.999956;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;5.0;2.58949;2.95802e-06;0.0;1.0;0.999996;-2.65216;0.250027;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.297025;-0.320307;-0.660186;0.999936;0.999952;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;-5.0617e-06;0.0;0.999998;1.0;-2.338;0.250017;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.298025;-0.0119062;-0.859978;0.999962;0.999948;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58949;1.66187e-06;0.0;1.0;1.00001;-2.02384;0.250021;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.299025;0.297656;-0.975556;0.999952;0.999969;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;5.0;2.58949;3.29449e-06;0.0;1.0;0.999987;-1.70968;0.24998;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.300025;0.578062;-0.995651;0.999952;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;5.0;2.58948;-1.79676e-05;0.0;0.999991;0.999988;-1.39553;0.249973;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.301025;0.801957;-0.91829;0.999975;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.78398e-05;0.0;1.00002;1.00001;-1.08137;0.249979;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.302025;0.947271;-0.751022;0.999957;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;1.47053e-05;0.0;1.00001;1.0;-0.767206;0.249973;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.303025;0.999891;-0.510225;0.999961;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;4.10407e-05;0.0;1.00002;1.00001;-0.453043;0.249993;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.304025;0.954647;-0.219539;0.999977;0.999965;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;1.76135e-06;0.0;1.0;1.00001;-0.138881;0.249968;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.305025;0.815954;0.0926363;0.999966;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;-4.14035e-05;0.0;0.99998;0.999989;0.17528;0.249973;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.306025;0.597344;0.395809;0.999946;0.99995;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58948;3.80944e-06;0.0;1.0;0.999996;0.489435;0.249974;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.307025;0.320307;0.660186;0.999936;0.999945;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.83641e-06;0.0;0.999998;1.0;0.803595;0.249984;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.308025;0.0118481;0.859978;0.999928;0.999945;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;5.91546e-05;0.0;1.00003;1.00002;1.11776;0.249978;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.309025;-0.297656;0.975556;0.999952;0.999963;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;3.36471e-07;0.0;1.0;0.999995;1.43191;0.249997;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.310025;-0.578062;0.995651;0.999952;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-2.22451e-05;0.0;0.999989;0.999986;1.74607;0.249988;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.311025;-0.801957;0.91829;0.999975;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;3.29595e-05;0.0;1.00002;1.0;2.06023;0.249967;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.312025;-0.947271;0.751022;0.999957;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.20427e-05;0.0;1.00001;1.0;2.37439;0.249984;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.313025;-0.999891;0.510225;0.999961;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.91301e-05;0.0;1.00002;1.00001;2.68855;0.249995;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.314025;-0.954647;0.219539;0.999977;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;2.34067e-07;0.0;1.0;1.00001;3.00271;0.249992;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.315025;-0.815954;-0.0926363;0.999966;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.29718e-05;0.0;0.999979;0.999989;-2.96631;0.249987;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.316025;-0.597344;-0.395809;0.999946;0.999956;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;2.95802e-06;0.0;1.0;0.999996;-2.65216;0.249991;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.317025;-0.320307;-0.660186;0.999936;0.999952;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-5.0617e-06;0.0;0.999998;1.0;-2.338;0.249988;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.318025;-0.0119062;-0.859978;0.999962;0.999948;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.66187e-06;0.0;1.0;1.00001;-2.02384;0.250001;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.319025;0.297656;-0.975556;0.999952;0.999969;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;3.29157e-06;0.0;1.0;0.999987;-1.70968;0.249986;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.320025;0.578062;-0.995651;0.999952;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-1.79676e-05;0.0;0.999991;0.999988;-1.39553;0.250010;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.321025;0.801957;-0.91829;0.999975;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.78369e-05;0.0;1.00002;1.00001;-1.08137;0.249998;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.322025;0.947271;-0.751022;0.999957;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.46935e-05;0.0;1.00001;1.0;-0.767206;0.249984;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.323025;0.999891;-0.510225;0.999961;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;4.10758e-05;0.0;1.00002;1.00001;-0.453043;0.250007;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.324025;0.954647;-0.219539;0.999977;0.999965;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.91642e-06;0.0;1.0;1.00001;-0.138881;0.249995;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.325025;0.815954;0.0926363;0.999966;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.11314e-05;0.0;0.999979;0.999989;0.17528;0.250014;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.326025;0.597344;0.395809;0.999946;0.99995;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;4.15761e-06;0.0;1.0;0.999996;0.489435;0.249989;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.327025;0.320307;0.660186;0.999936;0.999945;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.30098e-06;0.0;0.999997;1.0;0.803594;0.249996;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.328025;0.0118481;0.859978;0.999928;0.999945;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;5.97953e-05;0.0;1.00003;1.00002;1.11776;0.250012;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.329025;-0.297656;0.975556;0.999952;0.999963;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;1.16156e-06;0.0;1.0;0.999995;1.43191;0.250014;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.330025;-0.578062;0.995651;0.999952;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-2.13323e-05;0.0;0.999989;0.999986;1.74607;0.250008;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.331025;-0.801957;0.91829;0.999975;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.38724e-05;0.0;1.00002;1.0;2.06023;0.250024;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.332025;-0.947271;0.751022;0.999957;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.35291e-05;0.0;1.00001;1.0;2.37439;0.250019;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.333025;-0.999891;0.510225;0.999961;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;4.02507e-05;0.0;1.00002;1.00001;2.68855;0.250029;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.334025;-0.954647;0.219539;0.999977;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.7438e-06;0.0;1.0;1.00001;3.00271;0.250007;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.335025;-0.815954;-0.0926363;0.999966;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.20296e-05;0.0;0.999979;0.999989;-2.96631;0.250014;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.336025;-0.597344;-0.395809;0.999946;0.999956;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;3.88258e-06;0.0;1.0;0.999995;-2.65216;0.250018;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.337025;-0.320307;-0.660186;0.999936;0.999952;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-3.75677e-06;0.0;0.999998;1.0;-2.338;0.250025;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.338025;-0.0119062;-0.859978;0.999962;0.999948;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;2.96095e-06;0.0;1.0;1.00001;-2.02384;0.250022;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.339025;0.297656;-0.975556;0.999952;0.999969;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;4.59356e-06;0.0;1.0;0.999987;-1.70968;0.250034;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.340025;0.578062;-0.995651;0.999952;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-1.68499e-05;0.0;0.999991;0.999988;-1.39553;0.250019;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.341025;0.801957;-0.91829;0.999975;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.93379e-05;0.0;1.00002;1.00001;-1.08137;0.250033;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.342025;0.947271;-0.751022;0.999957;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.61038e-05;0.0;1.00001;1.0;-0.767207;0.250021;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.343025;0.999891;-0.510225;0.999961;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;4.24012e-05;0.0;1.00002;1.00001;-0.453045;0.250008;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.344025;0.954647;-0.219539;0.999977;0.999965;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.07505e-06;0.0;1.0;1.00001;-0.138883;0.250020;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.345025;0.815954;0.0926363;0.999966;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.01513e-05;0.0;0.99998;0.99999;0.175279;0.250015;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.346025;0.597344;0.395809;0.999946;0.99995;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;4.90370e-06;0.0;1.0;0.999997;0.489434;0.250019;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.347025;0.320307;0.660186;0.999936;0.999945;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-3.8387e-06;0.0;0.999998;1.0;0.803594;0.250021;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.348025;0.0118481;0.859978;0.999928;0.999945;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;6.00206e-05;0.0;1.00003;1.00002;1.11776;0.250042;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.349025;-0.297656;0.975556;0.999952;0.999963;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;1.00649e-06;0.0;1.0;0.999995;1.43191;0.250013;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.350025;-0.578062;0.995651;0.999952;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-2.16687e-05;0.0;0.999989;0.999987;1.74607;0.250021;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.351025;-0.801957;0.91829;0.999975;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.31585e-05;0.0;1.00002;1.0;2.06023;0.250031;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.352025;-0.947271;0.751022;0.999957;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.24231e-05;0.0;1.00001;1.0;2.37439;0.250030;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.353025;-0.999891;0.510225;0.999961;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;3.93262e-05;0.0;1.00002;1.00001;2.68855;0.249978;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.354025;-0.954647;0.219539;0.999977;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58948;8.04605e-07;0.0;1.0;1.00001;3.00271;0.249965;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.355025;-0.815954;-0.0926363;0.999966;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.29688e-05;0.0;0.999979;0.999989;-2.96631;0.249983;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.356025;-0.597344;-0.395809;0.999946;0.999956;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;2.96095e-06;0.0;1.0;0.999996;-2.65216;0.249986;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.357025;-0.320307;-0.660186;0.999936;0.999952;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.86859e-06;0.0;0.999998;1.0;-2.338;0.249988;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.358025;-0.0119062;-0.859978;0.999962;0.999948;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.85205e-06;0.0;1.0;1.00001;-2.02384;0.249979;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.359025;0.297656;-0.975556;0.999952;0.999969;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;3.48175e-06;0.0;1.0;0.999987;-1.70968;0.249986;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.360025;0.578062;-0.995651;0.999952;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-1.7871e-05;0.0;0.999991;0.999988;-1.39553;0.249982;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.361025;0.801957;-0.91829;0.999975;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.80329e-05;0.0;1.00002;1.00001;-1.08137;0.249988;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.362025;0.947271;-0.751022;0.999957;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.47053e-05;0.0;1.00001;1.0;-0.767206;0.250001;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.363025;0.999891;-0.510225;0.999961;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;4.10407e-05;0.0;1.00002;1.00001;-0.453043;0.250004;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
0.364025;0.954647;-0.219539;0.999977;0.999965;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.76428e-06;0.0;1.0;1.00001;-0.138881;0.24999;1.0;0.0;0.000733674;0.0;-0.000731523;0.0;0.0;
0.365025;0.815954;0.0926363;0.999966;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.14035e-05;0.0;0.99998;0.999989;0.17528;0.249993;1.0;0.0;0.000723986;0.0;-0.000731523;0.0;0.0;
0.366025;0.597344;0.395809;0.999946;0.99995;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;3.85625e-06;0.0;1.0;0.999996;0.489435;0.249994;1.0;0.0;0.000699761;0.0;-0.000731523;0.0;0.0;
0.367025;0.320307;0.660186;0.999936;0.999945;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-4.83641e-06;0.0;0.999998;1.0;0.803595;0.249997;1.0;0.0;0.000734431;0.0;-0.000731523;0.0;0.0;
0.368025;0.0118481;0.859978;0.999928;0.999945;0.000627020;1.57393;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;5.91546e-05;0.0;1.00003;1.00002;1.11776;0.250006;1.0;0.0;0.000731818;0.0;-0.000627020;0.0;0.0;
0.369025;-0.297656;0.975556;0.999952;0.999963;0.000731523;1.57445;2.61982;0.087;2.61982;1.0;0.0;1.0;2.58949;3.36471e-07;0.0;1.0;0.999995;1.43191;0.250008;1.0;0.0;0.000691686;0.0;-0.000731523;0.0;0.0;
0.370025;-0.578062;0.995651;0.999952;0.999969;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;-2.22451e-05;0.0;0.999989;0.999986;1.74607;0.250009;1.0;0.0;0.000728015;0.0;-0.000731523;0.0;0.0;
0.371025;-0.801957;0.91829;0.999975;0.999973;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.29595e-05;0.0;1.00002;1.0;2.06023;0.250008;1.0;0.0;0.000733346;0.0;-0.000731523;0.0;0.0;
0.372025;-0.947271;0.751022;0.999957;0.999972;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;1.20427e-05;0.0;1.00001;1.0;2.37439;0.250014;1.0;0.0;0.000713115;0.0;-0.000731523;0.0;0.0;
0.373025;-0.999891;0.510225;0.999961;0.999971;0.000731523;1.57445;2.61981;0.087;2.61981;1.0;0.0;1.0;2.58949;3.91301e-05;0.0;1.00002;1.00001;2.68855;0.250017;1.0;0.0;0.000720894;0.0;-0.000731523;0.0;0.0;
