Time;Grid voltage URS;Grid voltage UST;Grid voltage magnitude;Grid voltage magnitude filtered;DC link current;Control angle grid unlimited;Control angle grid;Control angle grid lower limit;Control angle grid upper limit;DC1 end position request;DC2 end position request;End position request causes;Control angle motor;PLL grid angle error;Notch mask grid;Grid frequency;Grid frequency filtered;Grid integrator angle;Speed;Excitation Ref Mode;PulseMode;DC link current filtered;DC reference limited;DC error;Release pulses grid;Pulse block causes;
0.935025;-0.831577;-0.0615058;0.997631;0.996541;0.118402;1.76401;1.76401;0.087;2.58376;0.0;0.0;0.0;2.58802;-0.0256504;0.0;0.987977;0.991911;-2.97241;0.23196;1.0;0.0;0.139378;0.1;-0.0184022;1.0;0.0;
0.936025;-0.657108;-0.483161;1.14468;0.993233;0.0843341;1.59159;1.59159;0.087;2.59077;0.0;0.0;0.0;2.58835;0.0;1.0;0.975993;0.977138;-2.66422;0.236068;1.0;0.0;0.112418;0.1;0.0156659;1.0;0.0;
0.937025;-0.302709;-0.669072;0.994534;0.990572;0.114849;1.74473;1.74473;0.087;2.60103;0.0;0.0;0.0;2.59074;0.0254276;0.0;1.0136;1.01593;-2.34526;0.265341;1.0;0.0;0.07295;0.1;-0.0148491;1.0;0.0;
0.938025;-0.0321178;-0.84993;1.00047;0.99555;0.11161;1.72923;1.72923;0.087;2.59066;0.0;0.0;0.0;2.58893;-0.0146227;0.0;0.993605;0.997564;-2.02957;0.243209;1.0;0.0;0.11286;0.1;-0.0116095;1.0;0.0;
0.939025;0.23917;-0.9464;0.984225;0.993671;0.0446229;1.39164;1.39164;0.087;2.59197;0.0;0.0;0.0;2.58635;-0.0481912;0.0;0.976476;0.979595;-1.71993;0.211459;1.0;0.0;0.107791;0.1;0.0553771;1.0;0.0;
0.940025;0.592001;-0.981828;0.988742;0.987861;0.107011;1.70414;1.70414;0.087;2.60257;0.0;0.0;0.0;2.59082;0.0352802;0.0;1.01856;1.01883;-1.40364;0.266364;1.0;0.0;0.0670241;0.1;-0.00701135;1.0;0.0;
0.941025;0.797485;-0.922878;1.00114;0.99328;0.121955;1.78104;1.78104;0.087;2.59264;0.0;0.0;0.0;2.58957;-0.00375713;0.0;0.999176;1.00309;-1.08625;0.251016;1.0;0.0;0.105249;0.1;-0.0219553;1.0;0.0;
0.942025;0.923633;-0.774776;0.991811;0.995291;0.0735703;1.53756;1.53756;0.087;2.5888;0.0;0.0;0.0;2.58772;-0.0403462;0.0;0.980631;0.984119;-0.775002;0.228283;1.0;0.0;0.120011;0.1;0.0264297;1.0;0.0;
0.943025;0.982119;-0.474449;0.982306;0.989148;0.0828711;1.58224;1.58224;0.087;2.60123;0.0;0.0;0.0;2.59050;0.0436807;0.0;1.02272;1.01424;-0.463845;0.262394;1.0;0.0;0.0722011;0.1;0.0171289;1.0;0.0;
0.944025;0.953544;-0.217216;0.999536;0.991763;0.11579;1.74807;1.74807;0.087;2.59882;0.0;0.0;0.0;2.58992;0.00886102;0.0;1.00557;1.00915;-0.144651;0.255368;1.0;0.0;0.081458;0.1;-0.0157896;1.0;0.0;
0.945025;0.833901;0.0568014;0.997319;0.996111;0.0865287;1.60107;1.60107;0.087;2.59014;0.0;0.0;0.0;2.58874;-0.0298734;0.0;0.986069;0.989858;0.168533;0.240870;1.0;0.0;0.114857;0.1;0.0134713;1.0;0.0;
0.946025;0.540775;0.420261;0.963551;0.991015;0.0562228;1.44718;1.44718;0.087;2.59894;0.0;0.0;0.0;2.58996;0.0555579;0.0;1.02859;0.996998;0.476311;0.255756;1.0;0.0;0.0809943;0.1;0.0437772;1.0;0.0;
0.947025;0.306600;0.667097;0.995693;0.989347;0.109728;1.71513;1.71513;0.087;2.60306;0.0;0.0;0.0;2.59001;0.0206948;0.0;1.01153;1.01439;0.797201;0.256485;1.0;0.0;0.0651567;0.1;-0.00972844;1.0;0.0;
0.948025;0.0356606;0.84813;1.00056;0.995243;0.100323;1.66824;1.66824;0.087;2.59166;0.0;0.0;0.0;2.58938;-0.0185704;0.0;0.991878;0.995771;1.11228;0.248718;1.0;0.0;0.109008;0.1;-0.000323139;1.0;0.0;
0.949025;-0.366073;0.978402;0.988678;0.994266;0.0773324;1.55167;1.55167;0.087;2.59509;0.0;0.0;0.0;2.58927;0.0;1.0;0.976904;0.97887;1.42144;0.247324;1.0;0.0;0.095824;0.1;0.0226676;1.0;0.0;
0.950025;-0.590607;0.983222;0.989845;0.987591;0.110251;1.71602;1.71602;0.087;2.60344;0.0;0.0;0.0;2.58988;0.0311571;0.0;1.01681;1.01819;1.73942;0.254831;1.0;0.0;0.0636788;0.1;-0.0102510;1.0;0.0;
0.951025;-0.796323;0.924039;1.00143;0.993466;0.120910;1.77121;1.77121;0.087;2.5916;0.0;0.0;0.0;2.58966;-0.00713711;0.0;0.99776;1.00162;2.0563;0.252139;1.0;0.0;0.109222;0.1;-0.0209103;1.0;0.0;
0.952025;-0.925027;0.773382;0.992233;0.9955;0.0739883;1.53518;1.53518;0.087;2.58912;0.0;0.0;0.0;2.5896;-0.0384703;0.0;0.981847;0.985256;2.36759;0.251397;1.0;0.0;0.118758;0.1;0.0260117;1.0;0.0;
0.953025;-0.976833;0.463762;0.977248;0.987647;0.0954115;1.64090;1.64090;0.087;2.60074;0.0;0.0;0.0;2.5928;0.051521;0.0;1.02692;1.01821;2.67989;0.290649;1.0;0.0;0.0740825;0.1;0.00458850;1.0;0.0;
0.954025;-0.948491;0.207110;0.997388;0.989569;0.145469;1.89838;1.89838;0.087;2.59505;0.0;0.0;0.0;2.59104;0.0152789;0.0;1.00893;1.01332;3.00075;0.269117;1.0;0.0;0.0959458;0.1;-0.0454686;1.0;0.0;
0.955025;-0.829080;-0.0664426;0.997914;0.994858;0.13251;1.83292;1.83292;0.087;2.58198;0.0;0.0;0.0;2.58805;-0.0247702;0.0;0.988827;0.992745;-2.96828;0.232365;1.0;0.0;0.146247;0.1;-0.0325102;1.0;0.0;
0.956025;-0.00441402;0.00441402;0.00509687;0.991567;0.0571633;1.45265;1.45265;0.087;2.58688;0.0;0.0;0.0;2.58464;0.0;1.0;0.975038;0.976803;-2.65992;0.190536;1.0;0.0;0.127391;0.1;0.0428367;1.0;0.0;
0.957025;-0.298236;-0.671279;0.99315;0.990025;0.118925;1.76283;1.76283;0.087;2.59909;0.0;0.0;0.0;2.59134;0.0273453;0.0;1.01485;1.01637;-2.34285;0.272779;1.0;0.0;0.0804140;0.1;-0.0189247;1.0;0.0;
0.958025;-0.0278199;-0.852079;1.00035;0.994977;0.123;1.78499;1.78499;0.087;2.58975;0.0;0.0;0.0;2.58899;-0.0130272;0.0;0.994715;0.9987;-2.02677;0.243929;1.0;0.0;0.116341;0.1;-0.0230004;1.0;0.0;
0.959025;0.243294;-0.948491;0.985268;0.993726;0.062911;1.48251;1.48251;0.087;2.58882;0.0;0.0;0.0;2.58573;-0.0471703;0.0;0.977311;0.980486;-1.71682;0.203893;1.0;0.0;0.119921;0.1;0.0370890;1.0;0.0;
0.960025;0.594092;-0.979737;0.987101;0.987711;0.106593;1.70052;1.70052;0.087;2.60057;0.0;0.0;0.0;2.59148;0.0379104;0.0;1.02008;1.01835;-1.40242;0.274501;1.0;0.0;0.0747385;0.1;-0.00659335;1.0;0.0;
0.961025;0.799285;-0.921019;1.00065;0.992759;0.127808;1.80968;1.80968;0.087;2.59281;0.0;0.0;0.0;2.58974;-0.00168373;0.0;1.00044;1.00435;-1.08459;0.253072;1.0;0.0;0.104582;0.1;-0.0278075;1.0;0.0;
0.962025;0.925375;-0.773092;0.992364;0.995141;0.0852747;1.59521;1.59521;0.087;2.58716;0.0;0.0;0.0;2.58703;-0.0388662;0.0;0.981618;0.985168;-0.772985;0.219873;1.0;0.0;0.126314;0.1;0.0147253;1.0;0.0;
0.963025;0.980492;-0.471080;0.980742;0.988036;0.094471;1.64003;1.64003;0.087;2.59809;0.0;0.0;0.0;2.5912;0.0447721;0.0;1.02346;1.01461;-0.461812;0.271010;1.0;0.0;0.0842785;0.1;0.00552904;1.0;0.0;
0.964025;0.952034;-0.214196;0.998883;0.991057;0.132406;1.8337;1.8337;0.087;2.59552;0.0;0.0;0.0;2.59024;0.00948288;0.0;1.00598;1.00966;-0.142281;0.259298;1.0;0.0;0.0941687;0.1;-0.0324057;1.0;0.0;
0.965025;0.832507;0.0595892;0.997481;0.995709;0.107847;1.70952;1.70952;0.087;2.58573;0.0;0.0;0.0;2.58816;-0.029535;0.0;0.986338;0.990149;0.171009;0.233753;1.0;0.0;0.1318;0.1;-0.00784738;1.0;0.0;
0.966025;0.635212;0.421132;1.06355;0.992611;0.063747;1.48724;1.48724;0.087;2.59352;0.0;0.0;0.0;2.58974;0.0;1.0;0.974568;0.975685;0.478717;0.253048;1.0;0.0;0.101840;0.1;0.036253;1.0;0.0;
0.967025;0.304393;0.668201;0.995016;0.989183;0.113595;1.73704;1.73704;0.087;2.60142;0.0;0.0;0.0;2.59049;0.0223045;0.0;1.01231;1.01475;0.797736;0.262266;1.0;0.0;0.07147;0.1;-0.0135951;1.0;0.0;
0.968025;0.0336859;0.849117;1.00049;0.995021;0.107638;1.70769;1.70769;0.087;2.59088;0.0;0.0;0.0;2.58902;-0.0173049;0.0;0.99251;0.99643;1.11305;0.244317;1.0;0.0;0.112009;0.1;-0.00763837;1.0;0.0;
0.969025;-0.237718;0.945645;0.983841;0.994259;0.0380392;1.35631;1.35631;0.087;2.5931;0.0;0.0;0.0;2.58696;0.0;1.0;0.97734;0.979334;1.42237;0.218942;1.0;0.0;0.103464;0.1;0.0619608;1.0;0.0;
0.970025;-0.591362;0.982525;0.989301;0.988474;0.103354;1.6838;1.6838;0.087;2.60392;0.0;0.0;0.0;2.59050;0.0332992;0.0;1.01784;1.01818;1.73865;0.262384;1.0;0.0;0.0618367;0.1;-0.00335374;1.0;0.0;
0.971025;-0.796846;0.923459;1.00126;0.993724;0.116103;1.74902;1.74902;0.087;2.5936;0.0;0.0;0.0;2.58958;-0.00550447;0.0;0.998555;1.00244;2.05583;0.251091;1.0;0.0;0.101558;0.1;-0.0161031;1.0;0.0;
0.972025;-0.923052;0.775357;0.991637;0.995468;0.0657326;1.49581;1.49581;0.087;2.59036;0.0;0.0;0.0;2.58827;-0.0418486;0.0;0.980116;0.983592;2.36689;0.235123;1.0;0.0;0.113991;0.1;0.0342674;1.0;0.0;
0.973025;-0.981828;0.473984;0.982023;0.987871;0.0929034;1.63025;1.63025;0.087;2.60182;0.0;0.0;0.0;2.59028;0.0421475;0.0;1.02224;1.01756;2.67978;0.259686;1.0;0.0;0.0699266;0.1;0.00709659;1.0;0.0;
0.974025;-0.95395;0.218029;0.999712;0.991319;0.124463;1.79056;1.79056;0.087;2.59618;0.0;0.0;0.0;2.58982;0.00627135;0.0;1.00453;1.00818;2.99866;0.254141;1.0;0.0;0.0916127;0.1;-0.0244634;1.0;0.0;
0.975025;-0.834249;-0.0561045;0.997279;0.995914;0.0939484;1.63689;1.63689;0.087;2.58782;0.0;0.0;0.0;2.58916;-0.0320574;0.0;0.985212;0.988961;-2.97165;0.246016;1.0;0.0;0.123758;0.1;0.00605156;1.0;0.0;
0.976025;-0.542053;-0.419506;0.964158;0.990921;0.0619704;1.4751;1.4751;0.087;2.59707;0.0;0.0;0.0;2.58978;0.0531552;0.0;1.02761;0.996163;-2.66411;0.253623;1.0;0.0;0.0881944;0.1;0.0380296;1.0;0.0;
0.977025;-0.307006;-0.666865;0.995787;0.989395;0.114745;1.73979;1.73979;0.087;2.60152;0.0;0.0;0.0;2.5898;0.0192748;0.0;1.01102;1.01385;-2.34342;0.253892;1.0;0.0;0.0710961;0.1;-0.0147446;1.0;0.0;
0.978025;-0.0360091;-0.848014;1.00064;0.995304;0.104712;1.68982;1.68982;0.087;2.59039;0.0;0.0;0.0;2.58963;-0.0197803;0.0;0.991464;0.995347;-2.02848;0.25172;1.0;0.0;0.113873;0.1;-0.00471228;1.0;0.0;
0.979025;0.248463;-0.951046;0.986525;0.994112;0.0437869;1.38249;1.38249;0.087;2.59369;0.0;0.0;0.0;2.58796;-0.0401093;0.0;0.980986;0.983386;-1.71845;0.231224;1.0;0.0;0.101181;0.1;0.0562131;1.0;0.0;
0.980025;0.596531;-0.977298;0.985205;0.988771;0.121537;1.77332;1.77332;0.087;2.60261;0.0;0.0;0.0;2.59253;0.0;1.0;1.03259;1.02983;-1.40014;0.287308;1.0;0.0;0.066895;0.1;-0.0215373;1.0;0.0;
0.981025;0.801841;-0.918522;1.00008;0.991941;0.151216;1.93019;1.93019;0.087;2.58846;0.0;0.0;0.0;2.59014;-0.00215721;0.0;1.00015;1.00687;-1.07892;0.257973;1.0;0.0;0.121301;0.1;-0.0512162;1.0;0.0;
0.982025;0.927815;-0.770652;0.993125;0.994899;0.11673;1.75293;1.75293;0.087;2.58078;0.0;0.0;0.0;2.5869;-0.0395955;0.0;0.98119;0.984818;-0.767431;0.218229;1.0;0.0;0.150849;0.1;-0.0167302;1.0;0.0;
0.983025;0.970038;-0.458651;0.970516;0.988893;0.0798405;1.56679;1.56679;0.087;2.59129;0.0;0.0;0.0;2.59088;0.0489622;0.0;1.02522;0.993397;-0.460941;0.267166;1.0;0.0;0.110414;0.1;0.0201595;1.0;0.0;
0.984025;0.949827;-0.209840;0.997926;0.990231;0.128435;1.81279;1.81279;0.087;2.59684;0.0;0.0;0.0;2.59071;0.0126128;0.0;1.00734;1.01049;-0.141078;0.264988;1.0;0.0;0.0890702;0.1;-0.0284345;1.0;0.0;
0.985025;0.830416;0.0637709;0.99774;0.995216;0.111191;1.72604;1.72604;0.087;2.58704;0.0;0.0;0.0;2.58799;-0.0268629;0.0;0.987504;0.991353;0.17262;0.231655;1.0;0.0;0.126774;0.1;-0.0111915;1.0;0.0;
0.986025;0.635735;0.427172;1.06971;0.992675;0.0743018;1.54008;1.54008;0.087;2.59243;0.0;0.0;0.0;2.59023;0.0;1.0;0.975517;0.97666;0.480659;0.259132;1.0;0.0;0.106047;0.1;0.0256982;1.0;0.0;
0.987025;0.300560;0.670117;0.99385;0.988813;0.129689;1.81995;1.81995;0.087;2.59867;0.0;0.0;0.0;2.59108;0.0234468;0.0;1.01256;1.01719;0.800632;0.269596;1.0;0.0;0.0820449;0.1;-0.0296886;1.0;0.0;
0.988025;0.0300850;0.850918;1.00038;0.994582;0.129793;1.8223;1.8223;0.087;2.58651;0.0;0.0;0.0;2.58893;-0.0166269;0.0;0.992534;0.996519;1.11597;0.243116;1.0;0.0;0.128793;0.1;-0.0297931;1.0;0.0;
0.989025;-0.241145;0.947387;0.984707;0.993365;0.0659416;1.50029;1.50029;0.087;2.58715;0.0;0.0;0.0;2.58595;-0.0499528;0.0;0.975506;0.978598;1.42529;0.206538;1.0;0.0;0.12634;0.1;0.0340584;1.0;0.0;
0.990025;-0.593046;0.980841;0.987974;0.987852;0.105862;1.69947;1.69947;0.087;2.5999;0.0;0.0;0.0;2.59109;0.0358028;0.0;1.0186;1.01682;1.73917;0.269698;1.0;0.0;0.0772941;0.1;-0.00586181;1.0;0.0;
0.991025;-0.798298;0.922065;1.00093;0.993080;0.123627;1.79076;1.79076;0.087;2.5931;0.0;0.0;0.0;2.58963;-0.00336051;0.0;0.999155;1.00303;2.05656;0.251752;1.0;0.0;0.103446;0.1;-0.0236274;1.0;0.0;
0.992025;-0.924388;0.774021;0.992039;0.995242;0.0778549;1.56029;1.56029;0.087;2.58835;0.0;0.0;0.0;2.58731;-0.0400464;0.0;0.980565;0.984072;2.36779;0.223228;1.0;0.0;0.121735;0.1;0.0221451;1.0;0.0;
0.993025;-0.981422;0.472997;0.981635;0.98823;0.0844387;1.59155;1.59155;0.087;2.60011;0.0;0.0;0.0;2.59082;0.0440725;0.0;1.02264;1.0138;2.67868;0.266374;1.0;0.0;0.0765158;0.1;0.0155613;1.0;0.0;
0.994025;-0.952905;0.215938;0.999259;0.991117;0.119552;1.76885;1.76885;0.087;2.59821;0.0;0.0;0.0;2.59007;0.00920694;0.0;1.00547;1.00904;2.99783;0.257108;1.0;0.0;0.0837897;0.1;-0.0195517;1.0;0.0;
0.995025;-0.83332;-0.057963;0.997386;0.995781;0.0923809;1.63222;1.63222;0.087;2.58915;0.0;0.0;0.0;2.58841;-0.0295783;0.0;0.985943;0.989735;-2.9722;0.236729;1.0;0.0;0.11866;0.1;0.00761911;1.0;0.0;
0.996025;-0.540485;-0.420319;0.963305;0.990866;0.0632245;1.48459;1.48459;0.087;2.59737;0.0;0.0;0.0;2.59018;0.0549239;0.0;1.028;0.996683;-2.66447;0.25846;1.0;0.0;0.0870350;0.1;0.0367755;1.0;0.0;
0.997025;-0.305671;-0.667562;0.995408;0.989056;0.118507;1.76228;1.76228;0.087;2.60111;0.0;0.0;0.0;2.59025;0.0208321;0.0;1.01132;1.01417;-2.34366;0.259332;1.0;0.0;0.0726704;0.1;-0.0185067;1.0;0.0;
0.998025;-0.0349056;-0.848537;1.00057;0.995059;0.110460;1.72242;1.72242;0.087;2.58935;0.0;0.0;0.0;2.58918;-0.0184983;0.0;0.991644;0.995548;-2.02864;0.246213;1.0;0.0;0.117882;0.1;-0.0104600;1.0;0.0;
0.999025;0.236673;-0.945122;0.983589;0.993249;0.0389797;1.36169;1.36169;0.087;2.59244;0.0;0.0;0.0;2.58775;-0.0511469;0.0;0.97494;0.977962;-1.71956;0.228636;1.0;0.0;0.106008;0.1;0.0610203;1.0;0.0;
1.00003;0.590839;-0.98299;0.989661;0.988097;0.0978151;1.65631;1.65631;0.087;2.60415;0.0;0.0;0.0;2.59017;0.0330757;0.0;1.01738;1.0176;-1.40370;0.258425;1.0;0.0;0.0609665;0.1;0.00218493;1.0;0.0;
1.00102;0.79644;-0.923865;1.00136;0.993653;0.109101;1.71359;1.71359;0.087;2.59515;0.0;0.0;0.0;2.58961;-0.00546256;0.0;0.998229;1.00209;-1.08665;0.251472;1.0;0.0;0.0955803;0.1;-0.00910142;1.0;0.0;
1.00203;0.922704;-0.775705;0.991534;0.995424;0.0575813;1.4545;1.4545;0.087;2.59224;0.0;0.0;0.0;2.58893;-0.0415979;0.0;0.979896;0.983347;-0.775667;0.243157;1.0;0.0;0.106775;0.1;0.0424187;1.0;0.0;
1.00302;0.982061;-0.474507;0.982246;0.987924;0.0841251;1.58553;1.58553;0.087;2.60398;0.0;0.0;0.0;2.58993;0.0426653;0.0;1.02216;1.01746;-0.462828;0.255401;1.0;0.0;0.0616006;0.1;0.0158749;1.0;0.0;
1.00402;0.954183;-0.218436;0.999834;0.991417;0.114954;1.74081;1.74081;0.087;2.59849;0.0;0.0;0.0;2.58973;0.00691262;0.0;1.00452;1.00814;-0.143971;0.252941;1.0;0.0;0.0827281;0.1;-0.0149536;1.0;0.0;
1.00503;0.831287;0.0620866;0.997667;0.996022;0.0861107;1.59593;1.59593;0.087;2.59031;0.0;0.0;0.0;2.58961;-0.0249782;0.0;0.988438;0.991025;0.169044;0.251511;1.0;0.0;0.114205;0.1;0.0138893;1.0;0.0;
1.00602;0.529856;0.425662;0.95741;0.991015;0.0705397;1.51634;1.51634;0.087;2.59883;0.0;0.0;0.0;2.59261;0.0636094;0.0;1.0326;1.00198;0.478139;0.288302;1.0;0.0;0.0814398;0.1;0.0294603;1.0;0.0;
1.00703;0.295391;0.672673;0.992267;0.988226;0.143378;1.88666;1.88666;0.087;2.59889;0.0;0.0;0.0;2.59186;0.0282142;0.0;1.01522;1.01854;0.800758;0.279166;1.0;0.0;0.081193;0.1;-0.0433785;1.0;0.0;
1.00802;0.0250902;0.853415;1.00024;0.992423;0.151843;1.93438;1.93438;0.087;2.58239;0.0;0.0;0.0;2.58914;-0.0129243;0.0;0.994649;0.999402;1.11749;0.245696;1.0;0.0;0.144647;0.1;-0.0518432;1.0;0.0;
1.00902;-0.245965;0.949769;0.985866;0.992725;0.095934;1.64824;1.64824;0.087;2.58121;0.0;0.0;0.0;2.58567;-0.0471789;0.0;0.977189;0.980386;1.42741;0.203183;1.0;0.0;0.149205;0.1;0.00406599;1.0;0.0;
1.01003;-0.594324;0.979621;0.987027;0.989586;0.102831;1.68209;1.68209;0.087;2.59549;0.0;0.0;0.0;2.59151;0.038151;0.0;1.01992;1.01495;1.73914;0.274882;1.0;0.0;0.0942495;0.1;-0.00283122;1.0;0.0;
1.01102;-0.800447;0.919858;1.00037;0.99335;0.127912;1.81066;1.81066;0.087;2.59391;0.0;0.0;0.0;2.5899;0.000492105;0.0;1.00128;1.00512;2.05719;0.255089;1.0;0.0;0.100333;0.1;-0.027912;1.0;0.0;
1.01202;-0.926479;0.77193;0.992681;0.995477;0.0892458;1.61562;1.61562;0.087;2.58718;0.0;0.0;0.0;2.5869;-0.0369869;0.0;0.982325;0.985901;2.36905;0.218289;1.0;0.0;0.126223;0.1;0.0107542;1.0;0.0;
1.01302;-0.977588;0.465446;0.97796;0.990297;0.0872602;1.60423;1.60423;0.087;2.59787;0.0;0.0;0.0;2.59127;0.0496426;0.0;1.02564;1.01412;2.67992;0.27194;1.0;0.0;0.0851249;0.1;0.0127398;1.0;0.0;
1.01402;-0.951046;0.212221;0.998462;0.991471;0.128644;1.81431;1.81431;0.087;2.59734;0.0;0.0;0.0;2.59046;0.0112475;0.0;1.00673;1.01030;2.99953;0.262;1.0;0.0;0.0871601;0.1;-0.0286435;1.0;0.0;
1.01503;-0.831577;-0.0615058;0.997631;0.995855;0.107429;1.70736;1.70736;0.087;2.58668;0.0;0.0;0.0;2.58803;-0.0280102;0.0;0.986986;0.990819;-2.97014;0.232097;1.0;0.0;0.128137;0.1;-0.00742937;1.0;0.0;
1.01602;-0.634457;-0.422991;1.06447;0.992847;0.0664641;1.50088;1.50088;0.087;2.59353;0.0;0.0;0.0;2.58996;0.0;1.0;0.975081;0.976215;-2.66225;0.255758;1.0;0.0;0.101812;0.1;0.0335359;1.0;0.0;
1.01702;-0.302651;-0.669072;0.994485;0.988915;0.119134;1.76543;1.76543;0.087;2.60065;0.0;0.0;0.0;2.59077;0.0232546;0.0;1.01269;1.01513;-2.34311;0.265736;1.0;0.0;0.0744319;0.1;-0.0191337;1.0;0.0;
1.01802;-0.0321178;-0.84993;1.00047;0.994777;0.115894;1.75009;1.75009;0.087;2.58936;0.0;0.0;0.0;2.58894;-0.0165668;0.0;0.992792;0.996731;-2.02769;0.243321;1.0;0.0;0.117842;0.1;-0.0158941;1.0;0.0;
1.01902;0.239228;-0.9464;0.984207;0.993307;0.0489075;1.41271;1.41271;0.087;2.59087;0.0;0.0;0.0;2.58635;-0.0498214;0.0;0.975801;0.978884;-1.71829;0.211546;1.0;0.0;0.112034;0.1;0.0510925;1.0;0.0;
1.02003;0.592059;-0.981828;0.98875;0.987655;0.111087;1.72427;1.72427;0.087;2.60149;0.0;0.0;0.0;2.59082;0.0338719;0.0;1.01798;1.01821;-1.40222;0.266415;1.0;0.0;0.0712095;0.1;-0.0110870;1.0;0.0;
1.02102;0.797485;-0.922878;1.00114;0.993186;0.125926;1.80113;1.80113;0.087;2.59159;0.0;0.0;0.0;2.58958;-0.00504621;0.0;0.998647;1.00255;-1.085;0.251104;1.0;0.0;0.109277;0.1;-0.0259264;1.0;0.0;
1.02202;0.923633;-0.774776;0.991811;0.995247;0.0775414;1.55737;1.55737;0.087;2.58776;0.0;0.0;0.0;2.58773;-0.0414749;0.0;0.980170;0.983654;-0.77391;0.228385;1.0;0.0;0.123984;0.1;0.0224586;1.0;0.0;
1.02302;0.982119;-0.474391;0.982307;0.988338;0.0818261;1.57705;1.57705;0.087;2.60027;0.0;0.0;0.0;2.59048;0.0430168;0.0;1.02242;1.01355;-0.463123;0.262194;1.0;0.0;0.075874;0.1;0.0181739;1.0;0.0;
1.02402;0.953544;-0.217216;0.999536;0.991391;0.11464;1.74221;1.74221;0.087;2.59898;0.0;0.0;0.0;2.58993;0.00821817;0.0;1.00527;1.00884;-0.144034;0.255464;1.0;0.0;0.0808587;0.1;-0.0146401;1.0;0.0;
1.02503;0.833901;0.0568014;0.997319;0.995931;0.0854837;1.59576;1.59576;0.087;2.59049;0.0;0.0;0.0;2.58875;-0.0304240;0.0;0.985811;0.989581;0.169059;0.240949;1.0;0.0;0.113517;0.1;0.0145163;1.0;0.0;
1.02602;0.537174;0.422526;0.96198;0.993635;0.0605074;1.46865;1.46865;0.087;2.59921;0.0;0.0;0.0;2.58998;0.0589685;0.0;1.03040;1.00623;0.478273;0.256020;1.0;0.0;0.079958;0.1;0.0394926;1.0;0.0;
1.02702;0.306600;0.667097;0.995693;0.990638;0.113491;1.73427;1.73427;0.087;2.60246;0.0;0.0;0.0;2.59002;0.0188685;0.0;1.01070;1.01376;0.798973;0.256564;1.0;0.0;0.0674631;0.1;-0.0134906;1.0;0.0;
1.02803;0.0356606;0.84813;1.00056;0.995847;0.104085;1.68745;1.68745;0.087;2.59060;0.0;0.0;0.0;2.58939;-0.0201574;0.0;0.991153;0.995036;1.11381;0.248821;1.0;0.0;0.113070;0.1;-0.00408527;1.0;0.0;
1.02902;-0.359917;0.963243;0.97344;0.99458;0.0809900;1.57044;1.57044;0.087;2.59412;0.0;0.0;0.0;2.58927;0.0;1.0;0.976262;0.978218;1.42275;0.247333;1.0;0.0;0.0995577;0.1;0.0190100;1.0;0.0;
1.03003;-0.590665;0.983222;0.989853;0.989117;0.113804;1.73466;1.73466;0.087;2.60250;0.0;0.0;0.0;2.58989;0.0;1.0;1.02039;1.02049;1.74105;0.254913;1.0;0.0;0.0673244;0.1;-0.0138041;1.0;0.0;
1.03102;-0.796323;0.924039;1.00143;0.994178;0.124359;1.78969;1.78969;0.087;2.59069;0.0;0.0;0.0;2.58967;-0.00871429;0.0;0.996811;1.00072;2.0578;0.252209;1.0;0.0;0.112721;0.1;-0.0243589;1.0;0.0;
1.03202;-0.925027;0.773382;0.992233;0.99583;0.0774369;1.55344;1.55344;0.087;2.58821;0.0;0.0;0.0;2.5896;-0.0397627;0.0;0.981027;0.984413;2.36881;0.25144;1.0;0.0;0.122254;0.1;0.0225631;1.0;0.0;
1.03303;-0.976775;0.463762;0.977189;0.988888;0.0983376;1.65674;1.65674;0.087;2.59987;0.0;0.0;0.0;2.5928;0.0;1.0;1.03159;1.01959;2.68087;0.290657;1.0;0.0;0.077426;0.1;0.00166241;1.0;0.0;
1.03402;-0.948491;0.207110;0.997388;0.989661;0.148395;1.91526;1.91526;0.087;2.59428;0.0;0.0;0.0;2.59105;0.0125214;0.0;1.00719;1.02196;3.00495;0.269193;1.0;0.0;0.0989387;0.1;-0.0483946;1.0;0.0;
1.03503;-0.829080;-0.0664426;0.997914;0.994896;0.135436;1.84962;1.84962;0.087;2.58121;0.0;0.0;0.0;2.58806;-0.0284387;0.0;0.986595;0.990697;-2.96478;0.232468;1.0;0.0;0.149181;0.1;-0.0354363;1.0;0.0;
1.03602;-0.629404;-0.331864;0.976497;0.991581;0.0585218;1.4611;1.4611;0.087;2.58611;0.0;0.0;0.0;2.58441;0.0;1.0;0.973070;0.974808;-2.65709;0.187699;1.0;0.0;0.130348;0.1;0.0414782;1.0;0.0;
1.03702;-0.298236;-0.671279;0.99315;0.989026;0.11673;1.75323;1.75323;0.087;2.59874;0.0;0.0;0.0;2.59134;0.0262823;0.0;1.01386;1.01448;-2.34193;0.272729;1.0;0.0;0.0817648;0.1;-0.0167302;1.0;0.0;
1.03803;-0.0278199;-0.852079;1.00035;0.994514;0.120910;1.77577;1.77577;0.087;2.59036;0.0;0.0;0.0;2.589;-0.013728;0.0;0.993891;0.997824;-2.02614;0.243984;1.0;0.0;0.114;0.1;-0.0209103;1.0;0.0;
1.03902;0.243294;-0.948491;0.985268;0.993503;0.0608209;1.47335;1.47335;0.087;2.58939;0.0;0.0;0.0;2.58574;-0.0476173;0.0;0.976608;0.97976;-1.71644;0.203949;1.0;0.0;0.117741;0.1;0.0391791;1.0;0.0;
