Time;DC Link voltage;Grid voltage RS;Grid voltage ST;Grid voltage TR;Machine speed;Machine load;Machine electrical torque;Machine power;Machine current R;Machine current S;Machine current T;Machine voltage URS;Machine voltage UST;Machine voltage excitation;Grid pulses R+;Grid pulses S+;Grid pulses T+;Grid pulses R-;Grid pulses S-;Grid pulses T-;Motor pulses R+;Motor pulses S+;Motor pulses T+;Motor pulses R-;Motor pulses S-;Motor pulses T-;
2.5e-05;-115.717;73.532;-123.719;50.1869;13.09;0.0;-670.704;-8779.49;0.00281188;-0.00977006;0.00695817;50.3725;-64.3163;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00102500;-115.679;100.96;-113.498;12.5387;13.09;0.0;15.0655;197.207;-9.73036e-05;0.000226013;-0.000128710;20.6801;-25.2241;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00202500;-115.64;118.505;-92.1681;-26.3368;13.09;0.0;15.0655;197.207;-0.000105269;0.000226551;-0.000121282;21.3389;-24.8389;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00302500;-115.602;124.45;-61.8155;-62.6343;13.09;0.0;15.0655;197.207;-0.000113072;0.000226739;-0.000113667;21.9648;-24.4154;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00402500;-115.563;118.213;-25.4121;-92.8007;13.09;0.0;15.0655;197.207;-0.000120701;0.000226578;-0.000105877;22.5568;-23.9543;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00502500;-115.525;100.404;13.4789;-113.883;13.09;0.0;15.0655;197.207;-0.000128143;0.000226067;-9.79241e-05;23.1141;-23.4562;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00602500;-115.486;72.7672;51.0505;-123.818;13.09;0.0;15.0655;197.207;-0.000135388;0.000225208;-8.98198e-05;23.6357;-22.9219;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00702500;-115.448;38.0072;83.625;-121.632;13.09;0.0;15.0655;197.207;-0.000142425;0.000224002;-8.1577e-05;24.1209;-22.3523;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00802500;-115.409;-0.473143;108.014;-107.541;13.09;0.0;15.0655;197.207;-0.000149241;0.000222450;-7.32085e-05;24.5688;-21.7483;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.00902500;-115.371;-38.9073;121.829;-82.922;13.09;0.0;15.0655;197.207;-0.000155828;0.000220555;-6.47271e-05;24.9789;-21.1107;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0100250;-115.332;-73.5329;123.719;-50.1864;13.09;0.0;15.0655;197.207;-0.000162174;0.000218320;-5.61458e-05;25.3505;-20.4405;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0110250;-115.294;-100.961;113.499;-12.5383;13.09;0.0;15.0655;197.207;-0.000168270;0.000215748;-4.7478e-05;25.683;-19.7389;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0120250;-115.255;-118.506;92.1685;26.3373;13.09;0.0;15.0655;197.207;-0.000174107;0.000212844;-3.8737e-05;25.9758;-19.0068;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0130250;-115.217;-124.451;61.816;62.6347;13.09;0.0;15.0655;197.207;-0.000179675;0.000209611;-2.99363e-05;26.2287;-18.2454;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0140250;-115.179;-118.214;25.4125;92.8011;13.09;0.0;15.0655;197.207;-0.000184966;0.000206056;-2.10894e-05;26.441;-17.4558;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0150250;-115.14;-100.405;-13.4785;113.883;13.09;0.0;15.0655;197.207;-0.000189972;0.000202182;-1.221e-05;26.6127;-16.6394;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0160250;-115.102;-72.7681;-51.0501;123.818;13.09;0.0;15.0655;197.207;-0.000194685;0.000197997;-3.31172e-06;26.7432;-15.7973;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0170250;-115.063;-38.0081;-83.6245;121.633;13.09;0.0;15.0655;197.207;-0.000199098;0.000193507;5.59162e-06;26.8326;-14.9308;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
0.0180250;-115.025;0.472248;-108.013;107.541;13.09;0.0;15.0655;197.207;-0.000203204;0.000188718;1.44863e-05;26.8806;-14.0413;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0190250;-114.987;38.9064;-121.829;82.9224;13.09;0.0;15.0655;197.206;-0.000206997;0.000183638;2.33587e-05;26.8871;-13.1302;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0200250;-114.948;73.532;-123.719;50.1869;13.09;0.0;15.0655;197.206;-0.000210470;0.000178275;3.21951e-05;26.8521;-12.1988;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0210250;-114.91;100.96;-113.498;12.5387;13.09;0.0;15.0655;197.206;-0.000213619;0.000172637;4.09818e-05;26.7758;-11.2486;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0220250;-114.872;118.505;-92.1681;-26.3368;13.09;0.0;15.0655;197.206;-0.000216438;0.000166733;4.97054e-05;26.6582;-10.281;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0230250;-114.833;124.45;-61.8155;-62.6343;13.09;0.0;15.0655;197.206;-0.000218924;0.000160572;5.83522e-05;26.4994;-9.29766;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0240250;-114.795;118.213;-25.4121;-92.8007;13.09;0.0;15.0655;197.206;-0.000221072;0.000154163;6.69092e-05;26.2998;-8.29993;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0250250;-114.757;100.404;13.4789;-113.883;13.09;0.0;15.0655;197.206;-0.000222880;0.000147517;7.53629e-05;26.0597;-7.2894;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0260250;-114.719;72.7672;51.0505;-123.818;13.09;0.0;15.0655;197.206;-0.000224343;0.000140643;8.37004e-05;25.7794;-6.26763;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0270250;-114.68;38.0072;83.625;-121.632;13.09;0.0;15.0655;197.206;-0.000225461;0.000133552;9.19089e-05;25.4593;-5.2362;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0280250;-114.642;-0.473143;108.014;-107.541;13.09;0.0;15.0655;197.206;-0.000226231;0.000126255;9.99757e-05;25.1;-4.1967;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0290250;-114.604;-38.9073;121.829;-82.922;13.09;0.0;15.0655;197.206;-0.000226652;0.000118764;0.000107888;24.7019;-3.15072;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0300250;-114.566;-73.5329;123.719;-50.1864;13.09;0.0;15.0654;197.206;-0.000226724;0.000111090;0.000115635;24.2658;-2.09989;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0310250;-114.528;-100.961;113.499;-12.5383;13.09;0.0;15.0654;197.206;-0.000226446;0.000103244;0.000123202;23.7923;-1.04582;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0320250;-114.489;-118.506;92.1685;26.3373;13.09;0.0;15.0654;197.206;-0.000225819;9.52389e-05;0.000130580;23.282;0.00986367;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0330250;-114.451;-124.451;61.816;62.6347;13.09;0.0;15.0654;197.206;-0.000224844;8.70871e-05;0.000137757;22.7359;1.06553;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0340250;-114.413;-118.214;25.4125;92.8011;13.09;0.0;15.0654;197.206;-0.000223522;7.88010e-05;0.000144721;22.1547;2.11956;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0350250;-114.375;-100.405;-13.4785;113.883;13.09;0.0;15.0654;197.206;-0.000221856;7.03934e-05;0.000151462;21.5394;3.17031;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0360250;-114.337;-72.7681;-51.0501;123.818;13.09;0.0;15.0654;197.206;-0.000219847;6.18773e-05;0.000157970;20.8908;4.21618;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0370250;-114.299;-38.0081;-83.6245;121.633;13.09;0.0;15.0654;197.206;-0.000217500;5.32657e-05;0.000164234;20.2101;5.25555;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0380250;-114.261;0.472248;-108.013;107.541;13.09;0.0;15.0654;197.206;-0.000214817;4.4572e-05;0.000170245;19.4981;6.28681;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0390250;-114.223;38.9064;-121.829;82.9224;13.09;0.0;15.0654;197.206;-0.000211802;3.58096e-05;0.000175993;18.7562;7.30838;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0400250;-114.185;73.532;-123.719;50.1869;13.09;0.0;15.0654;197.206;-0.000208462;2.6992e-05;0.000181470;17.9852;8.31868;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0410250;-114.147;100.96;-113.498;12.5387;13.09;0.0;15.0654;197.206;-0.000204799;1.81328e-05;0.000186667;17.1866;9.31615;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0420250;-114.108;118.505;-92.1681;-26.3368;13.09;0.0;15.0654;197.206;-0.000200821;9.24556e-06;0.000191576;16.3615;10.2993;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0430250;-114.07;124.45;-61.8155;-62.6343;13.09;0.0;15.0654;197.206;-0.000196534;3.44108e-07;0.000196190;15.5111;11.2665;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0440250;-114.032;118.213;-25.4121;-92.8007;13.09;0.0;15.0654;197.206;-0.000191943;-8.55787e-06;0.000200501;14.6368;12.2163;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
0.0450250;-113.994;100.404;13.4789;-113.883;13.09;0.0;15.0654;197.206;-0.000187056;-1.74467e-05;0.000204503;13.7399;13.1474;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0460250;-113.956;72.7672;51.0505;-123.818;13.09;0.0;15.0654;197.206;-0.000181881;-2.63085e-05;0.000208190;12.8219;14.0581;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0470250;-113.918;38.0072;83.625;-121.632;13.09;0.0;15.0654;197.206;-0.000176426;-3.51299e-05;0.000211556;11.8841;14.9472;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0480250;-113.88;-0.473143;108.014;-107.541;13.09;0.0;15.0654;197.206;-0.000170698;-4.3897e-05;0.000214595;10.9279;15.8132;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0490250;-113.843;-38.9073;121.829;-82.922;13.09;0.0;15.0654;197.206;-0.000164707;-5.25965e-05;0.000217304;9.95494;16.6548;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0500250;-113.805;-73.5329;123.719;-50.1864;13.09;0.0;15.0654;197.206;-0.000158463;-6.12148e-05;0.000219678;8.9666;17.4708;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0510250;-113.767;-100.961;113.499;-12.5383;13.09;0.0;15.0654;197.206;-0.000151974;-6.97388e-05;0.000221712;7.96443;18.2598;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0520250;-113.729;-118.506;92.1685;26.3373;13.09;0.0;15.0654;197.206;-0.000145250;-7.81553e-05;0.000223406;6.94999;19.0207;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0530250;-113.691;-124.451;61.816;62.6347;13.09;0.0;15.0654;197.206;-0.000138303;-8.64512e-05;0.000224754;5.92482;19.7522;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0540250;-113.653;-118.214;25.4125;92.8011;13.09;0.0;15.0654;197.206;-0.000131142;-9.46138e-05;0.000225756;4.89053;20.4533;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0550250;-113.615;-100.405;-13.4785;113.883;13.09;0.0;15.0654;197.206;-0.000123779;-0.000102631;0.000226410;3.84869;21.1228;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0560250;-113.577;-72.7681;-51.0501;123.818;13.09;0.0;15.0654;197.206;-0.000116226;-0.000110489;0.000226715;2.80092;21.7598;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0570250;-113.539;-38.0081;-83.6245;121.633;13.09;0.0;15.0654;197.206;-0.000108493;-0.000118177;0.000226670;1.74882;22.3632;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0580250;-113.501;0.472248;-108.013;107.541;13.09;0.0;15.0654;197.206;-0.000100593;-0.000125683;0.000226276;0.694037;22.9322;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0590250;-113.464;38.9064;-121.829;82.9224;13.09;0.0;15.0654;197.206;-9.25374e-05;-0.000132995;0.000225533;-0.361821;23.4657;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0600250;-113.426;73.532;-123.719;50.1869;13.09;0.0;15.0654;197.206;-8.43395e-05;-0.000140102;0.000224442;-1.41712;23.9631;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0610250;-113.388;100.96;-113.498;12.5387;13.09;0.0;15.0654;197.206;-7.60114e-05;-0.000146993;0.000223005;-2.47024;24.4236;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0620250;-113.35;118.505;-92.1681;-26.3368;13.09;0.0;15.0654;197.206;-6.75662e-05;-0.000153658;0.000221224;-3.51954;24.8464;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0630250;-113.312;124.45;-61.8155;-62.6343;13.09;0.0;15.0654;197.206;-5.90168e-05;-0.000160085;0.000219102;-4.56342;25.2309;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0640250;-113.275;118.213;-25.4121;-92.8007;13.09;0.0;15.0654;197.206;-5.03764e-05;-0.000166266;0.000216642;-5.60026;25.5764;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0650250;-113.237;100.404;13.4789;-113.883;13.09;0.0;15.0654;197.206;-4.16583e-05;-0.000172190;0.000213848;-6.62847;25.8826;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0660250;-113.199;72.7672;51.0505;-123.818;13.09;0.0;15.0654;197.206;-3.2876e-05;-0.000177849;0.000210725;-7.64645;26.1488;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0670250;-113.161;38.0072;83.625;-121.632;13.09;0.0;15.0654;197.205;-2.40430e-05;-0.000183233;0.000207276;-8.65265;26.3747;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0680250;-113.124;-0.473143;108.014;-107.541;13.09;0.0;15.0654;197.205;-1.5173e-05;-0.000188335;0.000203508;-9.6455;26.5599;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0690250;-113.086;-38.9073;121.829;-82.922;13.09;0.0;15.0654;197.205;-6.2795e-06;-0.000193146;0.000199426;-10.6235;26.7042;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0700250;-113.048;-73.5329;123.719;-50.1864;13.09;0.0;15.0654;197.205;2.62364e-06;-0.000197660;0.000195037;-11.5851;26.8073;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0710250;-113.011;-100.961;113.499;-12.5383;13.09;0.0;15.0654;197.205;1.15227e-05;-0.000201869;0.000190346;-12.5288;26.8691;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
0.0720250;-112.973;-118.506;92.1685;26.3373;13.09;0.0;15.0654;197.205;2.04041e-05;-0.000205767;0.000185363;-13.4532;26.8894;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0730250;-112.935;-124.451;61.816;62.6347;13.09;0.0;15.0654;197.205;2.92539e-05;-0.000209347;0.000180093;-14.3569;26.8683;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0740250;-112.898;-118.214;25.4125;92.8011;13.09;0.0;15.0654;197.205;3.80587e-05;-0.000212605;0.000174546;-15.2385;26.8058;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0750250;-112.86;-100.405;-13.4785;113.883;13.09;0.0;15.0654;197.205;4.68048e-05;-0.000215535;0.000168730;-16.0965;26.7019;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0760250;-112.822;-72.7681;-51.0501;123.818;13.09;0.0;15.0654;197.205;5.54787e-05;-0.000218132;0.000162653;-16.9297;26.5568;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0770250;-112.785;-38.0081;-83.6245;121.633;13.09;0.0;15.0654;197.205;6.40671e-05;-0.000220393;0.000156326;-17.7368;26.3708;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0780250;-112.747;0.472248;-108.013;107.541;13.09;0.0;15.0654;197.205;7.25566e-05;-0.000222315;0.000149758;-18.5166;26.1442;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0790250;-112.71;38.9064;-121.829;82.9224;13.09;0.0;15.0654;197.205;8.09343e-05;-0.000223893;0.000142959;-19.2678;25.8772;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0800250;-112.672;73.532;-123.719;50.1869;13.09;0.0;15.0654;197.205;8.91872e-05;-0.000225126;0.000135939;-19.9893;25.5703;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0810250;-112.635;100.96;-113.498;12.5387;13.09;0.0;15.0654;197.205;9.73026e-05;-0.000226012;0.000128710;-20.68;25.224;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0820250;-112.597;118.505;-92.1681;-26.3368;13.09;0.0;15.0654;197.205;0.000105268;-0.000226550;0.000121282;-21.3388;24.8388;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0830250;-112.56;124.45;-61.8155;-62.6343;13.09;0.0;15.0654;197.205;0.000113071;-0.000226738;0.000113667;-21.9647;24.4153;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0840250;-112.522;118.213;-25.4121;-92.8007;13.09;0.0;15.0654;197.205;0.000120700;-0.000226577;0.000105877;-22.5567;23.9542;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0850250;-112.485;100.404;13.4789;-113.883;13.09;0.0;15.0654;197.205;0.000128142;-0.000226066;9.79242e-05;-23.114;23.4561;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0860250;-112.447;72.7672;51.0505;-123.818;13.09;0.0;15.0654;197.205;0.000135387;-0.000225207;8.98199e-05;-23.6356;22.9219;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0870250;-112.41;38.0072;83.625;-121.632;13.09;0.0;15.0654;197.205;0.000142423;-0.000224001;8.15772e-05;-24.1207;22.3523;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0880250;-112.372;-0.473143;108.014;-107.541;13.09;0.0;15.0654;197.205;0.000149240;-0.000222449;7.32087e-05;-24.5687;21.7482;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0890250;-112.335;-38.9073;121.829;-82.922;13.09;0.0;15.0654;197.205;0.000155827;-0.000220554;6.47273e-05;-24.9788;21.1106;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0900250;-112.297;-73.5329;123.719;-50.1864;13.09;0.0;15.0654;197.205;0.000162173;-0.000218319;5.61461e-05;-25.3504;20.4405;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0910250;-112.26;-100.961;113.499;-12.5383;13.09;0.0;15.0654;197.205;0.000168269;-0.000215747;4.74783e-05;-25.6828;19.7388;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0920250;-112.222;-118.506;92.1685;26.3373;13.09;0.0;15.0654;197.205;0.000174106;-0.000212843;3.87374e-05;-25.9757;19.0067;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0930250;-112.185;-124.451;61.816;62.6347;13.09;0.0;15.0654;197.205;0.000179674;-0.000209611;2.99367e-05;-26.2286;18.2453;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0940250;-112.148;-118.214;25.4125;92.8011;13.09;0.0;15.0654;197.205;0.000184965;-0.000206055;2.10898e-05;-26.4409;17.4558;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0950250;-112.11;-100.405;-13.4785;113.883;13.09;0.0;15.0654;197.205;0.000189971;-0.000202182;1.22104e-05;-26.6126;16.6393;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0960250;-112.073;-72.7681;-51.0501;123.818;13.09;0.0;15.0654;197.205;0.000194684;-0.000197996;3.31221e-06;-26.7431;15.7972;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0970250;-112.035;-38.0081;-83.6245;121.633;13.09;0.0;15.0653;197.205;0.000199097;-0.000193506;-5.5911e-06;-26.8325;14.9308;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;
0.0980250;-111.998;0.472248;-108.013;107.541;13.09;0.0;15.0653;197.205;0.000203203;-0.000188717;-1.44858e-05;-26.8805;14.0413;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.0990250;-111.961;38.9064;-121.829;82.9224;13.09;0.0;15.0653;197.205;0.000206996;-0.000183637;-2.33582e-05;-26.887;13.1302;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.100025;-111.923;73.532;-123.719;50.1869;13.09;0.0;15.0653;197.205;0.000210469;-0.000178275;-3.21945e-05;-26.852;12.1988;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.101025;-111.886;100.96;-113.498;12.5387;13.09;0.0;15.0653;197.205;0.000213618;-0.000172637;-4.09812e-05;-26.7757;11.2486;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.102025;-111.849;118.505;-92.1681;-26.3368;13.09;0.0;15.0653;197.205;0.000216437;-0.000166733;-4.97047e-05;-26.6581;10.281;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.103025;-111.812;124.45;-61.8155;-62.6343;13.09;0.0;15.0653;197.205;0.000218923;-0.000160572;-5.83516e-05;-26.4994;9.29766;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.104025;-111.774;118.213;-25.4121;-92.8007;13.09;0.0;15.0653;197.205;0.000221071;-0.000154163;-6.69085e-05;-26.2998;8.29993;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.105025;-111.737;100.404;13.4789;-113.883;13.09;0.0;15.0653;197.205;0.000222879;-0.000147516;-7.53622e-05;-26.0596;7.28941;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
0.106025;-111.7;72.7672;51.0505;-123.818;13.09;0.0;15.0653;197.205;0.000224342;-0.000140643;-8.36997e-05;-25.7793;6.26765;94.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;
