Time;U_ab_for_pll;U_bc_for_pll;control_angle_dc1_motor;control_angle_common_motor;control_angle;control_angle_limited;control_angle_filtered;I_dc_pu;I_dc_ref;I_dc_ref_limited;voltage_magnitude_grid;absolute_speed;pulse_block_causes;pulse_mode;R+;R+_motor;I_a_pu;I_c_pu;
2.5e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00871488;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;
0.000762500;0.152444;-0.932212;2.56912;2.56912;1.5746;2.61989;0.00540919;0.000781621;0.0;0.0;1.00010;0.0;1.0;0.0;0.0;0.0;0.00103305;-0.000762069;
0.00150000;0.378979;-0.991036;2.56912;2.56912;1.57485;2.6196;0.0306875;0.000818662;0.0;0.0;1.00012;0.0;0.0;0.0;0.0;0.0;0.000733745;-0.000255877;
0.00223750;0.584572;-0.995067;2.56912;2.56912;1.57489;2.61976;0.0743269;0.000812063;0.0;0.0;1.00013;0.0;0.0;0.0;0.0;0.0;0.000743426;-0.000412203;
0.00297500;0.757862;-0.94411;2.56913;2.56913;1.5747;2.6198;0.133675;0.000762064;0.0;0.0;1.00013;7.17844e-06;0.0;0.0;0.0;0.0;0.000711970;-0.000545655;
0.00371249;0.889271;-0.840981;2.56913;2.56913;1.57441;2.6198;0.206278;0.000745492;0.0;0.0;1.00013;5.1412e-05;0.0;0.0;0.0;0.0;0.000641171;-0.000648952;
0.00445000;0.971539;-0.69138;2.56914;2.56914;1.57476;2.61981;0.289879;0.000804743;0.0;0.0;1.00013;0.000135118;0.0;0.0;0.0;0.0;0.000534940;-0.000716391;
0.00518752;1.00012;-0.503573;2.56915;2.56915;1.5749;2.6198;0.38241;0.000820987;0.0;0.0;1.00013;0.000256956;0.0;0.0;0.0;0.0;0.000399149;-0.000744241;
0.00592503;0.973433;-0.287938;2.56916;2.56916;1.57481;2.61979;0.481989;0.000793357;0.0;0.0;1.00013;0.000415610;0.0;0.0;0.0;0.0;0.000241301;-0.000730962;
0.00666254;0.892954;-0.0563913;2.56917;2.56917;1.5745;2.61979;0.586908;0.000723328;0.0;0.0;1.00013;0.000609789;0.0;0.0;0.0;0.0;7.01185e-05;-0.000677291;
0.00740005;0.76313;0.178271;2.56919;2.56919;1.57463;2.6198;0.695628;0.000779166;0.0;0.0;1.00013;0.000838222;0.0;0.0;0.0;0.0;-7.59054e-05;-0.000603787;
0.00813757;0.622352;0.366837;2.56921;2.56921;1.57484;2.61981;0.788133;0.000818020;0.0;0.0;1.00013;0.00105385;0.0;0.0;0.0;0.0;-0.000246795;-0.000485265;
0.00887508;0.422391;0.573906;2.56923;2.56923;1.57489;2.61979;0.900352;0.000813158;0.0;0.0;1.00013;0.00134186;0.0;0.0;0.0;0.0;-0.000404046;-0.000339927;
0.00961259;0.199089;0.74926;2.56926;2.56926;1.57472;2.61979;1.01286;0.000764839;0.0;0.0;1.00013;0.00166066;0.0;0.0;0.0;0.0;-0.000538971;-0.000175805;
0.0103501;-0.0352151;0.88321;2.56929;2.56929;1.57438;2.61979;1.12467;0.000742302;0.0;0.0;1.00013;0.00200905;0.0;0.0;0.0;0.0;-0.000644111;-1.96785e-06;
0.0110876;-0.267574;0.968354;2.56932;2.56932;1.57475;2.61981;1.23496;0.000803203;0.0;0.0;1.00013;0.00238589;0.0;0.0;0.0;0.0;-0.000713658;0.000171978;
0.0118251;-0.485146;0.999986;2.56935;2.56935;1.5749;2.6198;1.34299;0.000821180;0.0;0.0;1.00013;0.00279003;0.0;0.0;0.0;0.0;-0.000743767;0.000336420;
0.0125626;-0.675909;0.976359;2.56939;2.56939;1.57482;2.61979;1.44814;0.000795272;0.0;0.0;1.00013;0.00322036;0.0;0.0;0.0;0.0;-0.000732777;0.000482272;
0.0133002;-0.829322;0.898779;2.56942;2.56942;1.57452;2.61979;1.54991;0.000726863;0.0;0.0;1.00013;0.00367578;0.0;0.0;0.0;0.0;-0.000681292;0.000601474;
0.0140377;-0.936907;0.771532;2.56946;2.56946;1.57461;2.6198;1.64787;0.000776752;0.0;0.0;1.00013;0.00415523;0.0;0.0;0.0;0.0;-0.000592160;0.000687437;
0.0147752;-0.992718;0.601650;2.5695;2.5695;1.57486;2.61981;1.74167;0.000817307;0.0;0.0;1.00013;0.00465765;0.0;0.0;0.0;0.0;-0.000492621;0.000730194;
0.0155127;-0.997362;0.434227;2.56954;2.56954;1.5749;2.61979;1.81648;0.000814185;0.0;0.0;1.00013;0.00509313;0.0;0.0;0.0;0.0;-0.000348574;0.000744394;
0.0162502;-0.952431;0.211907;2.56958;2.56958;1.57473;2.61979;1.90204;0.000767551;0.0;0.0;1.00013;0.00563499;0.0;0.0;0.0;0.0;-0.000185265;0.000717459;
0.0169877;-0.854868;-0.0221235;2.56963;2.56963;1.57436;2.61979;1.98289;0.000739049;0.0;0.0;1.00013;0.00619697;0.0;0.0;0.0;0.0;-1.1718e-05;0.000650876;
0.0177252;-0.710066;-0.254931;2.56968;2.56968;1.57474;2.61981;2.05893;0.000801596;0.0;0.0;1.00013;0.00677809;0.0;0.0;0.0;0.0;0.000162476;0.000548326;
0.0184627;-0.526025;-0.473651;2.56973;2.56973;1.5749;2.6198;2.13014;0.000821304;0.0;0.0;1.00013;0.00737741;0.0;0.0;0.0;0.0;0.000327692;0.000415475;
0.0192003;-0.312916;-0.666197;2.56978;2.56978;1.57483;2.61979;2.19652;0.000797120;0.0;0.0;1.00013;0.00799401;0.0;0.0;0.0;0.0;0.000474800;0.000259666;
0.0199378;-0.0825161;-0.821928;2.56983;2.56983;1.57455;2.61979;2.25813;0.000730337;0.0;0.0;1.00013;0.00862701;0.0;0.0;0.0;0.0;0.000595670;8.95069e-05;
0.0206753;0.152444;-0.93224;2.56988;2.56988;1.57459;2.6198;2.31505;0.000774273;0.0;0.0;1.00013;0.00927549;0.0;0.0;0.0;0.0;0.000683623;-8.55984e-05;
0.0214128;0.378979;-0.991036;2.56993;2.56993;1.57485;2.61981;2.36739;0.000816526;0.0;0.0;1.00013;0.00993861;0.0;0.0;0.0;0.0;0.000733800;-0.000255974;
0.0221503;0.584572;-0.995067;2.56999;2.56999;1.57489;2.61979;2.41528;0.000815143;0.0;0.0;1.00013;0.0106155;0.0;0.0;0.0;0.0;0.000744688;-0.000387527;
0.0228878;0.731656;-0.956339;2.57004;2.57004;1.57475;2.61979;2.45191;0.000770198;0.0;0.0;1.00013;0.0111896;0.0;0.0;0.0;0.0;0.000720020;-0.000525327;
0.0236253;0.870618;-0.861584;2.57009;2.57009;1.57438;2.61979;2.49208;0.000735734;0.0;0.0;1.00013;0.0118897;0.0;0.0;0.0;0.0;0.000655562;-0.000634095;
0.0243628;0.961469;-0.719219;2.57015;2.57015;1.57472;2.61981;2.52829;0.000799921;0.0;0.0;1.00013;0.0126013;0.0;0.0;0.0;0.0;0.000554879;-0.000707827;
0.0251004;0.999189;-0.537109;2.57021;2.57021;1.57489;2.6198;2.56073;0.000821359;0.0;0.0;1.00013;0.0133236;0.0;0.0;0.0;0.0;0.000423533;-0.000742441;
0.0258379;0.981694;-0.325318;2.58135;2.58135;1.57484;2.61979;2.58961;0.000798902;0.0;0.0;1.00013;0.150061;0.0;0.0;0.0;0.0;0.000268783;-0.000736028;
0.0265754;0.909950;-0.0955503;2.58135;2.58135;1.57457;2.61979;2.61512;0.000733750;0.0;0.0;1.00013;0.150059;0.0;0.0;0.0;0.0;9.91788e-05;-0.000688943;
0.0273129;0.787921;0.139498;2.58135;2.58135;1.57457;2.6198;2.63748;0.000771729;0.0;0.0;1.00013;0.150058;0.0;0.0;0.0;0.0;-7.59054e-05;-0.000603787;
0.0280504;0.622352;0.366837;2.58135;2.58135;1.57484;2.61981;2.65689;0.000815676;0.0;0.0;1.00013;0.150056;0.0;0.0;0.0;0.0;-0.000246795;-0.000485265;
0.0287879;0.422391;0.573906;2.58135;2.58135;1.57489;2.61979;2.67356;0.000816033;0.0;0.0;1.00013;0.150055;0.0;0.0;0.0;0.0;-0.000404046;-0.000339927;
0.0295254;0.199089;0.74926;2.58135;2.58135;1.57472;2.61979;2.68769;0.000772780;0.0;0.0;1.00013;0.150054;0.0;0.0;0.0;0.0;-0.000518369;-0.000204088;
0.0302629;0.00405265;0.864106;2.58135;2.58135;1.5744;2.61979;2.69767;0.000732357;0.0;0.0;1.00013;0.150053;0.0;0.0;0.0;0.0;-0.000628926;-3.12106e-05;
0.0310005;-0.229534;0.957788;2.58135;2.58135;1.5747;2.61981;2.70767;0.000798179;0.0;0.0;1.00013;0.150052;0.0;0.0;0.0;0.0;-0.000704728;0.000143391;
0.0317379;-0.450436;0.998542;2.58135;2.58135;1.57489;2.6198;2.71567;0.000821345;0.0;0.0;1.00013;0.150050;0.0;0.0;0.0;0.0;-0.000741587;0.000310069;
0.0324753;-0.646447;0.984117;2.58135;2.58135;1.57485;2.61979;2.72187;0.000800616;0.0;0.0;1.00013;0.150049;0.0;0.0;0.0;0.0;-0.000737465;0.000459612;
0.0332127;-0.806736;0.91531;2.58135;2.58135;1.57459;2.61979;2.72644;0.000737101;0.0;0.0;1.00013;0.150048;0.0;0.0;0.0;0.0;-0.000692591;0.000583759;
0.0339501;-0.922445;0.795922;2.58135;2.58135;1.57455;2.6198;2.72954;0.000769120;0.0;0.0;1.00013;0.150047;0.0;0.0;0.0;0.0;-0.000609444;0.000675645;
0.0346875;-0.987179;0.632552;2.58135;2.58135;1.57484;2.61981;2.73133;0.000814758;0.0;0.0;1.00013;0.150045;0.0;0.0;0.0;0.0;-0.000492621;0.000730194;
0.0354249;-0.997362;0.434227;2.58135;2.58135;1.5749;2.61979;2.73196;0.000816855;0.0;0.0;1.00013;0.150044;0.0;0.0;0.0;0.0;-0.000348574;0.000744394;
0.0361623;-0.952431;0.211907;2.58135;2.58135;1.57473;2.61979;2.73157;0.000775298;0.0;0.0;1.00013;0.150043;0.0;0.0;0.0;0.0;-0.000185265;0.000717459;
0.0368997;-0.854868;-0.0221235;2.58135;2.58135;1.57436;2.61979;2.73028;0.000728919;0.0;0.0;1.00013;0.150042;0.0;0.0;0.0;0.0;-4.09498e-05;0.000664596;
0.0376371;-0.73717;-0.216767;2.58135;2.58135;1.57469;2.6198;2.72862;0.000796370;0.0;0.0;1.00013;0.150041;0.0;0.0;0.0;0.0;0.000133811;0.000567698;
0.0383745;-0.559015;-0.438703;2.58135;2.58135;1.57489;2.6198;2.72602;0.000821261;0.0;0.0;1.00013;0.150040;0.0;0.0;0.0;0.0;0.000301177;0.000439428;
0.0391119;-0.349969;-0.636397;2.58135;2.58135;1.57486;2.61979;2.72284;0.000802263;0.0;0.0;1.00013;0.150038;0.0;0.0;0.0;0.0;0.000451901;0.000286876;
0.0398493;-0.121584;-0.798924;2.58135;2.58135;1.57461;2.61979;2.7192;0.000740391;0.0;0.0;1.00013;0.150037;0.0;0.0;0.0;0.0;0.000577650;0.000118470;
0.0405867;0.11352;-0.917301;2.58134;2.58134;1.57453;2.6198;2.71517;0.000766446;0.0;0.0;1.00013;0.150036;0.0;0.0;0.0;0.0;0.000671482;-5.64817e-05;
0.0413241;0.342351;-0.984989;2.58134;2.58134;1.57483;2.61981;2.71085;0.000813772;0.0;0.0;1.00013;0.150035;0.0;0.0;0.0;0.0;0.000728205;-0.000228313;
0.0420615;0.552262;-0.998245;2.58134;2.58134;1.5749;2.6198;2.70629;0.000817608;0.0;0.0;1.00013;0.150034;0.0;0.0;0.0;0.0;0.000744688;-0.000387527;
0.0427989;0.731656;-0.956339;2.58134;2.58134;1.57475;2.61979;2.70158;0.000777750;0.0;0.0;1.00013;0.150033;0.0;0.0;0.0;0.0;0.000720020;-0.000525327;
0.0435363;0.870618;-0.861584;2.58134;2.58134;1.57438;2.61979;2.69676;0.000725420;0.0;0.0;1.00013;0.150032;0.0;0.0;0.0;0.0;0.000655562;-0.000634095;
0.0442737;0.961469;-0.719219;2.58134;2.58134;1.57472;2.61981;2.6919;0.000794494;0.0;0.0;1.00013;0.150031;0.0;0.0;0.0;0.0;0.000573963;-0.000698171;
0.0450111;0.996718;-0.569817;2.58134;2.58134;1.57488;2.6198;2.68784;0.000821109;0.0;0.0;1.00013;0.150030;0.0;0.0;0.0;0.0;0.000447264;-0.000739497;
0.0457485;0.988441;-0.362197;2.58134;2.58134;1.57487;2.61979;2.683;0.000803843;0.0;0.0;1.00013;0.150029;0.0;0.0;0.0;0.0;0.000295850;-0.000739960;
0.0464859;0.925542;-0.134562;2.58134;2.58134;1.57463;2.61979;2.67822;0.000743618;0.0;0.0;1.00013;0.150028;0.0;0.0;0.0;0.0;0.000128086;-0.000699532;
0.0472233;0.811497;0.100509;2.58134;2.58134;1.57451;2.6198;2.67355;0.000763708;0.0;0.0;1.00013;0.150027;0.0;0.0;0.0;0.0;-4.67547e-05;-0.000620449;
0.0479607;0.652609;0.330026;2.58134;2.58134;1.57481;2.61981;2.669;0.000812717;0.0;0.0;1.00013;0.150026;0.0;0.0;0.0;0.0;-0.000219012;-0.000507078;
0.0486981;0.457657;0.541306;2.58134;2.58134;1.5749;2.6198;2.6646;0.000818292;0.0;0.0;1.00013;0.150025;0.0;0.0;0.0;0.0;-0.000379167;-0.000365687;
0.0494356;0.237415;0.722673;2.58134;2.58134;1.57476;2.61979;2.66037;0.000780137;0.0;0.0;1.00013;0.150024;0.0;0.0;0.0;0.0;-0.000518369;-0.000204088;
0.0501730;0.00405265;0.864106;2.58134;2.58134;1.5744;2.61979;2.65631;0.000721860;0.0;0.0;1.00013;0.150023;0.0;0.0;0.0;0.0;-0.000628926;-3.12106e-05;
0.0509104;-0.229534;0.957788;2.58134;2.58134;1.5747;2.61981;2.65245;0.000792552;0.0;0.0;1.00013;0.150022;0.0;0.0;0.0;0.0;-0.000704728;0.000143391;
0.0516478;-0.450436;0.998542;2.58134;2.58134;1.57489;2.6198;2.64879;0.000820888;0.0;0.0;1.00013;0.150021;0.0;0.0;0.0;0.0;-0.000738262;0.000283240;
0.0523852;-0.615988;0.990357;2.58134;2.58134;1.57487;2.61979;2.6459;0.000805356;0.0;0.0;1.00013;0.150021;0.0;0.0;0.0;0.0;-0.000741016;0.000436244;
0.0531226;-0.782906;0.930429;2.58134;2.58134;1.57465;2.61979;2.64261;0.000746783;0.0;0.0;1.00013;0.150020;0.0;0.0;0.0;0.0;-0.000702822;0.000565142;
0.05386;-0.906560;0.819085;2.58134;2.58134;1.57448;2.6198;2.63954;0.000760906;0.0;0.0;1.00013;0.150019;0.0;0.0;0.0;0.0;-0.000625790;0.000662810;
0.0545974;-0.980118;0.662478;2.58134;2.58134;1.5748;2.61981;2.63668;0.000811594;0.0;0.0;1.00013;0.150018;0.0;0.0;0.0;0.0;-0.000514177;0.000723852;
0.0553348;-0.999515;0.469263;2.58134;2.58134;1.5749;2.6198;2.63402;0.000818908;0.0;0.0;1.00013;0.150017;0.0;0.0;0.0;0.0;-0.000374150;0.000744892;
0.0560722;-0.963678;0.250117;2.58134;2.58134;1.57478;2.61979;2.63156;0.000782459;0.0;0.0;1.00013;0.150016;0.0;0.0;0.0;0.0;-0.000213447;0.000724769;
0.0568096;-0.874589;0.0171489;2.58134;2.58134;1.57443;2.61979;2.62931;0.000718239;0.0;0.0;1.00013;0.150015;0.0;0.0;0.0;0.0;-4.09498e-05;0.000664596;
0.057547;-0.73717;-0.216767;2.58134;2.58134;1.57469;2.6198;2.62724;0.000790542;0.0;0.0;1.00013;0.150015;0.0;0.0;0.0;0.0;0.000133811;0.000567698;
0.0582844;-0.559015;-0.438703;2.58134;2.58134;1.57489;2.6198;2.62536;0.000820599;0.0;0.0;1.00013;0.150014;0.0;0.0;0.0;0.0;0.000301177;0.000439428;
0.0590218;-0.349969;-0.636397;2.58134;2.58134;1.57486;2.61979;2.62366;0.000806800;0.0;0.0;1.00013;0.150013;0.0;0.0;0.0;0.0;0.000428304;0.000313643;
0.0597592;-0.160464;-0.774687;2.58134;2.58134;1.57467;2.61979;2.62237;0.000749885;0.0;0.0;1.00013;0.150012;0.0;0.0;0.0;0.0;0.000558741;0.000147251;
0.0604966;0.0744214;-0.900948;2.58134;2.58134;1.57446;2.6198;2.62098;0.000758040;0.0;0.0;1.00013;0.150012;0.0;0.0;0.0;0.0;0.000658303;-2.7278e-05;
0.061234;0.305194;-0.977423;2.58134;2.58134;1.57479;2.61981;2.61974;0.000810402;0.0;0.0;1.00013;0.150011;0.0;0.0;0.0;0.0;0.000721487;-0.000200300;
0.0619714;0.519101;-0.999885;2.58134;2.58134;1.5749;2.6198;2.61864;0.000819455;0.0;0.0;1.00013;0.150010;0.0;0.0;0.0;0.0;0.000744802;-0.000362253;
0.0627089;0.704322;-0.967093;2.58134;2.58134;1.57479;2.61979;2.61768;0.000784715;0.0;0.0;1.00013;0.150009;0.0;0.0;0.0;0.0;0.000726959;-0.000504188;
0.0634465;0.850622;-0.880859;2.58134;2.58134;1.57445;2.61979;2.61685;0.000714557;0.0;0.0;1.00013;0.150009;0.0;0.0;0.0;0.0;0.000668943;-0.000618261;
0.0641841;0.949917;-0.745949;2.58134;2.58134;1.57467;2.6198;2.61613;0.000788467;0.0;0.0;1.00013;0.150008;0.0;0.0;0.0;0.0;0.000573963;-0.000698171;
0.0649217;0.996718;-0.569817;2.58134;2.58134;1.57488;2.6198;2.61553;0.000820240;0.0;0.0;1.00013;0.150007;0.0;0.0;0.0;0.0;0.000447264;-0.000739497;
0.0656594;0.988441;-0.362197;2.58134;2.58134;1.57487;2.61979;2.61502;0.000808177;0.0;0.0;1.00013;0.150007;0.0;0.0;0.0;0.0;0.000295850;-0.000739960;
0.066397;0.925542;-0.134562;2.58134;2.58134;1.57463;2.61979;2.6146;0.000752924;0.0;0.0;1.00013;0.150006;0.0;0.0;0.0;0.0;0.000156796;-0.000709042;
0.0671346;0.833822;0.0613654;2.58134;2.58134;1.57443;2.61979;2.61432;0.000755111;0.0;0.0;1.00013;0.150005;0.0;0.0;0.0;0.0;-1.75318e-05;-0.000636153;
0.0678722;0.681859;0.292706;2.58134;2.58134;1.57478;2.61981;2.61405;0.000809143;0.0;0.0;1.00013;0.150005;0.0;0.0;0.0;0.0;-0.000190891;-0.000528109;
0.0686098;0.492217;0.507872;2.58134;2.58134;1.5749;2.6198;2.61385;0.000819933;0.0;0.0;1.00013;0.150004;0.0;0.0;0.0;0.0;-0.000353702;-0.000390883;
0.0693475;0.275374;0.694973;2.58134;2.58134;1.5748;2.61979;2.61372;0.000786905;0.0;0.0;1.00013;0.150003;0.0;0.0;0.0;0.0;-0.000496967;-0.000232056;
0.0700851;0.0433142;0.843669;2.58134;2.58134;1.57448;2.61979;2.61364;0.000711823;0.0;0.0;1.00013;0.150003;0.0;0.0;0.0;0.0;-0.000612770;-6.04053e-05;
0.0708227;-0.19114;0.945745;2.58134;2.58134;1.57465;2.6198;2.61362;0.000786325;0.0;0.0;1.00013;0.150002;0.0;0.0;0.0;0.0;-0.000694711;0.000114583;
0.0715603;-0.415031;0.995558;2.58134;2.58134;1.57488;2.6198;2.61364;0.000819812;0.0;0.0;1.00013;0.150002;0.0;0.0;0.0;0.0;-0.000738262;0.000283240;
0.072298;-0.615988;0.990357;2.58134;2.58134;1.57487;2.61979;2.6137;0.000809486;0.0;0.0;1.00013;0.150001;0.0;0.0;0.0;0.0;-0.000741016;0.000436244;
0.0730356;-0.782906;0.930429;2.58134;2.58134;1.57465;2.61979;2.61379;0.000755900;0.0;0.0;1.00013;0.150001;0.0;0.0;0.0;0.0;-0.000702822;0.000565142;
0.0737732;-0.906560;0.819085;2.58134;2.58134;1.57448;2.6198;2.6139;0.000752118;0.0;0.0;1.00013;0.15;0.0;0.0;0.0;0.0;-0.000641171;0.000648953;
0.0745108;-0.971546;0.691383;2.58134;2.58134;1.57476;2.61981;2.61402;0.000807816;0.0;0.0;1.00013;0.15;0.0;0.0;0.0;0.0;-0.000534940;0.000716392;
0.0752484;-1.00013;0.503576;2.58134;2.58134;1.5749;2.6198;2.61418;0.000820342;0.0;0.0;1.00013;0.149999;0.0;0.0;0.0;0.0;-0.000399149;0.000744240;
0.0759861;-0.97344;0.287941;2.58134;2.58134;1.57481;2.61979;2.61436;0.000789029;0.0;0.0;1.00013;0.149999;0.0;0.0;0.0;0.0;-0.000241301;0.000730962;
0.0767237;-0.892961;0.0563949;2.58134;2.58134;1.5745;2.61979;2.61454;0.000715548;0.0;0.0;1.00013;0.149998;0.0;0.0;0.0;0.0;-7.01185e-05;0.000677291;
0.0774613;-0.763138;-0.178268;2.58134;2.58134;1.57463;2.6198;2.61474;0.000784118;0.0;0.0;1.00013;0.149998;0.0;0.0;0.0;0.0;0.000104939;0.000586194;
0.0781989;-0.591143;-0.403079;2.58134;2.58134;1.57487;2.61981;2.61495;0.000819315;0.0;0.0;1.00013;0.149997;0.0;0.0;0.0;0.0;0.000274197;0.000462703;
0.0789366;-0.386482;-0.605617;2.58134;2.58134;1.57488;2.61979;2.61516;0.000810728;0.0;0.0;1.00013;0.149997;0.0;0.0;0.0;0.0;0.000428304;0.000313643;
0.0796742;-0.160464;-0.774687;2.58134;2.58134;1.57467;2.61979;2.61537;0.000758813;0.0;0.0;1.00013;0.149996;0.0;0.0;0.0;0.0;0.000558741;0.000147251;
0.0804118;0.0744214;-0.900948;2.58134;2.58134;1.57446;2.6198;2.61559;0.000749062;0.0;0.0;1.00013;0.149996;0.0;0.0;0.0;0.0;0.000658303;-2.7278e-05;
0.0811494;0.305194;-0.977423;2.58134;2.58134;1.57479;2.61981;2.6158;0.000806420;0.0;0.0;1.00013;0.149995;0.0;0.0;0.0;0.0;0.000713658;-0.000171978;
0.081887;0.485139;-0.999983;2.58134;2.58134;1.5749;2.6198;2.61597;0.000820683;0.0;0.0;1.00013;0.149995;0.0;0.0;0.0;0.0;0.000743767;-0.000336420;
0.0826247;0.675902;-0.976356;2.58134;2.58134;1.57482;2.61979;2.61618;0.000791086;0.0;0.0;1.00013;0.149995;0.0;0.0;0.0;0.0;0.000732777;-0.000482272;
0.0833623;0.829315;-0.898775;2.58134;2.58134;1.57452;2.61979;2.61637;0.000719213;0.0;0.0;1.00013;0.149994;0.0;0.0;0.0;0.0;0.000681292;-0.000601474;
0.0840999;0.936899;-0.771528;2.58134;2.58134;1.57461;2.6198;2.61657;0.000781844;0.0;0.0;1.00013;0.149994;0.0;0.0;0.0;0.0;0.000592160;-0.000687437;
0.0848375;0.99271;-0.601647;2.58134;2.58134;1.57486;2.61981;2.61675;0.000818750;0.0;0.0;1.00013;0.149993;0.0;0.0;0.0;0.0;0.000470305;-0.000735412;
0.0855752;0.993664;-0.398518;2.58134;2.58134;1.57489;2.61979;2.61693;0.000811901;0.0;0.0;1.00013;0.149993;0.0;0.0;0.0;0.0;0.000322460;-0.000742749;
0.0863128;0.939707;-0.173366;2.58134;2.58134;1.57468;2.61979;2.6171;0.000761662;0.0;0.0;1.00013;0.149993;0.0;0.0;0.0;0.0;0.000156796;-0.000709042;
0.0870504;0.833822;0.0613654;2.58134;2.58134;1.57443;2.61979;2.61726;0.000745943;0.0;0.0;1.00013;0.149992;0.0;0.0;0.0;0.0;-1.75318e-05;-0.000636153;
0.087788;0.681859;0.292706;2.58134;2.58134;1.57478;2.61981;2.6174;0.000804958;0.0;0.0;1.00013;0.149992;0.0;0.0;0.0;0.0;-0.000190891;-0.000528109;
0.0885256;0.492217;0.507872;2.58134;2.58134;1.5749;2.6198;2.61754;0.000820954;0.0;0.0;1.00013;0.149992;0.0;0.0;0.0;0.0;-0.000327692;-0.000415475;
0.0892633;0.312909;0.6662;2.58134;2.58134;1.57483;2.61979;2.61765;0.000793078;0.0;0.0;1.00013;0.149991;0.0;0.0;0.0;0.0;-0.000474800;-0.000259666;
0.0900009;0.0825089;0.821932;2.58134;2.58134;1.57455;2.61979;2.61777;0.000722818;0.0;0.0;1.00013;0.149991;0.0;0.0;0.0;0.0;-0.000595670;-8.95069e-05;
0.0907385;-0.152451;0.932244;2.58134;2.58134;1.57459;2.6198;2.61788;0.000779505;0.0;0.0;1.00013;0.149991;0.0;0.0;0.0;0.0;-0.000683623;8.55984e-05;
0.0914761;-0.378987;0.991039;2.58134;2.58134;1.57485;2.61981;2.61799;0.000818116;0.0;0.0;1.00013;0.149991;0.0;0.0;0.0;0.0;-0.000733800;0.000255974;
0.0922138;-0.58458;0.995070;2.58134;2.58134;1.57489;2.61979;2.61808;0.000813006;0.0;0.0;1.00013;0.14999;0.0;0.0;0.0;0.0;-0.000743426;0.000412204;
0.0929514;-0.757869;0.944113;2.58134;2.58134;1.5747;2.61979;2.61817;0.000764447;0.0;0.0;1.00013;0.14999;0.0;0.0;0.0;0.0;-0.000711970;0.000545655;
0.093689;-0.889278;0.840985;2.58134;2.58134;1.57441;2.61979;2.61824;0.000742761;0.0;0.0;1.00013;0.14999;0.0;0.0;0.0;0.0;-0.000641171;0.000648953;
0.0944266;-0.971546;0.691383;2.58134;2.58134;1.57476;2.61981;2.61831;0.000803427;0.0;0.0;1.00013;0.14999;0.0;0.0;0.0;0.0;-0.000534940;0.000716392;
0.0951642;-1.00013;0.503576;2.58134;2.58134;1.5749;2.6198;2.61838;0.000821157;0.0;0.0;1.00013;0.14999;0.0;0.0;0.0;0.0;-0.000399149;0.000744240;
0.0959019;-0.97344;0.287941;2.58134;2.58134;1.57481;2.61979;2.61844;0.000795002;0.0;0.0;1.00013;0.149989;0.0;0.0;0.0;0.0;-0.000268783;0.000736028;
0.0966395;-0.909957;0.0955539;2.58134;2.58134;1.57457;2.61979;2.61848;0.000726362;0.0;0.0;1.00013;0.149989;0.0;0.0;0.0;0.0;-9.91788e-05;0.000688943;
0.0973771;-0.787928;-0.139494;2.58134;2.58134;1.57457;2.6198;2.61853;0.000777101;0.0;0.0;1.00013;0.149989;0.0;0.0;0.0;0.0;7.59054e-05;0.000603787;
0.0981147;-0.622359;-0.366834;2.58134;2.58134;1.57484;2.61981;2.61857;0.000817413;0.0;0.0;1.00013;0.149989;0.0;0.0;0.0;0.0;0.000246795;0.000485265;
0.0988524;-0.422399;-0.573902;2.58134;2.58134;1.57489;2.61979;2.6186;0.000814042;0.0;0.0;1.00013;0.149989;0.0;0.0;0.0;0.0;0.000404046;0.000339927;
0.09959;-0.199096;-0.749256;2.58134;2.58134;1.57472;2.61979;2.61863;0.000767167;0.0;0.0;1.00013;0.149988;0.0;0.0;0.0;0.0;0.000538971;0.000175805;
0.100328;0.0352079;-0.883206;2.58135;2.58135;1.53688;1.53688;2.61859;0.000739517;1.0;0.00750000;1.00013;0.150103;0.0;0.0;0.0;0.0;0.000644111;1.96785e-06;
0.101065;0.264388;-0.96835;2.58158;2.58158;1.48387;1.48387;2.61319;0.000813342;1.0;0.03;1.00111;0.152923;0.0;0.0;0.0;0.0;-0.000170353;0.000270026;
0.101803;0.523362;-0.956514;2.58185;2.58185;1.55342;1.55342;2.59913;0.0668624;1.0;0.0525;0.998687;0.156289;0.0;0.0;0.0;0.0;-0.0350378;0.0368484;
0.102540;0.697801;-0.954565;2.58213;2.58213;1.71050;1.71050;2.5782;0.131422;1.0;0.075;0.990505;0.159635;0.0;0.0;0.0;0.0;-0.106073;0.106446;
0.103278;0.83467;-0.893534;2.5824;2.5824;1.74328;1.74328;2.55259;0.156223;1.0;0.0975;0.993025;0.162954;0.0;0.0;0.0;0.0;-0.136398;0.136561;
0.104016;0.91369;-0.804780;2.58262;2.58262;1.67266;1.67266;2.52846;0.140106;1.0;0.11625;0.995443;0.165699;0.0;0.0;0.0;0.0;-0.137589;0.13749;
0.104753;0.961933;-0.657897;2.58289;2.58289;1.47297;1.47297;2.49614;0.0920025;1.0;0.13875;0.993020;0.168967;0.0;0.0;0.0;0.0;-0.100457;0.100100;
