Time;U_ab_for_pll;U_bc_for_pll;control_angle_dc1_motor;control_angle_common_motor;control_angle;control_angle_limited;control_angle_filtered;I_dc_pu;I_dc_ref;I_dc_ref_limited;voltage_magnitude_grid;absolute_speed;pulse_block_causes;pulse_mode;R+;R+_motor;I_a_pu;I_c_pu;
0.254485;-0.953379;0.709662;2.38426;2.38426;1.58569;1.58569;1.59523;0.977203;1.0;1.0;0.99311;0.318737;0.0;0.0;1.0;0.0;0.903606;-0.903334;
0.255222;-6.95589e-08;-0.00169299;2.39295;2.39295;1.47145;1.47145;1.59549;0.95849;1.0;1.0;0.991874;0.318557;0.0;0.0;0.0;0.0;0.451234;-0.870382;
0.255959;-0.951281;0.243148;2.40733;2.40733;1.59079;1.59079;1.59491;1.01239;1.0;1.0;0.981585;0.318375;0.0;0.0;0.0;0.0;0.00140748;-0.904515;
0.256696;-0.886963;0.0442844;2.39925;2.39925;1.68865;1.68865;1.59435;1.0319;1.0;1.0;0.988045;0.31819;0.0;0.0;0.0;0.0;-0.000105480;-0.934396;
0.257432;-0.774040;-0.156576;2.38369;2.38369;1.66174;1.66174;1.59455;1.01051;1.0;1.0;0.992735;0.318004;0.0;0.0;0.0;0.0;0.000157415;-0.925525;
0.258169;-0.618316;-0.348841;2.38411;2.38411;1.49279;1.49279;1.59516;0.965055;1.0;1.0;0.991236;0.317816;0.0;0.0;0.0;0.0;0.000370214;-0.888996;
0.258906;-0.0287999;-0.253829;2.3976;2.3976;1.50966;1.50966;1.59517;0.980860;1.0;1.0;0.851321;0.317657;0.0;0.0;0.0;0.0;-0.797171;-0.0734478;
0.259643;-0.166457;-0.765627;2.40703;2.40703;1.63041;1.63041;1.5946;1.02294;1.0;1.0;0.984516;0.317466;0.0;0.0;0.0;0.0;-0.917661;0.000397976;
0.260379;0.0341278;-0.882724;2.39388;2.39388;1.68068;1.68068;1.59433;1.0228;1.0;1.0;0.990859;0.317273;0.0;0.0;0.0;0.0;-0.931973;2.96053e-06;
0.261116;0.232952;-0.951099;2.38314;2.38314;1.59851;1.59851;1.5947;0.981948;1.0;1.0;0.993011;0.317078;0.0;0.0;0.0;0.0;-0.907885;-0.000257979;
0.261853;-0.00860731;-3.03969e-08;2.39090;2.39090;1.48379;1.48379;1.59498;0.963205;1.0;1.0;0.991978;0.316882;0.0;0.0;0.0;0.0;-0.874362;0.379014;
0.262589;0.699738;-0.952882;2.40549;2.40549;1.60089;1.60089;1.59448;1.01681;1.0;1.0;0.978508;0.316684;0.0;0.0;0.0;0.0;-0.907121;0.905434;
0.263326;0.836378;-0.891827;2.39794;2.39794;1.70788;1.70788;1.59409;1.03793;1.0;1.0;0.986065;0.316486;0.0;0.0;0.0;0.0;-0.939212;0.939332;
0.264063;0.927053;-0.781489;2.38157;2.38157;1.69108;1.69108;1.5946;1.01814;1.0;1.0;0.991725;0.316286;0.0;0.0;0.0;0.0;-0.932475;0.932333;
0.2648;0.966529;-0.627936;2.38094;2.38094;1.53292;1.53292;1.59573;0.973219;1.0;1.0;0.990968;0.316085;0.0;0.0;0.0;0.0;-0.887307;0.887292;
0.265536;1.16014;-0.434275;2.3968;2.3968;1.60607;1.60607;1.59641;0.988159;1.0;1.0;0.859474;0.315883;0.0;0.0;0.0;0.0;-0.11368;0.877754;
0.266273;0.935227;-0.177412;2.40392;2.40392;1.66834;1.66834;1.59665;1.03153;1.0;1.0;0.98176;0.315715;0.0;0.0;0.0;0.0;0.000411683;0.923891;
0.267010;0.854499;0.0229664;2.39088;2.39088;1.7299;1.7299;1.59745;1.03299;1.0;1.0;0.989193;0.315511;0.0;0.0;0.0;0.0;1.76175e-05;0.940703;
0.267747;0.72649;0.222184;2.37921;2.37921;1.65938;1.65938;1.59915;0.993709;1.0;1.0;0.992317;0.315307;0.0;0.0;0.0;0.0;-0.000243728;0.918987;
0.268483;0.0294862;-0.0294863;2.38608;2.38608;1.51988;1.51988;1.60103;0.96578;1.0;1.0;0.990830;0.315163;0.0;0.0;1.0;0.0;0.21898;0.658462;
0.26922;0.257058;0.692070;2.40298;2.40298;1.60141;1.60141;1.60217;1.01027;1.0;1.0;0.981795;0.315151;0.0;0.0;1.0;0.0;0.900221;-0.000563451;
0.269957;0.0666431;0.829922;2.39999;2.39999;1.71435;1.71435;1.60322;1.03296;1.0;1.0;0.987674;0.315151;0.0;0.0;1.0;0.0;0.934119;-0.000130993;
0.270694;-0.134491;0.923321;2.38434;2.38434;1.70277;1.70277;1.60496;1.01478;1.0;1.0;0.992723;0.315151;0.0;0.0;1.0;0.0;0.92928;0.000128400;
0.27143;-0.328249;0.965725;2.38245;2.38245;1.55053;1.55053;1.60718;0.956466;1.0;1.0;0.991038;0.315151;0.0;0.0;1.0;0.0;0.886255;0.000383981;
0.272167;-0.302523;0.342808;2.3983;2.3983;1.53027;1.53027;1.60873;0.976336;1.0;1.0;0.857906;0.31444;0.0;0.0;1.0;0.0;0.86638;-0.796031;
0.272904;-0.773303;0.928783;2.40839;2.40839;1.63291;1.63291;1.60943;1.01249;1.0;1.0;0.985715;0.313203;0.0;0.0;1.0;0.0;0.905379;-0.905492;
0.273641;-0.872009;0.860319;2.39882;2.39882;1.6746;1.6746;1.61001;1.0156;1.0;1.0;0.990782;0.312987;0.0;0.0;1.0;0.0;0.924348;-0.92438;
0.274377;-0.946040;0.734772;2.38684;2.38684;1.60414;1.60414;1.61104;0.97795;1.0;1.0;0.993438;0.312791;0.0;0.0;1.0;0.0;0.904794;-0.904565;
0.275114;9.48849e-08;0.0371443;2.39243;2.39243;1.46905;1.46905;1.61177;0.954612;1.0;1.0;0.991931;0.3126;0.0;0.0;0.0;0.0;0.628042;-0.8665;
0.275851;-0.952415;0.269291;2.40772;2.40772;1.56262;1.56262;1.61144;1.00443;1.0;1.0;0.915507;0.312408;0.0;0.0;0.0;0.0;0.000506198;-0.892942;
0.276588;-0.901152;0.0778304;2.40251;2.40251;1.67895;1.67895;1.61081;1.02877;1.0;1.0;0.949979;0.312217;0.0;0.0;0.0;0.0;-0.000146424;-0.929417;
0.277324;-0.796039;-0.123388;2.38615;2.38615;1.67295;1.67295;1.61073;1.01222;1.0;1.0;0.971516;0.312026;0.0;0.0;0.0;0.0;0.000113862;-0.926994;
0.278061;-0.646909;-0.317843;2.38341;2.38341;1.52726;1.52726;1.61106;0.957056;1.0;1.0;0.979474;0.311835;0.0;0.0;0.0;0.0;0.000370214;-0.88631;
0.278798;-0.0450293;-0.283976;2.39833;2.39833;1.51194;1.51194;1.61073;0.977275;1.0;1.0;0.845754;0.311644;0.0;0.0;0.0;0.0;-0.796827;-0.0711646;
0.279535;-0.166467;-0.765622;2.40763;2.40763;1.62457;1.62457;1.60963;1.0175;1.0;1.0;0.984614;0.311454;0.0;0.0;0.0;0.0;-0.915176;0.000397441;
0.280271;0.0341172;-0.882718;2.39448;2.39448;1.67358;1.67358;1.60872;1.02222;1.0;1.0;0.990914;0.311264;0.0;0.0;0.0;0.0;-0.929763;4.70795e-05;
0.281008;0.200403;-0.943279;2.38438;2.38438;1.61402;1.61402;1.60840;0.986154;1.0;1.0;0.993197;0.311106;0.0;0.0;0.0;0.0;-0.912073;-0.000215096;
0.281745;-0.0496070;1.18059e-07;2.38901;2.38901;1.48596;1.48596;1.60797;0.964304;1.0;1.0;0.992003;0.310917;0.0;0.0;0.0;0.0;-0.87482;0.218913;
0.282482;0.6741;-0.952433;2.40397;2.40397;1.58114;1.58114;1.60675;1.01494;1.0;1.0;0.979459;0.310729;0.0;0.0;0.0;0.0;-0.901057;0.901581;
0.283218;0.816606;-0.905543;2.39913;2.39913;1.70994;1.70994;1.60553;1.04087;1.0;1.0;0.985772;0.310541;0.0;0.0;0.0;0.0;-0.939567;0.939727;
0.283955;0.915401;-0.803069;2.38163;2.38163;1.71677;1.71677;1.60523;1.02591;1.0;1.0;0.991769;0.310354;0.0;0.0;0.0;0.0;-0.939271;0.939171;
0.284692;0.963641;-0.656189;2.3778;2.3778;1.58432;1.58432;1.60579;0.970674;1.0;1.0;0.991299;0.310167;0.0;0.0;0.0;0.0;-0.900653;0.900298;
0.285429;2.53862e-07;0.0603312;2.3926;2.3926;1.4761;1.4761;1.60607;0.996897;1.0;1.0;0.906651;0.309981;0.0;0.0;0.0;0.0;-0.255644;0.869119;
0.286165;0.935479;-0.177867;2.40719;2.40719;1.60073;1.60073;1.60553;1.00835;1.0;1.0;0.985743;0.309796;0.0;0.0;0.0;0.0;8.39932e-05;0.905492;
0.286902;0.854538;0.0228879;2.39844;2.39844;1.65281;1.65281;1.60497;1.0147;1.0;1.0;0.991443;0.309612;0.0;0.0;0.0;0.0;1.7839e-05;0.92233;
0.287639;0.726529;0.222106;2.38738;2.38738;1.57377;1.57377;1.60477;0.980248;1.0;1.0;0.993582;0.309428;0.0;0.0;0.0;0.0;-0.000200727;0.906918;
0.288375;0.0596541;-0.0596542;2.39147;2.39147;1.47343;1.47343;1.60441;0.961434;1.0;1.0;0.992626;0.309276;0.0;0.0;1.0;0.0;0.218822;0.652674;
0.289112;0.288991;0.664954;2.40538;2.40538;1.57503;1.57503;1.60318;1.01529;1.0;1.0;0.978329;0.309094;0.0;0.0;1.0;0.0;0.900291;-0.000425826;
0.289849;0.100062;0.809741;2.39956;2.39956;1.71077;1.71077;1.60192;1.04284;1.0;1.0;0.984817;0.308914;0.0;0.0;1.0;0.0;0.940636;-0.000174580;
0.290586;-0.101223;0.91121;2.3812;2.3812;1.72588;1.72588;1.60163;1.02949;1.0;1.0;0.991262;0.308868;0.0;0.0;1.0;0.0;0.942225;8.47214e-05;
0.291322;-0.296972;0.962355;2.37643;2.37643;1.60241;1.60241;1.60230;0.975801;1.0;1.0;0.991388;0.308866;0.0;0.0;1.0;0.0;0.905438;0.000342486;
0.292059;-0.0504392;2.32586e-07;2.39033;2.39033;1.49893;1.49893;1.60286;1.00312;1.0;1.0;0.905789;0.308866;0.0;0.0;1.0;0.0;0.874807;-0.594684;
0.292796;-0.749644;0.938537;2.40507;2.40507;1.62639;1.62639;1.60272;1.0161;1.0;1.0;0.983735;0.308866;0.0;0.0;1.0;0.0;0.911443;-0.911408;
0.293533;-0.872022;0.860306;2.39603;2.39603;1.68928;1.68928;1.60274;1.02405;1.0;1.0;0.990183;0.308866;0.0;0.0;1.0;0.0;0.930416;-0.930449;
0.294269;-0.946052;0.734759;2.38372;2.38372;1.62172;1.62172;1.60339;0.991189;1.0;1.0;0.993102;0.307969;0.0;0.0;1.0;0.0;0.910851;-0.910622;
0.295006;1.15628e-07;0.039566;2.38926;2.38926;1.48558;1.48558;1.60399;0.959958;1.0;1.0;0.99168;0.307560;0.0;0.0;0.0;0.0;0.814149;-0.871768;
0.295743;-0.962466;0.312271;2.40317;2.40317;1.54033;1.54033;1.60381;1.00224;1.0;1.0;0.982042;0.307406;0.0;0.0;0.0;0.0;-0.0173588;-0.887345;
0.29648;-0.913941;0.111237;2.40336;2.40336;1.68;1.68;1.60333;1.03128;1.0;1.0;0.985705;0.307236;0.0;0.0;0.0;0.0;-0.000184400;-0.929009;
0.297216;-0.816797;-0.0900348;2.38677;2.38677;1.69722;1.69722;1.60345;1.01956;1.0;1.0;0.991775;0.307069;0.0;0.0;0.0;0.0;7.0136e-05;-0.933030;
0.297953;-0.674492;-0.286381;2.38075;2.38075;1.5771;1.5771;1.60423;0.967455;1.0;1.0;0.992029;0.306904;0.0;0.0;0.0;0.0;0.000328538;-0.89862;
0.29869;0.0402361;-0.0402364;2.39345;2.39345;1.48222;1.48222;1.60466;0.998065;1.0;1.0;0.905346;0.306739;0.0;0.0;0.0;0.0;-0.614242;-0.256798;
0.299427;-0.199694;-0.741608;2.40627;2.40627;1.62219;1.62219;1.60432;1.01721;1.0;1.0;0.983536;0.306576;0.0;0.0;0.0;0.0;-0.911449;0.000106101;
0.300163;0.000511878;-0.866445;2.39574;2.39574;1.69283;1.69283;1.60412;1.02678;1.0;1.0;0.989923;0.306415;0.0;0.0;0.0;0.0;-0.932477;4.70855e-05;
0.300900;0.200415;-0.943285;2.38315;2.38315;1.63395;1.63395;1.60458;0.995519;1.0;1.0;0.99316;0.311084;0.0;0.0;0.0;0.0;-0.914783;-0.000215095;
0.301637;-0.0608517;1.89893e-07;2.38834;2.38834;1.49311;1.49311;1.60511;0.961085;1.0;1.0;0.991976;0.317581;0.0;0.0;0.0;0.0;-0.872742;0.145195;
0.302374;0.672824;-0.948947;2.40520;2.40520;1.56090;1.56090;1.60482;1.00041;1.0;1.0;0.976196;0.324121;0.0;0.0;0.0;0.0;-0.884519;0.910299;
0.303110;0.79555;-0.917888;2.40539;2.40539;1.67526;1.67526;1.60436;1.03105;1.0;1.0;0.982469;0.329534;0.0;0.0;0.0;0.0;-0.92779;0.927994;
0.303847;0.902315;-0.823435;2.38985;2.38985;1.69969;1.69969;1.60438;1.02095;1.0;1.0;0.989936;0.335982;0.0;0.0;0.0;0.0;-0.93396;0.933904;
0.304584;0.959244;-0.683453;2.38342;2.38342;1.58764;1.58764;1.60508;0.970409;1.0;1.0;0.991326;0.342375;0.0;0.0;0.0;0.0;-0.901654;0.901340;
0.305321;2.51733e-07;0.0301952;2.39559;2.39559;1.50147;1.50147;1.60552;1.00240;1.0;1.0;0.903806;0.348712;0.0;0.0;0.0;0.0;-0.261582;0.876049;
0.306057;0.943968;-0.210553;2.40822;2.40822;1.64968;1.64968;1.60533;1.02585;1.0;1.0;0.982194;0.354993;0.0;0.0;0.0;0.0;9.46985e-05;0.917991;
0.306794;0.871393;-0.0106534;2.39737;2.39737;1.73164;1.73164;1.60548;1.03701;1.0;1.0;0.988996;0.361216;0.0;0.0;0.0;0.0;6.17016e-05;0.941191;
0.307531;0.750834;0.18954;2.38387;2.38387;1.68457;1.68457;1.60656;1.00734;1.0;1.0;0.992825;0.367382;0.0;0.0;0.0;0.0;-0.000200727;0.925881;
0.308268;0.0470499;-0.0470503;2.38809;2.38809;1.53137;1.53137;1.60803;0.964026;1.0;1.0;0.99118;0.373488;0.0;0.0;1.0;0.0;0.0372599;0.839594;
0.309004;0.3178;0.661054;2.40632;2.40632;1.55537;1.55537;1.60881;0.993243;1.0;1.0;0.998714;0.379535;0.0;0.0;1.0;0.0;0.909201;-0.0222515;
0.309741;0.100129;0.809708;2.40962;2.40962;1.68552;1.68552;1.60919;1.02608;1.0;1.0;0.985478;0.385521;0.0;0.0;1.0;0.0;0.92248;-0.000271755;
0.310478;-0.0676992;0.897645;2.39725;2.39725;1.70141;1.70141;1.60988;1.0176;1.0;1.0;0.990911;0.390085;0.0;0.0;1.0;0.0;0.930483;4.09358e-05;
0.311215;-0.265138;0.957451;2.38921;2.38921;1.59531;1.59531;1.6112;0.968632;1.0;1.0;0.992195;0.391004;0.0;0.0;1.0;0.0;0.900037;0.000300464;
0.311951;-0.0204219;2.15771e-07;2.3998;2.3998;1.50570;1.50570;1.6122;1.00245;1.0;1.0;0.903591;0.391054;0.0;0.0;1.0;0.0;0.873925;-0.576105;
0.312688;-0.725029;0.946598;2.41313;2.41313;1.65043;1.65043;1.61243;1.02427;1.0;1.0;0.979584;0.402437;0.0;0.0;1.0;0.0;0.915287;-0.915183;
0.313425;-0.854873;0.876734;2.40265;2.40265;1.73885;1.73885;1.61291;1.03705;1.0;1.0;0.987339;0.410687;0.0;0.0;1.0;0.0;0.940641;-0.940717;
0.314162;-0.93729;0.7587;2.38831;2.38831;1.69924;1.69924;1.61428;1.00899;1.0;1.0;0.992060;0.416516;0.0;0.0;1.0;0.0;0.927472;-0.927284;
0.314898;3.75116e-07;-0.00215659;2.39145;2.39145;1.53239;1.53239;1.61607;0.964672;1.0;1.0;0.990976;0.422151;0.0;0.0;0.0;0.0;0.862226;-0.878186;
0.315635;-1.02371;0.359826;2.40943;2.40943;1.56568;1.56568;1.61716;0.991435;1.0;1.0;0.935757;0.427713;0.0;0.0;0.0;0.0;-0.0272151;-0.884551;
0.316372;-0.913948;0.11125;2.41319;2.41319;1.69399;1.69399;1.61785;1.02627;1.0;1.0;0.959958;0.433209;0.0;0.0;0.0;0.0;-0.000193684;-0.925668;
0.317108;-0.816804;-0.0900206;2.39903;2.39903;1.70959;1.70959;1.619;1.01942;1.0;1.0;0.977241;0.438638;0.0;0.0;0.0;0.0;2.63194e-05;-0.931715;
0.317845;-0.701047;-0.254452;2.39318;2.39318;1.61813;1.61813;1.62037;0.972016;1.0;1.0;0.983541;0.443112;0.0;0.0;0.0;0.0;0.000286354;-0.903641;
0.318582;0.0117542;-0.0117542;2.40342;2.40342;1.49674;1.49674;1.62167;0.955493;1.0;1.0;0.983774;0.448419;0.0;0.0;0.0;0.0;-0.419094;-0.449321;
0.319319;-0.232438;-0.71668;2.41909;2.41909;1.60843;1.60843;1.622;1.00996;1.0;1.0;0.982842;0.453659;0.0;0.0;0.0;0.0;-0.899329;-0.00140390;
0.320055;-0.0331171;-0.848825;2.41229;2.41229;1.69681;1.69681;1.62215;1.02439;1.0;1.0;0.988979;0.458832;0.0;0.0;0.0;0.0;-0.928598;9.09234e-05;
0.320792;0.167556;-0.934010;2.39814;2.39814;1.65921;1.65921;1.62281;0.997963;1.0;1.0;0.993131;0.463937;0.0;0.0;0.0;0.0;-0.917331;-0.000171880;
0.321529;-0.00792118;3.71587e-07;2.39995;2.39995;1.49512;1.49512;1.62357;0.956421;1.0;1.0;0.992006;0.468974;0.0;0.0;0.0;0.0;-0.870301;0.01597;
0.322266;0.651996;-1.01798;2.41685;2.41685;1.53155;1.53155;1.62339;0.987348;1.0;1.0;0.936599;0.473943;0.0;0.0;0.0;0.0;-0.8791;0.905963;
0.323002;0.795538;-0.917899;2.41964;2.41964;1.66639;1.66639;1.62264;1.0235;1.0;1.0;0.960084;0.478844;0.0;0.0;0.0;0.0;-0.922317;0.922523;
0.323739;0.902303;-0.823446;2.40434;2.40434;1.6881;1.6881;1.62227;1.01827;1.0;1.0;0.9773;0.483677;0.0;0.0;0.0;0.0;-0.928495;0.928441;
0.324476;0.959232;-0.683465;2.39783;2.39783;1.57346;1.57346;1.62238;0.972447;1.0;1.0;0.984191;0.488441;0.0;0.0;0.0;0.0;-0.904205;0.903933;
0.325213;6.92353e-08;0.00169498;2.40685;2.40685;1.48875;1.48875;1.62217;0.97422;1.0;1.0;0.984213;0.492359;0.0;0.0;0.0;0.0;-0.451835;0.870982;
0.325949;0.951269;-0.243135;2.4214;2.4214;1.60812;1.60812;1.62111;1.01624;1.0;1.0;0.981552;0.494272;0.0;0.0;0.0;0.0;-0.00141242;0.905066;
0.326686;0.886955;-0.044279;2.41336;2.41336;1.70639;1.70639;1.62006;1.03227;1.0;1.0;0.988023;0.494375;0.0;0.0;0.0;0.0;0.000105476;0.934948;
0.327423;0.774032;0.156582;2.39781;2.39781;1.67969;1.67969;1.61977;1.00744;1.0;1.0;0.99272;0.494381;0.0;0.0;0.0;0.0;-0.000157417;0.926075;
0.32816;0.618308;0.348846;2.39905;2.39905;1.51096;1.51096;1.61989;0.962985;1.0;1.0;0.991225;0.504221;0.0;0.0;1.0;0.0;0.00130789;0.877721;
0.328896;0.429281;0.702545;2.41595;2.41595;1.56605;1.56605;1.61933;0.98649;1.0;1.0;0.877037;0.509021;0.0;0.0;1.0;0.0;0.901179;-0.0232542;
0.329633;0.133413;0.788269;2.42178;2.42178;1.66576;1.66576;1.61827;1.02508;1.0;1.0;0.985559;0.513473;0.0;0.0;1.0;0.0;0.923104;-0.000251445;
0.330370;-0.0677020;0.897646;2.40726;2.40726;1.69553;1.69553;1.61765;1.02146;1.0;1.0;0.991653;0.517841;0.0;0.0;1.0;0.0;0.931131;4.09323e-05;
0.331107;-0.265141;0.957452;2.39957;2.39957;1.5898;1.5898;1.61764;0.977212;1.0;1.0;0.992614;0.522138;0.0;0.0;1.0;0.0;0.900682;0.000300464;
0.331843;-0.0216266;1.08099e-07;2.41083;2.41083;1.46978;1.46978;1.61733;0.953763;1.0;1.0;0.991973;0.526366;0.0;0.0;1.0;0.0;0.867496;-0.25824;
0.33258;-0.700759;0.949783;2.42495;2.42495;1.55952;1.55952;1.61633;1.00319;1.0;1.0;0.928925;0.529836;0.0;0.0;1.0;0.0;0.891533;-0.890512;
0.333317;-0.836352;0.891864;2.42106;2.42106;1.65942;1.65942;1.61492;1.02087;1.0;1.0;0.958096;0.533937;0.0;0.0;1.0;0.0;0.923824;-0.923942;
0.334054;-0.927028;0.781525;2.40682;2.40682;1.63515;1.63515;1.61396;0.997663;1.0;1.0;0.975938;0.537968;0.0;0.0;1.0;0.0;0.917117;-0.916974;
0.33479;-0.966503;0.627973;2.40640;2.40640;1.46955;1.46955;1.61318;0.955753;1.0;1.0;0.981162;0.541931;0.0;0.0;0.0;0.0;0.870846;-0.872169;
0.335527;-1.12654;0.438219;2.42213;2.42213;1.52683;1.52683;1.61156;0.983444;1.0;1.0;0.87499;0.545825;0.0;0.0;0.0;0.0;-0.0241799;-0.873403;
0.336264;-0.925326;0.14448;2.42677;2.42677;1.63512;1.63512;1.60933;1.02345;1.0;1.0;0.984688;0.549651;0.0;0.0;0.0;0.0;-0.000263241;-0.920415;
0.337001;-0.836311;-0.056514;2.41132;2.41132;1.67138;1.67138;1.60752;1.02145;1.0;1.0;0.991114;0.553408;0.0;0.0;0.0;0.0;2.63151e-05;-0.930882;
0.337737;-0.701049;-0.254449;2.40266;2.40266;1.57334;1.57334;1.60635;0.978789;1.0;1.0;0.992611;0.557097;0.0;0.0;0.0;0.0;0.000286354;-0.902811;
0.338474;0.01138;-0.0113801;2.41278;2.41278;1.46641;1.46641;1.60499;0.95986;1.0;1.0;0.992069;0.559143;0.0;0.0;0.0;0.0;-0.478682;-0.39286;
0.339211;-0.232678;-0.71652;2.42637;2.42637;1.5944;1.5944;1.60289;1.01343;1.0;1.0;0.938788;0.559275;0.0;0.0;0.0;0.0;-0.898094;-0.00127295;
0.339948;-0.0666499;-0.829919;2.41978;2.41978;1.67922;1.67922;1.60125;1.03272;1.0;1.0;0.960537;0.559282;0.0;0.0;0.0;0.0;-0.93387;0.000132780;
0.340684;0.134484;-0.923317;2.40443;2.40443;1.66757;1.66757;1.60005;1.0111;1.0;1.0;0.977405;0.563091;0.0;0.0;0.0;0.0;-0.929031;-0.000128400;
0.341421;0.328242;-0.965721;2.40308;2.40308;1.51541;1.51541;1.59944;0.965416;1.0;1.0;0.98242;0.566856;0.0;0.0;0.0;0.0;-0.886007;-0.000383981;
0.342158;0.635374;-0.918278;2.41905;2.41905;1.57969;1.57969;1.59832;0.980990;1.0;1.0;0.902197;0.570335;0.0;0.0;0.0;0.0;-0.871946;0.841146;
0.342894;0.773309;-0.928769;2.42704;2.42704;1.63044;1.63044;1.59671;1.02284;1.0;1.0;0.944781;0.573735;0.0;0.0;0.0;0.0;-0.918875;0.919232;
0.343631;0.887846;-0.842521;2.41387;2.41387;1.67372;1.67372;1.5955;1.02246;1.0;1.0;0.968516;0.577068;0.0;0.0;0.0;0.0;-0.93146;0.931449;
0.344368;0.953376;-0.709654;2.40465;2.40465;1.58363;1.58363;1.59499;0.981388;1.0;1.0;0.980135;0.580334;0.0;0.0;0.0;0.0;-0.905507;0.905235;
0.345105;6.86089e-08;0.00169930;2.41369;2.41369;1.47032;1.47032;1.59436;0.960918;1.0;1.0;0.98115;0.583534;0.0;0.0;0.0;0.0;-0.453134;0.87228;
0.345841;0.951257;-0.243113;2.42837;2.42837;1.58999;1.58999;1.59299;1.01295;1.0;1.0;0.981493;0.586668;0.0;0.0;0.0;0.0;-0.00142305;0.906268;
0.346578;0.886953;-0.0442738;2.42061;2.42061;1.68871;1.68871;1.59176;1.03385;1.0;1.0;0.987991;0.589738;0.0;0.0;0.0;0.0;0.000145633;0.933867;
0.347315;0.796022;0.12341;2.40706;2.40706;1.67651;1.67651;1.59138;1.01383;1.0;1.0;0.992316;0.592245;0.0;0.0;0.0;0.0;-0.000113862;0.931435;
0.348052;0.646892;0.317865;2.40446;2.40446;1.53298;1.53298;1.59152;0.967534;1.0;1.0;0.991214;0.595196;0.0;0.0;1.0;0.0;-0.000370215;0.890743;
0.348788;0.0182168;0.234184;2.41965;2.41965;1.50712;1.50712;1.59123;0.981060;1.0;1.0;0.848619;0.598082;0.0;0.0;1.0;0.0;0.797393;0.0749364;
0.349525;0.166444;0.765633;2.42933;2.42933;1.63317;1.63317;1.59036;1.02401;1.0;1.0;0.98445;0.600905;0.0;0.0;1.0;0.0;0.919277;-0.000398326;
0.350262;-0.0341408;0.88273;2.4162;2.4162;1.68424;1.68424;1.5899;1.02524;1.0;1.0;0.990821;0.602466;0.0;0.0;1.0;0.0;0.933583;-2.9622e-06;
0.350999;-0.232965;0.951106;2.40545;2.40545;1.60283;1.60283;1.59017;0.985754;1.0;1.0;0.992991;0.602566;0.0;0.0;1.0;0.0;0.909490;0.000257978;
0.351735;0.00957213;-5.77803e-09;2.41327;2.41327;1.47886;1.47886;1.59042;0.962214;1.0;1.0;0.991962;0.602572;0.0;0.0;1.0;0.0;0.873464;-0.338667;
0.352472;-0.700093;0.952198;2.42857;2.42857;1.58649;1.58649;1.58991;1.0112;1.0;1.0;0.97712;0.603623;0.0;0.0;1.0;0.0;0.903227;-0.901468;
0.353209;-0.836376;0.891839;2.42211;2.42211;1.69156;1.69156;1.58946;1.0337;1.0;1.0;0.98529;0.606196;0.0;0.0;1.0;0.0;0.935411;-0.93553;
0.353946;-0.927052;0.781501;2.40648;2.40648;1.67292;1.67292;1.58982;1.01529;1.0;1.0;0.991289;0.608825;0.0;0.0;1.0;0.0;0.932487;-0.932387;
0.354682;-0.963633;0.656208;2.40456;2.40456;1.54998;1.54998;1.59056;0.971708;1.0;1.0;0.990699;0.610974;0.0;0.0;0.0;0.0;0.893881;-0.893525;
0.355419;-0.172999;0.000466595;2.41848;2.41848;1.51964;1.51964;1.59107;0.987983;1.0;1.0;0.839777;0.613498;0.0;0.0;0.0;0.0;0.078857;-0.877337;
0.356156;-0.935223;0.177389;2.42732;2.42732;1.66736;1.66736;1.5911;1.03273;1.0;1.0;0.983178;0.61596;0.0;0.0;0.0;0.0;-0.000413415;-0.925663;
0.356893;-0.854502;-0.0229709;2.41329;2.41329;1.72979;1.72979;1.59169;1.03557;1.0;1.0;0.989996;0.618363;0.0;0.0;0.0;0.0;-1.75877e-05;-0.942486;
0.357629;-0.726493;-0.222189;2.40152;2.40152;1.66016;1.66016;1.59326;0.997656;1.0;1.0;0.992774;0.620706;0.0;0.0;0.0;0.0;0.000243729;-0.920766;
0.358366;-0.0350771;0.0350772;2.40848;2.40848;1.51402;1.51402;1.59507;0.964808;1.0;1.0;0.991175;0.622989;0.0;0.0;0.0;0.0;-0.181059;-0.695765;
0.359103;-0.255462;-0.69167;2.42612;2.42612;1.58216;1.58216;1.59615;1.00484;1.0;1.0;0.980043;0.625215;0.0;0.0;0.0;0.0;-0.898658;0.00254287;
0.35984;-0.0666655;-0.829911;2.42453;2.42453;1.69433;1.69433;1.59704;1.02885;1.0;1.0;0.986678;0.627382;0.0;0.0;0.0;0.0;-0.930478;0.000129681;
0.360576;0.134469;-0.92331;2.40928;2.40928;1.68099;1.68099;1.59854;1.01206;1.0;1.0;0.992161;0.629359;0.0;0.0;0.0;0.0;-0.925648;-0.000128399;
0.361313;0.328228;-0.965714;2.40731;2.40731;1.52712;1.52712;1.60042;0.96887;1.0;1.0;0.991581;0.629684;0.0;0.0;0.0;0.0;-0.892377;-0.000342486;
0.362050;0.049962;-4.02345e-07;2.41925;2.41925;1.49875;1.49875;1.60152;0.985222;1.0;1.0;0.826682;0.629701;0.0;0.0;0.0;0.0;-0.874815;0.764247;
0.362787;0.74987;-0.938223;2.4285;2.4285;1.67335;1.67335;1.60229;1.03129;1.0;1.0;0.980728;0.62911;0.0;0.0;0.0;0.0;-0.923178;0.923605;
