Time;Grid voltage URS LIN;Grid voltage UST LIN;Grid voltage URS LIN compensated;Grid voltage UST LIN compensated;Grid voltage URS 2nd path LIN;Grid voltage UST 2nd path LIN;Motor voltage URS LIN;Motor voltage UST LIN;Motor voltage URS LIN compensated;Motor voltage UST LIN compensated;Motor voltage URS 2nd path LIN;Motor voltage UST 2nd path LIN;DC link current LIN;
2.5e-05;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;79.7682;-102.363;79.7682;-102.363;77.6287;-103.281;0.000670075;
0.00102500;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;20.6576;-25.2329;20.6576;-25.2329;20.5131;-25.2691;0.000670075;
0.00202500;118.199;-92.822;117.874;-93.5448;114.072;-100.115;21.3226;-24.8426;21.3226;-24.8426;21.1997;-24.9221;0.000670075;
0.00302500;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;21.9442;-24.4234;21.9442;-24.4234;21.8286;-24.5029;0.000670075;
0.00402500;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;22.5369;-23.9608;22.5369;-23.9608;22.4285;-24.0476;0.000670075;
0.00502500;100.975;12.5044;101.452;11.5359;107.292;0.954096;23.0935;-23.4621;23.0935;-23.4621;22.9995;-23.5633;0.000670075;
0.00602500;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;23.6211;-22.9344;23.6211;-22.9344;23.5271;-23.0356;0.000670075;
0.00702500;38.93;82.8979;39.7612;82.233;49.7431;73.9135;24.1054;-22.3634;24.1054;-22.3634;24.0186;-22.4719;0.000670075;
0.00802500;0.498732;107.524;1.38778;107.112;12.0563;101.235;24.5535;-21.7635;24.5535;-21.7635;24.474;-21.8719;0.000574350;
0.00902500;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;24.9655;-21.1202;24.9655;-21.1202;24.8932;-21.2431;0.000670075;
0.0100250;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;25.3414;-20.4552;25.3414;-20.4552;25.2691;-20.5781;0.000670075;
0.0110250;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;25.6739;-19.7541;25.6739;-19.7541;25.616;-19.8842;0.000670075;
0.0120250;-118.199;92.822;-117.874;93.5448;-114.072;100.115;25.963;-19.0241;25.963;-19.0241;25.9124;-19.1614;0.000670075;
0.0130250;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;26.216;-18.2579;26.216;-18.2579;26.1726;-18.4025;0.000670075;
0.0140250;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;26.4328;-17.4701;26.4328;-17.4701;26.3967;-17.6219;0.000670075;
0.0150250;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;26.6063;-16.6533;26.6063;-16.6533;26.5774;-16.8123;0.000670075;
0.0160250;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;26.7364;-15.8149;26.7364;-15.8149;26.7147;-15.9739;0.000670075;
0.0170250;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;26.8303;-14.9475;26.8303;-14.9475;26.8159;-15.1137;0.000670075;
0.0180250;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;26.8737;-14.0585;26.8737;-14.0585;26.8737;-14.2247;0.000574350;
0.0190250;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;26.8809;-13.1477;26.8809;-13.1477;26.8882;-13.3212;0.000670075;
0.0200250;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;26.852;-12.2153;26.852;-12.2153;26.8592;-12.396;0.000670075;
0.0210250;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;26.7725;-11.2685;26.7725;-11.2685;26.7942;-11.4492;0.000670075;
0.0220250;118.199;-92.822;117.874;-93.5448;114.072;-100.115;26.6569;-10.2999;26.6569;-10.2999;26.6858;-10.4806;0.000670075;
0.0230250;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;26.4978;-9.31689;26.4978;-9.31689;26.534;-9.50482;0.000670075;
0.0240250;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;26.3027;-8.31943;26.3027;-8.31943;26.3388;-8.50736;0.000670075;
0.0250250;100.975;12.5044;101.452;11.5359;107.292;0.954096;26.0642;-7.31474;26.0642;-7.31474;26.1075;-7.50266;0.000670075;
0.0260250;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;25.7823;-6.28836;25.7823;-6.28836;25.8401;-6.48352;0.000670075;
0.0270250;38.93;82.8979;39.7612;82.233;49.7431;73.9135;25.4642;-5.26198;25.4642;-5.26198;25.5293;-5.44991;0.000670075;
0.0280250;0.498732;107.524;1.38778;107.112;12.0563;101.235;25.1028;-4.22115;25.1028;-4.22115;25.1751;-4.41631;0.000574350;
0.0290250;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;24.7053;-3.17309;24.7053;-3.17309;24.7848;-3.36825;0.000670075;
0.0300250;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;24.2716;-2.12503;24.2716;-2.12503;24.3584;-2.32019;0.000670075;
0.0310250;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;23.8018;-1.06974;23.8018;-1.06974;23.8885;-1.2649;0.000670075;
0.0320250;-118.199;92.822;-117.874;93.5448;-114.072;100.115;23.2886;-0.014456;23.2886;-0.014456;23.3898;-0.209612;0.000670075;
0.0330250;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;22.7465;1.0336;22.7465;1.0336;22.8477;0.838448;0.000670075;
0.0340250;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;22.1683;2.08889;22.1683;2.08889;22.2767;1.89374;0.000670075;
0.0350250;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;21.5539;3.13695;21.5539;3.13695;21.6695;2.94902;0.000670075;
0.0360250;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;20.9034;4.18501;20.9034;4.18501;21.0263;3.98986;0.000670075;
0.0370250;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;20.2239;5.22584;20.2239;5.22584;20.354;5.03069;0.000670075;
0.0380250;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;19.5156;6.25945;19.5156;6.25945;19.6457;6.06429;0.000574350;
0.0390250;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;18.7711;7.2786;18.7711;7.2786;18.9084;7.09067;0.000670075;
0.0400250;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;17.9977;8.29052;17.9977;8.29052;18.1495;8.10259;0.000670075;
0.0410250;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;17.2026;9.28798;17.2026;9.28798;17.3544;9.10005;0.000670075;
0.0420250;118.199;-92.822;117.874;-93.5448;114.072;-100.115;16.3786;10.271;16.3786;10.271;16.5304;10.0903;0.000670075;
0.0430250;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;15.5257;11.2395;15.5257;11.2395;15.692;11.0588;0.000670075;
0.0440250;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;14.6584;12.1864;14.6584;12.1864;14.8174;12.0129;0.000670075;
0.0450250;100.975;12.5044;101.452;11.5359;107.292;0.954096;13.7621;13.1188;13.7621;13.1188;13.9284;12.9526;0.000670075;
0.0460250;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;12.8442;14.0295;12.8442;14.0295;13.0104;13.8633;0.000670075;
0.0470250;38.93;82.8979;39.7612;82.233;49.7431;73.9135;11.9045;14.9186;11.9045;14.9186;12.078;14.7596;0.000670075;
0.0480250;0.498732;107.524;1.38778;107.112;12.0563;101.235;10.9504;15.786;10.9504;15.786;11.1239;15.6269;0.000574350;
0.0490250;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;9.97464;16.6316;9.97464;16.6316;10.1553;16.4726;0.000670075;
0.0500250;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;8.9844;17.4484;8.9844;17.4484;9.17233;17.2966;0.000670075;
0.0510250;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;7.98694;18.2362;7.98694;18.2362;8.17487;18.0917;0.000670075;
0.0520250;-118.199;92.822;-117.874;93.5448;-114.072;100.115;6.97502;18.9952;6.97502;18.9952;7.16295;18.8579;0.000670075;
0.0530250;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;5.94864;19.7324;5.94864;19.7324;6.13657;19.5951;0.000670075;
0.0540250;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;4.91504;20.4336;4.91504;20.4336;5.10297;20.3035;0.000670075;
0.0550250;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;3.87421;21.1058;3.87421;21.1058;4.06214;20.9829;0.000670075;
0.0560250;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;2.82615;21.7418;2.82615;21.7418;3.0213;21.6262;0.000670075;
0.0570250;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;1.77086;22.3417;1.77086;22.3417;1.96602;22.2333;0.000670075;
0.0580250;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;0.715572;22.9128;0.715572;22.9128;0.910728;22.8116;0.000574350;
0.0590250;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;-0.332488;23.4476;-0.332488;23.4476;-0.137332;23.3537;0.000670075;
0.0600250;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;-1.38778;23.9464;-1.38778;23.9464;-1.19262;23.8596;0.000670075;
0.0610250;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;-2.44306;24.4090;-2.44306;24.4090;-2.24791;24.3294;0.000670075;
0.0620250;118.199;-92.822;117.874;-93.5448;114.072;-100.115;-3.49112;24.8354;-3.49112;24.8354;-3.29597;24.7559;0.000670075;
0.0630250;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;-4.53196;25.2185;-4.53196;25.2185;-4.3368;25.1462;0.000670075;
0.0640250;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;-5.57279;25.5654;-5.57279;25.5654;-5.37763;25.5004;0.000670075;
0.0650250;100.975;12.5044;101.452;11.5359;107.292;0.954096;-6.59916;25.869;-6.59916;25.869;-6.41124;25.8184;0.000670075;
0.0660250;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;-7.61831;26.1364;-7.61831;26.1364;-7.43038;26.0931;0.000670075;
0.0670250;38.93;82.8979;39.7612;82.233;49.7431;73.9135;-8.623;26.3677;-8.623;26.3677;-8.43508;26.3244;0.000670075;
0.0680250;0.498732;107.524;1.38778;107.112;12.0563;101.235;-9.62047;26.5557;-9.62047;26.5557;-9.43254;26.5195;0.000574350;
0.0690250;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;-10.5962;26.7002;-10.5962;26.7002;-10.4155;26.6713;0.000670075;
0.0700250;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;-11.5576;26.8014;-11.5576;26.8014;-11.3769;26.787;0.000670075;
0.0710250;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;-12.5044;26.8665;-12.5044;26.8665;-12.331;26.8592;0.000670075;
0.0720250;-118.199;92.822;-117.874;93.5448;-114.072;100.115;-13.4296;26.8882;-13.4296;26.8882;-13.2562;26.8882;0.000670075;
0.0730250;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;-14.3331;26.8665;-14.3331;26.8665;-14.1669;26.8737;0.000670075;
0.0740250;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;-15.2149;26.8014;-15.2149;26.8014;-15.0487;26.8159;0.000670075;
0.0750250;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;-16.0751;26.7002;-16.0751;26.7002;-15.9161;26.7219;0.000670075;
0.0760250;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;-16.9063;26.5557;-16.9063;26.5557;-16.7545;26.5846;0.000670075;
0.0770250;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;-17.7158;26.375;-17.7158;26.375;-17.564;26.4111;0.000670075;
0.0780250;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;-18.4965;26.1437;-18.4965;26.1437;-18.3519;26.1943;0.000574350;
0.0790250;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;-19.2482;25.8835;-19.2482;25.8835;-19.1108;25.9341;0.000670075;
0.0800250;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;-19.971;25.5727;-19.971;25.5727;-19.8336;25.6377;0.000670075;
0.0810250;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;-20.6576;25.2329;-20.6576;25.2329;-20.5347;25.298;0.000670075;
0.0820250;118.199;-92.822;117.874;-93.5448;114.072;-100.115;-21.3226;24.8426;-21.3226;24.8426;-21.1997;24.9221;0.000670075;
0.0830250;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;-21.9442;24.4234;-21.9442;24.4234;-21.8286;24.5029;0.000670075;
0.0840250;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;-22.5369;23.9608;-22.5369;23.9608;-22.4285;24.0476;0.000670075;
0.0850250;100.975;12.5044;101.452;11.5359;107.292;0.954096;-23.0935;23.4621;-23.0935;23.4621;-22.9995;23.5633;0.000670075;
0.0860250;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;-23.6211;22.9344;-23.6211;22.9344;-23.5271;23.0356;0.000670075;
0.0870250;38.93;82.8979;39.7612;82.233;49.7431;73.9135;-24.1054;22.3634;-24.1054;22.3634;-24.0186;22.4719;0.000670075;
0.0880250;0.498732;107.524;1.38778;107.112;12.0563;101.235;-24.5535;21.7635;-24.5535;21.7635;-24.474;21.8719;0.000574350;
0.0890250;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;-24.9655;21.1202;-24.9655;21.1202;-24.8932;21.2431;0.000670075;
0.0900250;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;-25.3414;20.4552;-25.3414;20.4552;-25.2691;20.5781;0.000670075;
0.0910250;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;-25.6739;19.7541;-25.6739;19.7541;-25.616;19.8842;0.000670075;
0.0920250;-118.199;92.822;-117.874;93.5448;-114.072;100.115;-25.963;19.0241;-25.963;19.0241;-25.9124;19.1614;0.000670075;
0.0930250;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;-26.216;18.2579;-26.216;18.2579;-26.1726;18.4025;0.000670075;
0.0940250;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;-26.4328;17.4701;-26.4328;17.4701;-26.3967;17.6219;0.000670075;
0.0950250;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;-26.6063;16.6533;-26.6063;16.6533;-26.5774;16.8123;0.000670075;
0.0960250;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;-26.7364;15.8149;-26.7364;15.8149;-26.7147;15.9739;0.000670075;
0.0970250;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;-26.8303;14.9475;-26.8303;14.9475;-26.8159;15.1137;0.000670075;
0.0980250;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;-26.8737;14.0585;-26.8737;14.0585;-26.8737;14.2247;0.000574350;
0.0990250;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;-26.8809;13.1477;-26.8809;13.1477;-26.8882;13.3212;0.000670075;
0.100025;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;-26.852;12.2153;-26.852;12.2153;-26.8592;12.396;0.000670075;
0.101025;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;-26.7725;11.2685;-26.7725;11.2685;-26.7942;11.4492;0.000670075;
0.102025;118.199;-92.822;117.874;-93.5448;114.072;-100.115;-26.6569;10.2999;-26.6569;10.2999;-26.6858;10.4806;0.000670075;
0.103025;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;-26.4978;9.31689;-26.4978;9.31689;-26.534;9.50482;0.000670075;
0.104025;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;-26.3027;8.31943;-26.3027;8.31943;-26.3388;8.50736;0.000670075;
0.105025;100.975;12.5044;101.452;11.5359;107.292;0.954096;-26.0642;7.31474;-26.0642;7.31474;-26.1075;7.50266;0.000670075;
0.106025;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;-25.7823;6.28836;-25.7823;6.28836;-25.8401;6.48352;0.000670075;
0.107025;38.93;82.8979;39.7612;82.233;49.7431;73.9135;-25.4642;5.26198;-25.4642;5.26198;-25.5293;5.44991;0.000670075;
0.108025;0.498732;107.524;1.38778;107.112;12.0563;101.235;-25.1028;4.22115;-25.1028;4.22115;-25.1751;4.41631;0.000574350;
0.109025;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;-24.7053;3.17309;-24.7053;3.17309;-24.7848;3.36825;0.000670075;
0.110025;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;-24.2716;2.12503;-24.2716;2.12503;-24.3584;2.32019;0.000670075;
0.111025;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;-23.8018;1.06974;-23.8018;1.06974;-23.8885;1.2649;0.000670075;
0.112025;-118.199;92.822;-117.874;93.5448;-114.072;100.115;-23.2886;0.014456;-23.2886;0.014456;-23.3898;0.209612;0.000670075;
0.113025;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;-22.7465;-1.0336;-22.7465;-1.0336;-22.8477;-0.838448;0.000670075;
0.114025;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;-22.1683;-2.08889;-22.1683;-2.08889;-22.2767;-1.89374;0.000670075;
0.115025;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;-21.5539;-3.13695;-21.5539;-3.13695;-21.6695;-2.94902;0.000670075;
0.116025;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;-20.9034;-4.18501;-20.9034;-4.18501;-21.0263;-3.98986;0.000670075;
0.117025;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;-20.2239;-5.22584;-20.2239;-5.22584;-20.354;-5.03069;0.000670075;
0.118025;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;-19.5156;-6.25945;-19.5156;-6.25945;-19.6457;-6.06429;0.000574350;
0.119025;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;-18.7711;-7.2786;-18.7711;-7.2786;-18.9084;-7.09067;0.000670075;
0.120025;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;-17.9977;-8.29052;-17.9977;-8.29052;-18.1495;-8.10259;0.000670075;
0.121025;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;-17.2026;-9.28798;-17.2026;-9.28798;-17.3544;-9.10005;0.000670075;
0.122025;118.199;-92.822;117.874;-93.5448;114.072;-100.115;-16.3786;-10.271;-16.3786;-10.271;-16.5304;-10.0903;0.000670075;
0.123025;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;-15.5257;-11.2395;-15.5257;-11.2395;-15.692;-11.0588;0.000670075;
0.124025;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;-14.6584;-12.1864;-14.6584;-12.1864;-14.8174;-12.0129;0.000670075;
0.125025;100.975;12.5044;101.452;11.5359;107.292;0.954096;-13.7621;-13.1188;-13.7621;-13.1188;-13.9284;-12.9526;0.000670075;
0.126025;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;-12.8442;-14.0295;-12.8442;-14.0295;-13.0104;-13.8633;0.000670075;
0.127025;38.93;82.8979;39.7612;82.233;49.7431;73.9135;-11.9045;-14.9186;-11.9045;-14.9186;-12.078;-14.7596;0.000670075;
0.128025;0.498732;107.524;1.38778;107.112;12.0563;101.235;-10.9504;-15.786;-10.9504;-15.786;-11.1239;-15.6269;0.000574350;
0.129025;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;-9.97464;-16.6316;-9.97464;-16.6316;-10.1553;-16.4726;0.000670075;
0.130025;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;-8.9844;-17.4484;-8.9844;-17.4484;-9.17233;-17.2966;0.000670075;
0.131025;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;-7.98694;-18.2362;-7.98694;-18.2362;-8.17487;-18.0917;0.000670075;
0.132025;-118.199;92.822;-117.874;93.5448;-114.072;100.115;-6.97502;-18.9952;-6.97502;-18.9952;-7.16295;-18.8579;0.000670075;
0.133025;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;-5.94864;-19.7324;-5.94864;-19.7324;-6.13657;-19.5951;0.000670075;
0.134025;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;-4.91504;-20.4336;-4.91504;-20.4336;-5.10297;-20.3035;0.000670075;
0.135025;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;-3.87421;-21.1058;-3.87421;-21.1058;-4.06214;-20.9829;0.000670075;
0.136025;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;-2.82615;-21.7418;-2.82615;-21.7418;-3.0213;-21.6262;0.000670075;
0.137025;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;-1.77086;-22.3417;-1.77086;-22.3417;-1.96602;-22.2333;0.000670075;
0.138025;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;-0.715572;-22.9128;-0.715572;-22.9128;-0.910728;-22.8116;0.000574350;
0.139025;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;0.332488;-23.4476;0.332488;-23.4476;0.137332;-23.3537;0.000670075;
0.140025;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;1.38778;-23.9464;1.38778;-23.9464;1.19262;-23.8596;0.000670075;
0.141025;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;2.44306;-24.4090;2.44306;-24.4090;2.24791;-24.3294;0.000670075;
0.142025;118.199;-92.822;117.874;-93.5448;114.072;-100.115;3.49112;-24.8354;3.49112;-24.8354;3.29597;-24.7559;0.000670075;
0.143025;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;4.53196;-25.2185;4.53196;-25.2185;4.3368;-25.1462;0.000670075;
0.144025;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;5.57279;-25.5654;5.57279;-25.5654;5.37763;-25.5004;0.000670075;
0.145025;100.975;12.5044;101.452;11.5359;107.292;0.954096;6.59916;-25.869;6.59916;-25.869;6.41124;-25.8184;0.000670075;
0.146025;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;7.61831;-26.1364;7.61831;-26.1364;7.43038;-26.0931;0.000670075;
0.147025;38.93;82.8979;39.7612;82.233;49.7431;73.9135;8.623;-26.3677;8.623;-26.3677;8.43508;-26.3244;0.000670075;
0.148025;0.498732;107.524;1.38778;107.112;12.0563;101.235;9.62047;-26.5557;9.62047;-26.5557;9.43254;-26.5195;0.000574350;
0.149025;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;10.5962;-26.7002;10.5962;-26.7002;10.4155;-26.6713;0.000670075;
0.150025;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;11.5576;-26.8014;11.5576;-26.8014;11.3769;-26.787;0.000670075;
0.151025;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;12.5044;-26.8665;12.5044;-26.8665;12.331;-26.8592;0.000670075;
0.152025;-118.199;92.822;-117.874;93.5448;-114.072;100.115;13.4296;-26.8882;13.4296;-26.8882;13.2562;-26.8882;0.000670075;
0.153025;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;14.3331;-26.8665;14.3331;-26.8665;14.1669;-26.8737;0.000670075;
0.154025;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;15.2149;-26.8014;15.2149;-26.8014;15.0487;-26.8159;0.000670075;
0.155025;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;16.0751;-26.7002;16.0751;-26.7002;15.9161;-26.7219;0.000670075;
0.156025;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;16.9063;-26.5557;16.9063;-26.5557;16.7545;-26.5846;0.000670075;
0.157025;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;17.7158;-26.375;17.7158;-26.375;17.564;-26.4111;0.000670075;
0.158025;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;18.4965;-26.1437;18.4965;-26.1437;18.3519;-26.1943;0.000574350;
0.159025;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;19.2482;-25.8835;19.2482;-25.8835;19.1108;-25.9341;0.000670075;
0.160025;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;19.971;-25.5727;19.971;-25.5727;19.8336;-25.6377;0.000670075;
0.161025;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;20.6576;-25.2329;20.6576;-25.2329;20.5347;-25.298;0.000670075;
0.162025;118.199;-92.822;117.874;-93.5448;114.072;-100.115;21.3226;-24.8426;21.3226;-24.8426;21.1997;-24.9221;0.000670075;
0.163025;124.444;-62.6595;124.387;-63.5558;123.859;-72.374;21.9442;-24.4234;21.9442;-24.4234;21.8286;-24.5029;0.000670075;
0.164025;118.51;-26.3677;118.734;-27.3435;121.524;-37.5422;22.5369;-23.9608;22.5369;-23.9608;22.4285;-24.0476;0.000670075;
0.165025;100.975;12.5044;101.452;11.5359;107.292;0.954096;23.0935;-23.4621;23.0935;-23.4621;22.9923;-23.5633;0.000670075;
0.166025;73.5521;50.1551;74.2388;49.295;82.5582;39.3637;23.6211;-22.9344;23.6211;-22.9344;23.5271;-23.0356;0.000670075;
0.167025;38.93;82.8979;39.7612;82.233;49.7431;73.9135;24.1054;-22.3634;24.1054;-22.3634;24.0186;-22.4719;0.000670075;
0.168025;0.498732;107.524;1.38778;107.112;12.0563;101.235;24.5535;-21.7635;24.5535;-21.7635;24.474;-21.8719;0.000574350;
0.169025;-37.9759;121.626;-37.1158;121.51;-26.8014;118.648;24.9655;-21.1202;24.9655;-21.1202;24.8932;-21.2431;0.000670075;
0.170025;-72.7354;123.816;-71.9909;124.011;-63.0498;124.444;25.3414;-20.4552;25.3414;-20.4552;25.2691;-20.5781;0.000670075;
0.171025;-100.382;113.892;-99.8187;114.376;-93.1183;118.055;25.6739;-19.7541;25.6739;-19.7541;25.616;-19.8842;0.000670075;
0.172025;-118.199;92.822;-117.874;93.5448;-114.072;100.115;25.963;-19.0241;25.963;-19.0241;25.9124;-19.1614;0.000670075;
0.173025;-124.444;62.6595;-124.394;63.5558;-123.859;72.374;26.216;-18.2579;26.216;-18.2579;26.1726;-18.4025;0.000670075;
0.174025;-118.51;26.3677;-118.734;27.3435;-121.524;37.5422;26.4328;-17.4701;26.4328;-17.4701;26.3967;-17.6219;0.000670075;
0.175025;-100.975;-12.5044;-101.452;-11.5359;-107.292;-0.946868;26.6063;-16.6533;26.6063;-16.6533;26.5774;-16.8123;0.000670075;
0.176025;-73.5521;-50.1551;-74.2388;-49.295;-82.5582;-39.3565;26.7364;-15.8149;26.7364;-15.8149;26.7147;-15.9739;0.000670075;
0.177025;-38.9372;-82.8979;-39.7612;-82.2257;-49.7431;-73.9135;26.8303;-14.9475;26.8303;-14.9475;26.8159;-15.1137;0.000670075;
0.178025;-0.498732;-107.524;-1.38778;-107.112;-12.0563;-101.235;26.8737;-14.0585;26.8737;-14.0585;26.8737;-14.2247;0.000574350;
0.179025;37.9759;-121.618;37.1086;-121.51;26.8014;-118.648;26.8809;-13.1477;26.8809;-13.1477;26.8882;-13.3212;0.000670075;
0.180025;72.7354;-123.816;71.9837;-124.011;63.0426;-124.444;26.852;-12.2153;26.852;-12.2153;26.8592;-12.396;0.000670075;
0.181025;100.382;-113.892;99.8115;-114.376;93.1183;-118.055;26.7725;-11.2685;26.7725;-11.2685;26.7942;-11.4492;0.000670075;
0.182025;118.199;-92.822;117.874;-93.5448;114.072;-100.115;26.6569;-10.2999;26.6569;-10.2999;26.6858;-10.4806;0.000670075;
