Time;input.current_ref_limited;input.dc_current_actual;output.control_angle;output.pi_controller_output;output.error;
0.031525;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.03265;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.033775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0349;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.0360250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.03715;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.038275;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.0394;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0405250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.04165;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.042775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0439;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0450250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.04615;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.047275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0484;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.049525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0506500;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.051775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0529;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0540250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.05515;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.056275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0574;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.058525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.05965;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0607750;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0619;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0630250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.06415;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.065275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0664;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.067525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.06865;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.069775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0709000;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0720250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.07315;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.074275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0754;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.076525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.07765;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.078775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0799;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0810250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.08215;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.083275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0844;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.085525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.08665;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.087775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0889;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0900250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.09115;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.092275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0934;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.094525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.09565;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.096775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0979;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.0990250;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.100150;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.101275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.102400;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.103525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.104650;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.105775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.106900;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.108025;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.109150;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.110275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1114;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.112525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.11365;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.114775;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.1159;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.117025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.11815;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.119275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.120400;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.121525;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.12265;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.123775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1249;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.126025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.12715;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.128275;0.0;0.000627020;0.250020;-0.000125404;-0.000627020;
0.1294;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.130525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.13165;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.132775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1339;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.135025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.13615;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.137275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1384;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.139525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.140650;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.141775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1429;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.144025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.14515;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.146275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1474;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.148525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.14965;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.150775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1519;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.153025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.15415;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.155275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1564;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.157525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.15865;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.159775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.160900;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.162025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.16315;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.164275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1654;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.166525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.16765;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.168775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1699;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.171025;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.17215;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.173275;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1744;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.175525;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.17665;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.177775;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.1789;0.0;0.000731523;0.250023;-0.000146305;-0.000731523;
0.180025;0.01;0.107116;0.253098;-0.0194656;-0.0971159;
0.18115;0.01;0.222906;0.256816;-0.0428135;-0.212905;
0.182275;0.01;0.246941;0.257624;-0.0478837;-0.236941;
0.1834;0.01;0.260213;0.258088;-0.0507987;-0.250213;
0.184525;0.01;0.340054;0.260689;-0.0671075;-0.330054;
0.18565;0.01;0.327095;0.260334;-0.0648874;-0.317095;
0.186775;0.01;0.294699;0.259353;-0.0587324;-0.284699;
0.1879;0.01;0.336605;0.260746;-0.0674693;-0.326605;
0.189025;0.01;0.285607;0.259175;-0.0576137;-0.275607;
0.190150;0.01;0.229176;0.257417;-0.0465852;-0.219176;
0.191275;0.01;0.232729;0.257571;-0.0475537;-0.222729;
0.1924;0.01;0.143274;0.254754;-0.0298659;-0.133274;
0.193525;0.01;0.0808855;0.252782;-0.0174797;-0.0708855;
0.19465;0.01;0.0478625;0.251742;-0.0109425;-0.0378625;
0.195775;0.01;0.000731523;0.250241;-0.00151651;0.00926848;
0.1969;0.01;0.0131674;0.250637;-0.00400449;-0.00316741;
0.198025;0.01;0.000627020;0.250238;-0.00149641;0.00937298;
0.19915;0.01;0.000731523;0.250241;-0.00151731;0.00926848;
0.200275;0.01;0.000731523;0.250241;-0.00151731;0.00926848;
0.201400;0.01;0.00689722;0.250438;-0.00275415;0.00310278;
0.202525;0.01;0.000731523;0.250240;-0.00151075;0.00926848;
0.203650;0.01;0.0344861;0.251317;-0.00827398;-0.0244861;
0.204775;0.01;0.00156755;0.250271;-0.00170571;0.00843245;
0.205900;0.01;0.000731523;0.250243;-0.00152814;0.00926848;
0.207025;0.01;0.017243;0.250770;-0.00483618;-0.00724304;
0.208150;0.01;0.000627020;0.250240;-0.00150615;0.00937298;
0.209275;0.01;0.000731523;0.250241;-0.00151661;0.00926848;
0.210400;0.01;0.00397112;0.250344;-0.00216410;0.00602888;
0.211525;0.01;0.000627020;0.250236;-0.00148489;0.00937298;
0.21265;0.01;0.000731523;0.250238;-0.00149536;0.00926848;
0.213775;0.01;0.00125404;0.250254;-0.00159882;0.00874596;
0.2149;0.01;0.000627020;0.250234;-0.00147226;0.00937298;
0.216025;0.01;0.000731523;0.250238;-0.00149316;0.00926848;
0.21715;0.01;0.000731523;0.250238;-0.00149316;0.00926848;
0.218275;0.01;0.000627020;0.250234;-0.00146770;0.00937298;
0.2194;0.01;0.000731523;0.250235;-0.00147818;0.00926848;
0.220525;0.01;0.00271709;0.250299;-0.00187659;0.00728291;
0.22165;0.01;0.000731523;0.250234;-0.00146909;0.00926848;
0.222775;0.01;0.000731523;0.250232;-0.00145867;0.00926848;
0.2239;0.01;0.000836026;0.250235;-0.00147892;0.00916397;
0.225025;0.01;0.000731523;0.250230;-0.00144756;0.00926848;
0.22615;0.01;0.000731523;0.250229;-0.00143713;0.00926848;
0.227275;0.01;0.000731523;0.250229;-0.00143921;0.00926848;
0.2284;0.01;0.000731523;0.250229;-0.00143921;0.00926848;
0.229525;0.01;0.000731523;0.250229;-0.00143921;0.00926848;
0.230650;0.01;0.000731523;0.250229;-0.00143921;0.00926848;
0.231775;0.01;0.000731523;0.250228;-0.00143289;0.00926848;
0.2329;0.01;0.0266483;0.251052;-0.00660906;-0.0166483;
0.234025;0.01;0.000731523;0.250226;-0.00142130;0.00926848;
0.23515;0.01;0.000731523;0.250225;-0.00141083;0.00926848;
0.236275;0.01;0.0261258;0.251032;-0.00648244;-0.0161258;
0.2374;0.01;0.000731523;0.250223;-0.00139851;0.00926848;
0.238525;0.01;0.000731523;0.250222;-0.00139735;0.00926848;
0.23965;0.01;0.000731523;0.250222;-0.00139735;0.00926848;
0.240775;0.01;0.0215277;0.250885;-0.00555802;-0.0115277;
0.2419;0.01;0.000731523;0.250221;-0.00139007;0.00926848;
0.243025;0.01;0.0125404;0.250596;-0.00374637;-0.00254039;
0.24415;0.01;0.000731523;0.250220;-0.00138014;0.00926848;
0.245275;0.01;0.000731523;0.250218;-0.00136967;0.00926848;
0.2464;0.01;0.0104503;0.250526;-0.00330746;-0.000450328;
0.247525;0.01;0.000731523;0.250216;-0.00135739;0.00926848;
0.24865;0.01;0.000731523;0.250215;-0.00135157;0.00926848;
0.249775;0.01;0.000731523;0.250215;-0.00135157;0.00926848;
0.250900;0.01;0.00950980;0.250495;-0.00310872;0.000490202;
0.252025;0.01;0.000731523;0.250214;-0.00134338;0.00926848;
0.25315;0.01;0.0118089;0.250566;-0.00355512;-0.00180887;
0.254275;0.01;0.000731523;0.250213;-0.00133597;0.00926848;
0.2554;0.01;0.000731523;0.250211;-0.00132551;0.00926848;
0.256525;0.01;0.0109728;0.250536;-0.00336918;-0.000972844;
0.25765;0.01;0.000731523;0.250209;-0.00131365;0.00926848;
0.258775;0.01;0.000731523;0.250207;-0.00130319;0.00926848;
0.2599;0.01;0.000731523;0.250207;-0.00130203;0.00926848;
0.261025;0.01;0.00627020;0.250384;-0.00241101;0.00372980;
0.26215;0.01;0.000731523;0.250206;-0.00129322;0.00926848;
0.263275;0.01;0.0170340;0.250725;-0.00455235;-0.00703403;
0.2644;0.01;0.000731523;0.250205;-0.00128906;0.00926848;
0.265525;0.01;0.000731523;0.250203;-0.00127859;0.00926848;
0.26665;0.01;0.0126449;0.250582;-0.00365831;-0.00264490;
0.267775;0.01;0.000731523;0.250202;-0.00126750;0.00926848;
0.2689;0.01;0.000731523;0.250200;-0.00125703;0.00926848;
0.270025;0.01;0.0107638;0.250519;-0.00325954;-0.000763838;
0.27115;0.01;0.000731523;0.250199;-0.00124844;0.00926848;
0.272275;0.01;0.000731523;0.250197;-0.00123799;0.00926848;
0.2734;0.01;0.0200646;0.250813;-0.00510594;-0.0100646;
0.274525;0.01;0.000731523;0.250197;-0.00123846;0.00926848;
0.27565;0.01;0.000731523;0.250195;-0.00122799;0.00926848;
0.276775;0.01;0.0115999;0.250541;-0.00340041;-0.00159986;
0.2779;0.01;0.000731523;0.250194;-0.00121793;0.00926848;
0.279025;0.01;0.000731523;0.250192;-0.00120746;0.00926848;
0.280150;0.01;0.00741973;0.250405;-0.00254211;0.00258027;
0.281275;0.01;0.000731523;0.250190;-0.00119679;0.00926848;
0.2824;0.01;0.000731523;0.250189;-0.00118633;0.00926848;
0.283525;0.01;0.0241403;0.250935;-0.00587341;-0.0141403;
0.28465;0.01;0.000627020;0.250187;-0.00117259;0.00937298;
0.285775;0.01;0.000731523;0.250188;-0.00118303;0.00926848;
0.2869;0.01;0.0114954;0.250531;-0.00333663;-0.00149536;
0.288025;0.01;0.000627020;0.250184;-0.00115400;0.00937298;
0.28915;0.01;0.000731523;0.250185;-0.00116445;0.00926848;
0.290275;0.01;0.00428463;0.250298;-0.00187274;0.00571537;
0.2914;0.01;0.000627020;0.250180;-0.00113081;0.00937298;
0.292525;0.01;0.000731523;0.250182;-0.00114358;0.00926848;
0.29365;0.01;0.0295744;0.251102;-0.00692265;-0.0195744;
0.294775;0.01;0.000731523;0.250185;-0.00116029;0.00926848;
0.2959;0.01;0.000731523;0.250183;-0.00114985;0.00926848;
0.297025;0.01;0.0125404;0.250559;-0.00351522;-0.00254039;
0.29815;0.01;0.000627020;0.250179;-0.00112367;0.00937298;
0.299275;0.01;0.000731523;0.250180;-0.00113414;0.00926848;
0.300400;0.01;0.00135854;0.250200;-0.00125790;0.00864146;
0.301525;0.01;0.000627020;0.250175;-0.00110120;0.00937298;
0.302650;0.01;0.000731523;0.250177;-0.00111167;0.00926848;
0.303775;0.01;0.00125404;0.250194;-0.00121764;0.00874596;
0.304900;0.01;0.000627020;0.250174;-0.00109223;0.00937298;
0.306025;0.01;0.000731523;0.250177;-0.00111313;0.00926848;
0.307150;0.01;0.000731523;0.250177;-0.00111313;0.00926848;
0.308275;0.01;0.000627020;0.250173;-0.00108735;0.00937298;
0.309400;0.01;0.000731523;0.250175;-0.00110014;0.00926848;
0.310525;0.01;0.000731523;0.244569;0.0341201;0.00926848;
0.31165;0.01;0.000731523;0.244569;0.0341201;0.00926848;
0.312775;0.01;0.0170340;0.254952;-0.0311076;-0.00703403;
0.3139;0.01;0.0545507;0.279109;-0.181877;-0.0445507;
0.315025;0.01;0.0118089;0.251838;-0.0115484;-0.00180887;
0.31615;0.01;0.0344861;0.266284;-0.102136;-0.0244861;
0.317275;0.01;0.0224682;0.258657;-0.0543674;-0.0124682;
0.3184;0.01;0.000731523;0.244795;0.0326956;0.00926848;
0.319525;0.01;0.0270663;0.261549;-0.0725010;-0.0170664;
0.320650;0.01;0.000836026;0.244844;0.0323875;0.00916397;
0.321775;0.01;0.000731523;0.244745;0.0330140;0.00926848;
0.3229;0.01;0.0163025;0.25464;-0.0291528;-0.00630251;
0.324025;0.01;0.000731523;0.244715;0.0332012;0.00926848;
0.32515;0.01;0.000731523;0.244682;0.0334105;0.00926848;
0.326275;0.01;0.0150485;0.253783;-0.0237647;-0.00504847;
0.3274;0.01;0.0303060;0.263589;-0.0852777;-0.0203060;
0.328525;0.01;0.000731523;0.244737;0.0330601;0.00926848;
0.32965;0.01;0.0115999;0.251639;-0.0103006;-0.00159986;
0.330775;0.01;0.000418013;0.244532;0.0343469;0.00958199;
0.3319;0.01;0.000731523;0.244699;0.0333014;0.00926848;
0.333025;0.01;0.0107638;0.251072;-0.00673846;-0.000763838;
0.33415;0.01;0.000731523;0.244672;0.03347;0.00926848;
0.335275;0.01;0.000731523;0.244639;0.0336793;0.00926848;
0.3364;0.01;0.0282159;0.262145;-0.0762351;-0.0182159;
0.337525;0.01;0.0424283;0.271366;-0.133842;-0.0324283;
0.33865;0.01;0.000731523;0.244773;0.032838;0.00926848;
0.339775;0.01;0.0181836;0.255875;-0.0369066;-0.00818357;
0.340900;0.01;0.00167205;0.245385;0.0289914;0.00832795;
0.342025;0.01;0.000731523;0.244753;0.0329615;0.00926848;
0.34315;0.01;0.0156755;0.254261;-0.0267665;-0.00567549;
0.344275;0.01;0.000731523;0.244732;0.0330928;0.00926848;
0.3454;0.01;0.000731523;0.244699;0.0333021;0.00926848;
0.346525;0.01;0.0137944;0.253007;-0.0188941;-0.00379443;
0.34765;0.01;0.000731523;0.244667;0.0335047;0.00926848;
0.348775;0.01;0.000731523;0.244633;0.033714;0.00926848;
0.3499;0.01;0.0249763;0.260076;-0.0632647;-0.0149763;
0.351025;0.01;0.00585218;0.247935;0.0129744;0.00414782;
0.35215;0.01;0.000731523;0.244641;0.0336643;0.00926848;
0.353275;0.01;0.017243;0.255155;-0.0323838;-0.00724304;
0.3544;0.01;0.000731523;0.244629;0.0337415;0.00926848;
0.355525;0.01;0.000731523;0.244596;0.0339508;0.00926848;
0.35665;0.01;0.0122269;0.251911;-0.0120068;-0.00222688;
0.357775;0.01;0.000731523;0.244565;0.0341416;0.00926848;
0.3589;0.01;0.000731523;0.244532;0.0343509;0.00926848;
0.360025;0.01;0.0335455;0.265467;-0.0970274;-0.0235456;
0.36115;0.01;0.0142124;0.253207;-0.0201485;-0.00421245;
0.362275;0.01;0.000731523;0.244593;0.0339673;0.00926848;
0.3634;0.01;0.0194376;0.256515;-0.0409215;-0.00943761;
0.364525;0.01;0.000731523;0.244593;0.033964;0.00926848;
0.36565;0.01;0.000731523;0.24456;0.0341734;0.00926848;
0.366775;0.01;0.0112864;0.251282;-0.00805714;-0.00128635;
0.3679;0.01;0.000731523;0.244533;0.0343422;0.00926848;
0.369025;0.01;0.000731523;0.2445;0.0345516;0.00926848;
0.370150;0.01;0.00773324;0.248954;0.00656983;0.00226676;
0.371275;0.01;0.000731523;0.244464;0.0347764;0.00926848;
0.3724;0.01;0.000731523;0.244431;0.0349854;0.00926848;
0.373525;0.01;0.0234087;0.258896;-0.0558663;-0.0134087;
0.37465;0.01;0.000627020;0.244383;0.0352847;0.00937298;
0.375775;0.01;0.000731523;0.244416;0.0350757;0.00926848;
0.3769;0.01;0.0107638;0.250813;-0.00510702;-0.000763838;
0.378025;0.01;0.000627020;0.244328;0.0356276;0.00937298;
0.37915;0.01;0.000731523;0.244362;0.0354187;0.00926848;
0.380275;0.01;0.00418013;0.246557;0.0216342;0.00581987;
0.3814;0.01;0.000627020;0.24426;0.0360547;0.00937298;
0.382525;0.01;0.000731523;0.244294;0.0358455;0.00926848;
0.38365;0.01;0.0285294;0.262044;-0.0756030;-0.0185294;
0.384775;0.01;0.000627020;0.244275;0.0359611;0.00937298;
0.3859;0.01;0.000731523;0.244309;0.0357519;0.00926848;
0.387025;0.01;0.0110773;0.250914;-0.00574137;-0.00107735;
0.38815;0.01;0.000627020;0.244229;0.0362502;0.00937298;
0.389275;0.01;0.000731523;0.244263;0.0360410;0.00926848;
0.390400;0.01;0.000418013;0.244063;0.0372961;0.00958199;
0.391525;0.01;0.000627020;0.244163;0.0366686;0.00937298;
0.39265;0.01;0.000731523;0.244196;0.0364592;0.00926848;
0.393775;0.01;0.0355311;0.266445;-0.103142;-0.0255311;
0.3949;0.01;0.000731523;0.244284;0.0359067;0.00926848;
0.396025;0.01;0.000731523;0.244251;0.0361153;0.00926848;
0.39715;0.01;0.0124359;0.251733;-0.0108916;-0.00243589;
0.398275;0.01;0.000627020;0.244185;0.03653;0.00937298;
0.3994;0.01;0.00564318;0.247348;0.0166616;0.00435682;
0.400525;0.01;0.00125404;0.244555;0.0342065;0.00874596;
0.401650;0.01;0.000731523;0.244189;0.0365056;0.00926848;
0.402775;0.01;0.0209007;0.257007;-0.0440128;-0.0109007;
0.403900;0.01;0.000731523;0.244157;0.0367061;0.00926848;
0.405025;0.01;0.000731523;0.244123;0.0369154;0.00926848;
0.406150;0.01;0.0298879;0.262678;-0.0795746;-0.0198879;
0.407275;0.01;0.0156755;0.253653;-0.022951;-0.00567549;
0.408400;0.01;0.000731523;0.24411;0.0369963;0.00926848;
0.409525;0.01;0.0216322;0.257397;-0.0464628;-0.0116322;
0.410650;0.01;0.00104503;0.244286;0.0358937;0.00895497;
0.411775;0.01;0.000731523;0.244053;0.0373568;0.00926848;
0.4129;0.01;0.0160935;0.253816;-0.0239725;-0.00609350;
0.414025;0.01;0.000731523;0.244022;0.0375547;0.00926848;
0.41515;0.01;0.000731523;0.243988;0.037764;0.00926848;
0.416275;0.01;0.0135854;0.252156;-0.0135492;-0.00358543;
0.4174;0.01;0.0202736;0.256471;-0.0406497;-0.0102736;
0.418525;0.01;0.000731523;0.244004;0.0376664;0.00926848;
0.41965;0.01;0.0112864;0.250706;-0.00443814;-0.00128635;
0.420775;0.01;0.000940529;0.244122;0.0369261;0.00905947;
0.4219;0.01;0.000731523;0.243955;0.0379712;0.00926848;
0.423025;0.01;0.0115999;0.250863;-0.00542004;-0.00159986;
0.42415;0.01;0.000731523;0.243928;0.0381446;0.00926848;
0.425275;0.01;0.000731523;0.243894;0.0383539;0.00926848;
0.4264;0.01;0.0222592;0.257597;-0.0477165;-0.0122592;
0.427525;0.01;0.0270663;0.260744;-0.0674558;-0.0170664;
0.42865;0.01;0.000731523;0.243953;0.0379836;0.00926848;
0.429775;0.01;0.0180791;0.254989;-0.0313404;-0.00807907;
0.430900;0.01;0.00104503;0.244151;0.0367406;0.00895497;
0.432025;0.01;0.000731523;0.243918;0.0382037;0.00926848;
0.43315;0.01;0.0152575;0.253161;-0.0198582;-0.00525748;
0.434275;0.01;0.000731523;0.243894;0.0383549;0.00926848;
0.4354;0.01;0.000731523;0.243861;0.0385642;0.00926848;
0.436525;0.01;0.0136899;0.252103;-0.0132124;-0.00368993;
0.43765;0.01;0.00459814;0.246317;0.0231386;0.00540186;
0.438775;0.01;0.000731523;0.243821;0.0388146;0.00926848;
0.4399;0.01;0.0229907;0.257996;-0.0502192;-0.0129907;
0.441025;0.01;0.00135854;0.24424;0.036186;0.00864146;
0.44215;0.01;0.000731523;0.243807;0.0389031;0.00926848;
0.443275;0.01;0.0156755;0.253323;-0.0208756;-0.00567549;
0.4444;0.01;0.000731523;0.243789;0.0390161;0.00926848;
0.445525;0.01;0.000731523;0.243755;0.0392254;0.00926848;
0.44665;0.01;0.0117044;0.250738;-0.00463795;-0.00170437;
0.447775;0.01;0.000731523;0.243723;0.039428;0.00926848;
0.4489;0.01;0.000731523;0.24369;0.0396373;0.00926848;
0.450025;0.01;0.0279024;0.261010;-0.0691254;-0.0179024;
0.45115;0.01;0.000627020;0.24367;0.039761;0.00937298;
0.452275;0.01;0.000731523;0.243704;0.0395516;0.00926848;
0.4534;0.01;0.0169295;0.254027;-0.0252982;-0.00692953;
