Time;Motor voltage URS;Motor voltage UST;Motor voltage magnitude;Motor voltage magnitude filtered;DC link current;Flux X;Flux Y;Flux angle;Flux magnitude;Rotor position flux;Rotor position plant;Control angle motor;PLL motor angle error;Notch mask motor;Motor frequency;Motor frequency filtered;Motor integrator angle;Speed;Excitation Ref Mode;PulseMode;DC link current filtered;DC reference limited;DC error;DC voltage;Pulse block causes;
0.361025;0.160256;0.086214;0.250149;0.250122;0.000731523;-0.122014;-1.83030;-1.63736;1.83437;0.739406;0.806313;2.58949;1.2113e-05;0.0;0.250005;0.249988;0.362161;0.249988;1.0;0.0;0.000733346;0.0;-0.000731523;-0.18395;0.0;
0.362025;0.152589;0.0953599;0.250141;0.250126;0.000731523;-0.0853028;-1.81631;-1.61773;1.81831;0.742531;0.812563;2.58949;-1.55362e-06;0.0;0.250002;0.250001;0.401431;0.250001;1.0;0.0;0.000713115;0.0;-0.000731523;-0.183943;0.0;
0.363025;0.144654;0.104371;0.250109;0.250117;0.000731523;-0.0491724;-1.80089;-1.59809;1.80156;0.745655;0.818813;2.58949;8.48375e-05;0.0;0.250018;0.250004;0.440700;0.250004;1.0;0.0;0.000720894;0.0;-0.000731523;-0.18392;0.0;
0.364025;0.136584;0.113181;0.250130;0.250118;0.000731523;-0.0136701;-1.78406;-1.57846;1.78411;0.74878;0.825063;2.58949;-0.000106544;0.0;0.249982;0.24999;0.479969;0.24999;1.0;0.0;0.000733674;0.0;-0.000731523;-0.183936;0.0;
0.365025;0.128245;0.121856;0.250128;0.250118;0.000731523;0.0211395;-1.76585;-1.55883;1.76598;0.751905;0.831313;2.58949;-7.74791e-05;0.0;0.249987;0.249993;0.519238;0.249993;1.0;0.0;0.000723986;0.0;-0.000731523;-0.183934;0.0;
0.366025;0.119704;0.130330;0.250109;0.250117;0.000731523;0.0552066;-1.74629;-1.53919;1.74716;0.755030;0.837563;2.58949;-6.95998e-05;0.0;0.249989;0.249994;0.558507;0.249994;1.0;0.0;0.000699761;0.0;-0.000731523;-0.18392;0.0;
0.367025;0.110962;0.138601;0.250073;0.250117;0.000731523;0.0884812;-1.7254;-1.51956;1.72767;0.758155;0.843813;2.58949;-1.37924e-05;0.0;0.249999;0.249997;0.597776;0.249997;1.0;0.0;0.000734431;0.0;-0.000731523;-0.183894;0.0;
0.368025;0.102085;0.146671;0.250085;0.250121;0.000627020;0.120905;-1.70323;-1.49993;1.70752;0.761279;0.850063;2.58949;-2.4498e-05;0.0;0.249997;0.250006;0.637048;0.250006;1.0;0.0;0.000731818;0.0;-0.000627020;-0.183902;0.0;
0.369025;0.0930734;0.15454;0.250143;0.250116;0.000731523;0.152436;-1.6798;-1.48030;1.6867;0.764403;0.856313;2.58949;-6.18639e-05;0.0;0.24999;0.250008;0.676319;0.250008;1.0;0.0;0.000691686;0.0;-0.000731523;-0.183945;0.0;
0.370025;0.0838602;0.162139;0.250116;0.250114;0.000731523;0.183025;-1.65515;-1.46066;1.66524;0.767528;0.862563;2.58949;8.51711e-06;0.0;0.250004;0.250009;0.71559;0.250009;1.0;0.0;0.000728015;0.0;-0.000731523;-0.183925;0.0;
0.371025;0.0745125;0.169469;0.250065;0.250108;0.000731523;0.212621;-1.62931;-1.44103;1.64313;0.770653;0.868813;2.58949;7.77014e-05;0.0;0.250017;0.250008;0.75486;0.250008;1.0;0.0;0.000733346;0.0;-0.000731523;-0.183888;0.0;
0.372025;0.0650976;0.176597;0.250121;0.250114;0.000731523;0.241178;-1.60234;-1.4214;1.62038;0.773777;0.875063;2.58949;7.76634e-05;0.0;0.250017;0.250014;0.794132;0.250014;1.0;0.0;0.000713115;0.0;-0.000731523;-0.183929;0.0;
0.373025;0.0555482;0.18339;0.250078;0.250112;0.000731523;0.268655;-1.57426;-1.40177;1.59702;0.776901;0.881313;2.58949;0.000110459;0.0;0.250024;0.250017;0.833405;0.250017;1.0;0.0;0.000720894;0.0;-0.000731523;-0.183897;0.0;
0.374025;0.0459315;0.189913;0.250065;0.250116;0.000731523;0.295010;-1.54512;-1.38214;1.57303;0.780026;0.887563;2.58949;0.000103815;0.0;0.250023;0.250022;0.872677;0.250022;1.0;0.0;0.000733674;0.0;-0.000731523;-0.183888;0.0;
0.375025;0.0362475;0.196167;0.250083;0.250106;0.000731523;0.320198;-1.51497;-1.36251;1.54844;0.78315;0.893813;2.58949;0.000101556;0.0;0.250023;0.250028;0.911951;0.250028;1.0;0.0;0.000723986;0.0;-0.000731523;-0.183901;0.0;
0.376025;0.0264963;0.202152;0.250130;0.250116;0.000731523;0.344186;-1.48386;-1.34287;1.52325;0.786275;0.900063;2.58949;0.000154472;0.0;0.250033;0.250024;0.951223;0.250024;1.0;0.0;0.000699761;0.0;-0.000731523;-0.183936;0.0;
0.377025;0.0167451;0.207734;0.250100;0.250117;0.000731523;0.36693;-1.45183;-1.32324;1.49748;0.789399;0.906313;2.58949;6.31395e-06;0.0;0.250005;0.250015;0.990496;0.250015;1.0;0.0;0.000734431;0.0;-0.000731523;-0.183913;0.0;
0.378025;0.00692671;0.213047;0.250100;0.250120;0.000627020;0.3884;-1.41893;-1.30361;1.47113;0.792524;0.912563;2.58949;3.90219e-05;0.0;0.250012;0.250018;1.02977;0.250018;1.0;0.0;0.000731818;0.0;-0.000627020;-0.183914;0.0;
0.379025;-0.00282448;0.218023;0.250137;0.250123;0.000731523;0.408562;-1.38521;-1.28398;1.44421;0.795648;0.918813;2.58948;-0.000242098;0.0;0.249958;0.249977;1.06904;0.249977;1.0;0.0;0.000691686;0.0;-0.000731523;-0.18394;0.0;
0.380025;-0.0126429;0.222663;0.250130;0.250138;0.000731523;0.427397;-1.35073;-1.26434;1.41673;0.798773;0.925063;2.58948;-0.000233379;0.0;0.249959;0.24997;1.10831;0.24997;1.0;0.0;0.000728015;0.0;-0.000731523;-0.183935;0.0;
0.381025;-0.0224614;0.226967;0.250122;0.250147;0.000731523;0.444861;-1.31553;-1.24471;1.38871;0.801899;0.931313;2.58948;-0.000142456;0.0;0.249976;0.249977;1.14757;0.249977;1.0;0.0;0.000733346;0.0;-0.000731523;-0.183929;0.0;
0.382025;-0.0322126;0.230935;0.250146;0.250150;0.000731523;0.460931;-1.27967;-1.22507;1.36016;0.805024;0.937563;2.58948;-0.000196932;0.0;0.249965;0.24997;1.18684;0.24997;1.0;0.0;0.000713115;0.0;-0.000731523;-0.183947;0.0;
0.383025;-0.0419637;0.234567;0.250171;0.250152;0.000731523;0.475581;-1.24321;-1.20543;1.33107;0.808150;0.943813;2.58949;-5.89351e-05;0.0;0.249991;0.249991;1.2261;0.249991;1.0;0.0;0.000720894;0.0;-0.000731523;-0.183965;0.0;
0.384025;-0.0515804;0.237795;0.250177;0.250148;0.000731523;0.488785;-1.20621;-1.1858;1.30148;0.811275;0.950063;2.58948;-0.000198565;0.0;0.249964;0.249966;1.26537;0.249966;1.0;0.0;0.000733674;0.0;-0.000731523;-0.18397;0.0;
0.385025;-0.0611299;0.240619;0.250134;0.250144;0.000731523;0.500530;-1.16872;-1.16616;1.27139;0.8144;0.956313;2.58948;-0.000240322;0.0;0.249955;0.249971;1.30463;0.249971;1.0;0.0;0.000723986;0.0;-0.000731523;-0.183938;0.0;
0.386025;-0.0706121;0.243107;0.250122;0.250146;0.000731523;0.510792;-1.13079;-1.14652;1.24080;0.817526;0.962563;2.58948;-0.000193222;0.0;0.249964;0.249972;1.3439;0.249972;1.0;0.0;0.000699761;0.0;-0.000731523;-0.183929;0.0;
0.387025;-0.0800270;0.245259;0.250144;0.250150;0.000731523;0.519558;-1.09249;-1.12688;1.20974;0.820652;0.968813;2.58949;-1.17765e-05;0.0;0.249998;0.249982;1.38317;0.249982;1.0;0.0;0.000734431;0.0;-0.000731523;-0.183946;0.0;
0.388025;-0.0892402;0.247008;0.250156;0.250153;0.000627020;0.526812;-1.05387;-1.10724;1.17821;0.823777;0.975063;2.58948;-0.000153086;0.0;0.24997;0.249976;1.42243;0.249976;1.0;0.0;0.000731818;0.0;-0.000627020;-0.183955;0.0;
0.389025;-0.0983861;0.248353;0.250132;0.250153;0.000731523;0.532543;-1.015;-1.08761;1.14622;0.826902;0.981313;2.58949;6.65569e-05;0.0;0.250012;0.249994;1.4617;0.249994;1.0;0.0;0.000691686;0.0;-0.000731523;-0.183936;0.0;
0.390025;-0.107330;0.249361;0.250165;0.250149;0.000731523;0.536744;-0.975938;-1.06797;1.1138;0.830027;0.987563;2.58949;-3.20789e-05;0.0;0.249993;0.249986;1.50096;0.249986;1.0;0.0;0.000728015;0.0;-0.000731523;-0.183961;0.0;
0.391025;-0.116073;0.249967;0.250178;0.250153;0.000731523;0.539407;-0.936741;-1.04834;1.08095;0.833152;0.993813;2.58948;-0.000266909;0.0;0.249948;0.249965;1.54023;0.249965;1.0;0.0;0.000733346;0.0;-0.000731523;-0.183971;0.0;
0.392025;-0.124681;0.250168;0.250169;0.250149;0.000731523;0.540530;-0.897466;-1.0287;1.04767;0.836278;6.31493e-05;2.58949;-0.000259141;0.0;0.249949;0.249982;1.5795;0.249982;1.0;0.0;0.000713115;0.0;-0.000731523;-0.183964;0.0;
0.393025;-0.133154;0.249967;0.250145;0.250151;0.000731523;0.540111;-0.858178;-1.00906;1.014;0.839403;0.00631315;2.58949;6.27065e-05;0.0;0.250010;0.249993;1.61877;0.249993;1.0;0.0;0.000720894;0.0;-0.000731523;-0.183946;0.0;
0.394025;-0.141359;0.249429;0.250168;0.250147;0.000731523;0.538149;-0.818936;-0.989424;0.979929;0.842528;0.0125632;2.58949;-2.96768e-05;0.0;0.249992;0.24999;1.65804;0.24999;1.0;0.0;0.000733674;0.0;-0.000731523;-0.183964;0.0;
0.395025;-0.149361;0.248487;0.250174;0.250153;0.000731523;0.534651;-0.779803;-0.969784;0.945487;0.845654;0.0188132;2.58949;-5.19043e-06;0.0;0.249996;0.249985;1.6973;0.249985;1.0;0.0;0.000723986;0.0;-0.000731523;-0.183968;0.0;
0.396025;-0.157095;0.247142;0.250155;0.250148;0.000731523;0.529617;-0.740836;-0.950146;0.910677;0.84878;0.0250631;2.58949;-9.97418e-05;0.0;0.249978;0.249989;1.73657;0.249989;1.0;0.0;0.000699761;0.0;-0.000731523;-0.183954;0.0;
0.397025;-0.164627;0.245394;0.250124;0.250145;0.000731523;0.523053;-0.702100;-0.930514;0.875517;0.851904;0.0313132;2.58949;6.65745e-05;0.0;0.250010;0.249986;1.77584;0.249986;1.0;0.0;0.000734431;0.0;-0.000731523;-0.183931;0.0;
0.398025;-0.17189;0.243309;0.250128;0.250141;0.000627020;0.514977;-0.66365;-0.910877;0.840019;0.855029;0.0375631;2.58949;3.84513e-05;0.0;0.250004;0.249999;1.81511;0.249999;1.0;0.0;0.000731818;0.0;-0.000627020;-0.183934;0.0;
0.399025;-0.178884;0.240888;0.250161;0.250141;0.000731523;0.505396;-0.625547;-0.89124;0.804198;0.858155;0.0438132;2.58949;-0.000138003;0.0;0.24997;0.249984;1.85437;0.249984;1.0;0.0;0.000691686;0.0;-0.000731523;-0.183958;0.0;
0.400025;-0.185609;0.237996;0.250116;0.250140;0.000731523;0.494326;-0.587849;-0.871606;0.768065;0.86128;0.0500632;2.58949;4.47477e-05;0.0;0.250005;0.250008;1.89364;0.250008;1.0;0.0;0.000728015;0.0;-0.000731523;-0.183926;0.0;
0.401025;-0.192065;0.234836;0.250155;0.250137;0.000731523;0.481784;-0.550615;-0.85197;0.731637;0.864405;0.0563131;2.58949;-3.14937e-05;0.0;0.249991;0.249991;1.93291;0.249991;1.0;0.0;0.000733346;0.0;-0.000731523;-0.183954;0.0;
0.402025;-0.198185;0.231271;0.250144;0.250144;0.000731523;0.467792;-0.5139;-0.832332;0.694926;0.86753;0.0625632;2.58949;-0.000139381;0.0;0.24997;0.249982;1.97218;0.249982;1.0;0.0;0.000713115;0.0;-0.000731523;-0.183946;0.0;
0.403025;-0.204035;0.227304;0.250118;0.250141;0.000731523;0.452366;-0.477765;-0.812698;0.657947;0.870655;0.0688132;2.58949;8.96857e-05;0.0;0.250014;0.250006;2.01145;0.250006;1.0;0.0;0.000720894;0.0;-0.000731523;-0.183927;0.0;
0.404025;-0.209550;0.223067;0.250137;0.250136;0.000731523;0.435536;-0.442263;-0.793061;0.620716;0.87378;0.0750632;2.58949;-8.27573e-05;0.0;0.249981;0.249994;2.05072;0.249994;1.0;0.0;0.000733674;0.0;-0.000731523;-0.183941;0.0;
0.405025;-0.214795;0.218427;0.250147;0.250142;0.000731523;0.417327;-0.407449;-0.773423;0.583247;0.876906;0.0813131;2.58949;0.000195618;0.0;0.250034;0.250012;2.08999;0.250012;1.0;0.0;0.000723986;0.0;-0.000731523;-0.183948;0.0;
0.406025;-0.219637;0.213517;0.250157;0.250135;0.000731523;0.397762;-0.373377;-0.753786;0.54555;0.880031;0.0875631;2.58949;-9.04347e-05;0.0;0.24998;0.249988;2.12926;0.249988;1.0;0.0;0.000699761;0.0;-0.000731523;-0.183955;0.0;
0.407025;-0.224143;0.208205;0.250124;0.250136;0.000731523;0.376875;-0.340099;-0.734149;0.507644;0.883157;0.0938132;2.58949;-6.17966e-05;0.0;0.249985;0.249995;2.16853;0.249995;1.0;0.0;0.000734431;0.0;-0.000731523;-0.183931;0.0;
0.408025;-0.22838;0.202623;0.250169;0.250138;0.000627020;0.354697;-0.307666;-0.714512;0.469541;0.886282;0.100063;2.58949;4.42972e-05;0.0;0.250005;0.250011;2.20780;0.250011;1.0;0.0;0.000731818;0.0;-0.000627020;-0.183964;0.0;
0.409025;-0.232213;0.196705;0.250169;0.250143;0.000731523;0.331267;-0.276129;-0.694868;0.43126;0.889408;0.106313;2.58949;4.90312e-05;0.0;0.250007;0.250013;2.24707;0.250013;1.0;0.0;0.000691686;0.0;-0.000731523;-0.183964;0.0;
0.410025;-0.235643;0.190451;0.250122;0.250142;0.000731523;0.306614;-0.245537;-0.67523;0.392812;0.892534;0.112563;2.58949;3.79627e-05;0.0;0.250005;0.250007;2.28634;0.250007;1.0;0.0;0.000728015;0.0;-0.000731523;-0.183929;0.0;
0.411025;-0.238803;0.183928;0.250157;0.250141;0.000731523;0.280780;-0.215938;-0.655591;0.354213;0.895659;0.118813;2.58949;0.000253123;0.0;0.250046;0.250023;2.32561;0.250023;1.0;0.0;0.000733346;0.0;-0.000731523;-0.183955;0.0;
0.412025;-0.241493;0.177135;0.250117;0.250145;0.000731523;0.253802;-0.187376;-0.635956;0.315477;0.898784;0.125063;2.58949;5.53568e-05;0.0;0.250009;0.250018;2.36489;0.250018;1.0;0.0;0.000713115;0.0;-0.000731523;-0.183926;0.0;
0.413025;-0.243914;0.170074;0.250162;0.250146;0.000731523;0.225724;-0.159894;-0.616315;0.276618;0.901910;0.131313;2.58949;0.000176168;0.0;0.250032;0.250028;2.40416;0.250028;1.0;0.0;0.000720894;0.0;-0.000731523;-0.183959;0.0;
0.414025;-0.245864;0.162744;0.250125;0.250143;0.000731523;0.196585;-0.133537;-0.596685;0.237651;0.905035;0.137563;2.58949;2.83894e-05;0.0;0.250005;0.250006;2.44343;0.250006;1.0;0.0;0.000733674;0.0;-0.000731523;-0.183932;0.0;
0.415025;-0.247478;0.155145;0.250121;0.250146;0.000731523;0.166436;-0.108343;-0.577047;0.198593;0.908160;0.143813;2.58949;9.88728e-05;0.0;0.250018;0.250013;2.48271;0.250013;1.0;0.0;0.000723986;0.0;-0.000731523;-0.183929;0.0;
0.416025;-0.248756;0.147344;0.250166;0.250147;0.000731523;0.13532;-0.0843529;-0.557419;0.159458;0.911284;0.150063;2.58949;0.000123084;0.0;0.250023;0.250017;2.52198;0.250017;1.0;0.0;0.000699761;0.0;-0.000731523;-0.183961;0.0;
0.417025;-0.249563;0.139274;0.250124;0.250145;0.000731523;0.103286;-0.0616023;-0.537787;0.120262;0.914409;0.156313;2.58949;9.99875e-05;0.0;0.250019;0.250024;2.56125;0.250024;1.0;0.0;0.000734431;0.0;-0.000731523;-0.183931;0.0;
0.418025;-0.250034;0.131002;0.250129;0.250143;0.000627020;0.0703830;-0.0401286;-0.518179;0.0810189;0.917529;0.162563;2.58949;0.000148071;0.0;0.250028;0.250021;2.60052;0.250021;1.0;0.0;0.000731818;0.0;-0.000627020;-0.183935;0.0;
0.419025;-0.250101;0.122596;0.250117;0.251308;0.000731523;0.0349265;-0.0189911;-0.498029;0.0397558;0.920736;0.168813;2.58944;-0.000465597;0.0;0.24995;0.249382;2.64010;0.249382;1.0;0.0;0.00533924;0.03;0.0292685;-0.183982;0.0;
0.420025;-0.277337;0.0862812;0.283858;0.277846;0.0865287;-0.00980063;-0.00519099;-2.6545;0.0110905;0.577523;0.175063;2.59236;0.15872;0.0;0.281083;0.28526;2.68583;0.28526;1.0;0.0;0.0228255;0.06;-0.0265287;-0.209493;0.0;
0.421025;-0.248016;0.105649;0.248921;0.26935;0.116208;-0.0491344;0.00895338;2.96135;0.0499434;0.471313;0.181313;2.58993;-0.0140103;0.0;0.248512;0.255432;2.72785;0.255432;1.0;0.0;0.0883766;0.09;-0.0262077;-0.184423;0.0;
0.422025;-0.217351;0.125958;0.218265;0.247937;0.0817216;-0.0801428;0.0254873;2.83368;0.0840980;0.450995;0.187563;2.5867;-0.228763;0.0;0.207208;0.215836;2.76415;0.215836;1.0;0.0;0.115788;0.1;0.0182784;-0.16171;0.0;
0.423025;-0.280969;0.0522529;0.29887;0.27213;0.122687;-0.115147;0.0375944;2.82601;0.121129;0.449774;0.193813;2.59215;0.172969;0.0;0.283868;0.282653;2.80462;0.282653;1.0;0.0;0.0874053;0.1;-0.0226868;-0.221508;0.0;
0.424025;-0.251177;0.0704103;0.259132;0.273142;0.16825;-0.153072;0.0455304;2.85248;0.1597;0.453987;0.200063;2.59052;0.0298374;0.0;0.257034;0.262646;2.84745;0.262646;1.0;0.0;0.123028;0.1;-0.0682503;-0.19255;0.0;
0.425025;-0.219503;0.0902489;0.220655;0.252678;0.150694;-0.183414;0.0555495;2.84751;0.191642;0.454136;0.206313;2.58778;-0.155783;0.0;0.221497;0.229062;2.88551;0.229062;1.0;0.0;0.168988;0.1;-0.0506937;-0.164353;0.0;
0.426025;-0.25232;0.045797;0.268843;0.231933;0.114431;-0.206695;0.0677403;2.82489;0.217512;0.454136;0.212563;2.58695;0.0608088;0.0;0.261792;0.218873;2.91734;0.218873;1.0;0.0;0.145024;0.1;-0.0144311;-0.198683;0.0;
0.427025;-0.25111;0.0344318;0.272264;0.264504;0.142124;-0.241429;0.0715701;2.8534;0.251814;0.454136;0.218813;2.59082;0.0653188;0.0;0.263135;0.266372;2.96049;0.266372;1.0;0.0;0.103531;0.1;-0.0421245;-0.201956;0.0;
0.428025;-0.218628;0.0535307;0.22792;0.253828;0.142020;-0.270804;0.0763454;2.8668;0.28136;0.456266;0.225063;2.58872;-0.08549;0.0;0.23442;0.240553;2.99996;0.240553;1.0;0.0;0.139809;0.1;-0.0420200;-0.169478;0.0;
0.429025;-0.185878;0.0728985;0.187313;0.226186;0.0780639;-0.2935;0.0831068;2.86566;0.305040;0.456426;0.231313;2.58575;-0.28395;0.0;0.195979;0.204159;3.03427;0.204159;1.0;0.0;0.138504;0.1;0.0219361;-0.139091;0.0;
0.430025;-0.247277;-0.00168124;0.286506;0.261944;0.117044;-0.32242;0.0848808;2.88417;0.333406;0.459030;0.237563;2.59087;0.0844054;0.0;0.266215;0.267039;3.07412;0.267039;1.0;0.0;0.0891866;0.1;-0.0170437;-0.212207;0.0;
0.431025;-0.214795;0.0161399;0.239251;0.259537;0.1346;-0.350640;0.085333;2.90287;0.360874;0.462006;0.243813;2.58942;-0.0301614;0.0;0.244536;0.249199;3.11455;0.249199;1.0;0.0;0.114584;0.1;-0.0346002;-0.177577;0.0;
0.432025;-0.180767;0.035575;0.191525;0.232675;0.0886188;-0.372507;0.0876861;2.91041;0.382688;0.463206;0.250063;2.58711;-0.187096;0.0;0.214283;0.220810;-3.13218;0.220810;1.0;0.0;0.132695;0.1;0.0113812;-0.142341;0.0;
0.433025;-0.241493;-0.0394083;0.304168;0.263169;0.113491;-0.39774;0.0867958;2.92674;0.407100;0.465805;0.256313;2.59077;0.0927657;0.0;0.267529;0.265799;-3.09343;0.265799;1.0;0.0;0.0912072;0.1;-0.0134906;-0.22519;0.0;
0.434025;-0.208003;-0.0215199;0.253521;0.268096;0.148604;-0.424514;0.0837531;2.9468;0.432697;0.468998;0.262563;2.58986;0.00640014;0.0;0.251291;0.254611;-3.05248;0.254611;1.0;0.0;0.112385;0.1;-0.0486036;-0.188112;0.0;
0.435025;-0.1731;-0.00221924;0.201173;0.242878;0.121224;-0.445447;0.0825073;2.95844;0.453024;0.470851;0.268813;2.58821;-0.106455;0.0;0.229642;0.234298;-3.01441;0.234298;1.0;0.0;0.148171;0.1;-0.0212238;-0.149818;0.0;
0.436025;-0.251715;-0.0954272;0.358678;0.240902;0.0775414;-0.462009;0.0823811;2.96514;0.469296;0.471916;0.275063;2.58958;0.117020;0.0;0.27175;0.251089;-2.9788;0.251089;1.0;0.0;0.114822;0.1;0.0224586;-0.265132;0.0;
0.437025;-0.198454;-0.0589106;0.26968;0.265615;0.130734;-0.488629;0.0756967;2.9879;0.494458;0.475539;0.281313;2.59004;0.0269594;0.0;0.254834;0.256761;-2.93772;0.256761;1.0;0.0;0.087276;0.1;-0.0307336;-0.199652;0.0;
0.438025;-0.163080;-0.039879;0.215063;0.249704;0.122478;-0.508769;0.0714399;3.00209;0.51376;0.477797;0.287563;2.58898;-0.0464007;0.0;0.240847;0.243812;-2.89861;0.243812;1.0;0.0;0.12945;0.1;-0.0224779;-0.159903;0.0;
0.439025;-0.171621;-0.0646268;0.24419;0.220506;0.0841251;-0.523748;0.0689421;3.01071;0.528266;0.47917;0.293813;2.58839;-0.00240675;0.0;0.2489;0.23655;-2.86198;0.23655;1.0;0.0;0.118112;0.1;0.0158749;-0.180894;0.0;
0.440025;-0.186281;-0.0956962;0.286787;0.269015;0.127912;-0.547361;0.0606460;3.03125;0.550711;0.482438;0.300063;2.59;0.0305847;0.0;0.255363;0.256286;-2.82139;0.256286;1.0;0.0;0.0827394;0.1;-0.027912;-0.212153;0.0;
0.441025;-0.150774;-0.0770680;0.231781;0.260357;0.138989;-0.566693;0.0538084;3.04692;0.569242;0.484933;0.306313;2.58942;-0.0105490;0.0;0.247576;0.249148;-2.7818;0.249148;1.0;0.0;0.126605;0.1;-0.0389894;-0.172224;0.0;
0.442025;-0.11419;-0.0572294;0.174545;0.226025;0.0872602;-0.581269;0.0487016;3.058;0.583306;0.486696;0.312563;2.58874;-0.0541053;0.0;0.239168;0.240853;-2.74349;0.240853;1.0;0.0;0.136756;0.1;0.0127398;-0.130164;0.0;
0.443025;-0.172293;-0.131944;0.305128;0.258826;0.107116;-0.599179;0.0408002;3.0736;0.600566;0.489179;0.318813;2.58973;0.0205585;0.0;0.253361;0.252992;-2.70453;0.252992;1.0;0.0;0.0892738;0.1;-0.00711586;-0.225673;0.0;
0.444025;-0.136517;-0.113181;0.250061;0.265126;0.137631;-0.61773;0.0316969;3.09033;0.618543;0.491841;0.325063;2.58954;0.00341707;0.0;0.250143;0.250687;-2.66498;0.250687;1.0;0.0;0.105495;0.1;-0.0376308;-0.185381;0.0;
0.445025;0.0;-0.148756;0.171769;0.257707;0.111191;-0.629696;0.02124;3.10787;0.630054;0.494634;0.331313;2.58944;0.0;1.0;0.249447;0.249482;-2.62577;0.249482;1.0;0.0;0.136878;0.1;-0.0111915;-0.128232;0.0;
0.446025;-0.0549429;-0.259987;0.336445;0.266902;0.0818261;-0.643112;0.0107172;3.12493;0.643201;0.497348;0.337563;2.59182;0.340597;0.0;0.314288;0.278643;-2.58724;0.278643;1.0;0.0;0.105390;0.1;0.0181739;-0.249;0.0;
0.447025;-0.0921992;-0.175252;0.271716;0.275869;0.152679;-0.660592;-0.00769792;-3.12994;0.660637;0.501855;0.343813;2.59167;0.112819;0.0;0.27167;0.276822;-2.54195;0.276822;1.0;0.0;0.0928906;0.1;-0.0526793;-0.201569;0.0;
0.448025;-0.112172;-0.125286;0.237579;0.262153;0.161040;-0.67581;-0.0190952;-3.11334;0.676080;0.504496;0.350063;2.58897;-0.07442;0.0;0.236137;0.243665;-2.50160;0.243665;1.0;0.0;0.153301;0.1;-0.0610395;-0.176834;0.0;
0.449025;-0.13228;-0.0747143;0.209645;0.239368;0.105130;-0.688294;-0.0253998;-3.10471;0.688763;0.505871;0.356313;2.58552;-0.301401;0.0;0.192252;0.201348;-2.46744;0.201348;1.0;0.0;0.15848;0.1;-0.00513029;-0.155677;0.0;
0.450025;-0.0577001;-0.213719;0.285976;0.2616;0.125822;-0.700927;-0.0381745;-3.08718;0.701965;0.508659;0.362563;2.59154;0.142461;0.0;0.276756;0.275252;-2.42858;0.275252;1.0;0.0;0.108322;0.1;-0.0258219;-0.212219;0.0;
0.451025;-0.0769335;-0.163484;0.245555;0.260998;0.150903;-0.71521;-0.0528237;-3.06787;0.717158;0.511734;0.368813;2.58974;-0.0155108;0.0;0.246955;0.25315;-2.38707;0.25315;1.0;0.0;0.123842;0.1;-0.0509027;-0.182424;0.0;
0.452025;-0.0968394;-0.111769;0.208786;0.240263;0.112028;-0.726895;-0.0618406;-3.05672;0.72952;0.513508;0.375063;2.58675;-0.2169;0.0;0.208216;0.21642;-2.35082;0.21642;1.0;0.0;0.149374;0.1;-0.0120275;-0.155175;0.0;
0.453025;-0.0285811;-0.236651;0.291169;0.25355;0.0983376;-0.736737;-0.0722919;-3.04378;0.740275;0.515567;0.381313;2.59093;0.133218;0.0;0.274512;0.267738;-2.31477;0.267738;1.0;0.0;0.107547;0.1;0.00166241;-0.215849;0.0;
0.454025;-0.0406187;-0.199597;0.257154;0.264391;0.140034;-0.750136;-0.0905923;-3.02141;0.755586;0.519128;0.387563;2.59030;0.0303179;0.0;0.255297;0.260028;-2.27257;0.260028;1.0;0.0;0.100827;0.1;-0.0400344;-0.190712;0.0;
0.455025;-0.0601211;-0.147209;0.21334;0.245823;0.11882;-0.761071;-0.102705;-3.00745;0.767969;0.521349;0.393813;2.58788;-0.135994;0.0;0.223472;0.230284;-2.23454;0.230284;1.0;0.0;0.139002;0.1;-0.0188202;-0.158594;0.0;
0.456025;0.0492939;-0.354473;0.384027;0.243315;0.078273;-0.769588;-0.110092;-2.9995;0.777423;0.522614;0.400063;2.58975;0.245085;0.0;0.295399;0.253286;-2.20060;0.253286;1.0;0.0;0.113179;0.1;0.021727;-0.283507;0.0;
0.457025;-0.00369873;-0.232953;0.271151;0.266768;0.129584;-0.780873;-0.132493;-2.97352;0.792034;0.52675;0.406313;2.59062;0.0606468;0.0;0.260741;0.263903;-2.15777;0.263903;1.0;0.0;0.0852456;0.1;-0.0295841;-0.200822;0.0;
0.458025;-0.0226631;-0.180565;0.222739;0.253030;0.126135;-0.790850;-0.148011;-2.95658;0.804581;0.529446;0.412563;2.5888;-0.0679291;0.0;0.236279;0.241542;-2.11839;0.241542;1.0;0.0;0.128202;0.1;-0.0261355;-0.165516;0.0;
0.459025;-0.0418292;-0.12764;0.176562;0.221243;0.0590443;-0.798768;-0.157704;-2.94667;0.814187;0.531024;0.418813;2.58622;-0.241421;0.0;0.202703;0.209909;-2.08345;0.209909;1.0;0.0;0.122304;0.1;0.0409557;-0.131079;0.0;
0.460025;0.0332885;-0.263484;0.286963;0.266675;0.120492;-0.807462;-0.178812;-2.92366;0.827024;0.534685;0.425063;2.59068;0.0751485;0.0;0.26326;0.264658;-2.04234;0.264658;1.0;0.0;0.0811619;0.1;-0.0204923;-0.212392;0.0;
