Time;input.control_angle_pu;output.upper_limit_pu;output.lower_limit_pu;output.limited_control_angle_pu;output.limit_active;
0.423025;0.205611;0.401902;0.0138465;0.205611;0.0;
0.424025;0.165689;0.402093;0.0138465;0.165689;0.0;
0.425025;0.196989;0.403877;0.0138465;0.196989;0.0;
0.426025;0.204477;0.402502;0.0138465;0.204477;0.0;
0.427025;0.180894;0.401964;0.0138465;0.180894;0.0;
0.428025;0.205213;0.403190;0.0138465;0.205213;0.0;
0.429025;0.245134;0.401724;0.0138465;0.245134;0.0;
0.430025;0.244569;0.399245;0.0138465;0.244569;0.0;
0.431025;0.198053;0.399549;0.0138465;0.198053;0.0;
0.432025;0.208752;0.402032;0.0138465;0.208752;0.0;
0.433025;0.209844;0.401802;0.0138465;0.209844;0.0;
0.434025;0.169507;0.401757;0.0138465;0.169507;0.0;
