Time;I_a_motor_pu;I_c_motor_pu;U_ab_for_pll_motor;U_bc_for_pll_motor;PLL_error_motor;filtered_frequency_motor;frequency_motor;flux_angle;flux_magnitude;flux_x;flux_y;absolute_speed;motor_voltage_magnitude;dc_voltage;motor_overlap_mask;cos_phi;flux_rotor_frequency;flux_rotor_position;release_pulses;pulse_block_causes;rotor_position_plant;Integrator_angle_motor;R+_motor;S+_motor;T+_motor;R-_motor;S-_motor;T-_motor;dc_voltage_plant;motor_notch_mask_active;
0.8255;0.000329949;0.000609763;-0.515515;1.00063;0.0;1.03725;1.03723;-0.0106543;1.00075;1.00069;-0.0106621;1.03725;1.00078;-0.691746;0.00137045;-0.803997;1.01152;-0.0106543;1.0;0.0;0.041235;1.37044;0.0;0.0;0.0;0.0;0.0;0.0;0.305446;1.0;
0.826238;0.000416045;0.000534975;-0.612764;0.991629;0.0;1.03724;1.03723;0.107155;1.00075;0.995011;0.107031;1.03724;1.00078;-0.698548;0.00135736;-0.811819;1.01174;0.107155;1.0;0.0;0.157081;1.49060;0.0;0.0;0.0;0.0;0.0;0.0;0.170842;1.0;
0.826977;0.000514001;0.000438497;-0.68737;0.973617;0.256694;1.03664;1.03569;0.205330;1.00075;0.979729;0.204044;1.03664;1.00078;-0.69651;0.00137597;-0.809567;1.01192;0.205330;1.0;0.0;0.272927;1.61076;0.0;0.0;0.0;0.0;0.0;0.0;-0.0263;0.0;
0.827715;0.000604832;0.000335941;-0.7681;0.939648;0.252395;1.03567;1.0356;0.32314;1.00075;0.948956;0.317784;1.03567;1.00078;-0.688978;0.00139718;-0.800935;1.01213;0.32314;1.0;0.0;0.388774;1.73074;0.0;0.0;0.0;0.0;0.0;0.0;-0.222157;0.0;
0.828454;0.000687279;0.000228727;-0.838182;0.892653;0.248198;1.03554;1.03551;0.440950;1.00075;0.905026;0.427119;1.03554;1.00078;-0.687288;0.00139059;-0.798929;1.01233;0.440950;1.0;0.0;0.504620;1.85071;0.0;0.0;0.0;0.0;0.0;0.0;0.0352477;0.0;
0.829192;0.000760195;0.000118343;-0.896644;0.833283;0.244013;1.03544;1.03542;0.558759;1.00075;0.848551;0.530533;1.03544;1.00078;-0.693979;0.00136352;-0.806535;1.01252;0.558759;1.0;0.0;0.620466;1.97066;0.0;0.0;0.0;0.0;0.0;0.0;0.262023;0.0;
0.829931;0.000822575;6.31755e-06;-0.942676;0.762361;0.23984;1.03534;1.03531;0.676569;1.00075;0.780311;0.626592;1.03534;1.00078;-0.698699;0.00136294;-0.812016;1.01271;0.676569;1.0;0.0;0.736312;2.09061;0.0;0.0;0.0;0.0;0.0;0.0;0.0767205;0.0;
0.830669;0.000873550;-0.000105795;-0.97564;0.680870;0.235678;1.03523;1.0352;0.794379;1.00075;0.701255;0.713965;1.03523;1.00078;-0.692959;0.00138818;-0.805502;1.01289;0.794379;1.0;0.0;0.852159;2.21054;0.0;0.0;0.0;0.0;0.0;0.0;-0.121164;0.0;
0.831408;0.000912416;-0.000216441;-0.995078;0.58994;0.23153;1.03511;1.03508;0.912189;1.00075;0.612476;0.791439;1.03511;1.00078;-0.687718;0.00139487;-0.799452;1.01307;0.912189;1.0;0.0;0.968005;2.33046;0.0;0.0;0.0;0.0;0.0;0.0;-0.312625;0.0;
0.832146;0.000938633;-0.000324087;-1.00072;0.490832;0.0;1.03502;1.03501;1.03;1.00075;0.515207;0.857942;1.03502;1.00078;-0.690966;0.00137442;-0.803098;1.01324;1.03;1.0;0.0;1.08385;2.45037;0.0;0.0;0.0;0.0;0.0;0.0;0.347532;1.0;
0.832885;0.000951838;-0.000427240;-0.992492;0.384919;0.0;1.03501;1.03501;1.14781;1.00075;0.410796;0.912552;1.03501;1.00078;-0.697446;0.00136226;-0.810553;1.0134;1.14781;1.0;0.0;1.1997;2.57027;0.0;0.0;0.0;0.0;0.0;0.0;0.178478;1.0;
0.833623;0.000952766;-0.000508734;-0.970503;0.27367;0.219148;1.03371;1.03347;1.26562;1.00075;0.300690;0.95451;1.03371;1.00078;-0.69394;0.00138708;-0.806626;1.01356;1.26562;1.0;0.0;1.31554;2.69011;0.0;0.0;0.0;0.0;0.0;0.0;-0.0185035;0.0;
0.834362;0.000941770;-0.000599995;-0.941883;0.177998;0.215853;1.03341;1.03336;1.36379;1.00075;0.205683;0.979387;1.03341;1.00078;-0.687106;0.00140447;-0.798789;1.01368;1.36379;1.0;0.0;1.43139;2.80983;0.0;0.0;0.0;0.0;0.0;0.0;-0.214615;0.0;
0.8351;0.000917718;-0.000682938;-0.895596;0.0610101;0.211921;1.03326;1.03322;1.4816;1.00075;0.0891431;0.996774;1.03326;1.00078;-0.684942;0.00139925;-0.796239;1.01382;1.4816;1.0;0.0;1.54724;2.92954;0.0;0.0;0.0;0.0;0.0;0.0;0.0466853;0.0;
0.835839;0.000880945;-0.000756413;-0.836893;-0.0568233;0.208005;1.03311;1.03307;1.59941;1.00075;-0.028633;1.00034;1.03311;1.00078;-0.691558;0.00137066;-0.803750;1.01396;1.59941;1.0;0.0;1.66308;3.04922;0.0;0.0;0.0;0.0;0.0;0.0;0.290632;0.0;
0.836577;0.000831960;-0.000819402;-0.766588;-0.173869;0.204107;1.03296;1.03292;1.71722;1.00075;-0.146012;0.990043;1.03296;1.00078;-0.698611;0.00136018;-0.81188;1.0141;1.71722;1.0;0.0;1.77893;-3.11429;0.0;0.0;0.0;0.0;0.0;0.0;0.0845726;0.0;
0.837316;0.000771440;-0.000871031;-0.685656;-0.288504;0.200227;1.0328;1.03276;1.83503;1.00075;-0.261367;0.966018;1.0328;1.00078;-0.69499;0.00138191;-0.807807;1.01422;1.83503;1.0;0.0;1.89477;-2.99464;0.0;0.0;0.0;0.0;0.0;0.0;-0.113354;0.0;
0.838054;0.000700227;-0.000910585;-0.595218;-0.39914;0.196366;1.03263;1.03259;1.95284;1.00075;-0.373099;0.928602;1.03263;1.00078;-0.689666;0.00139063;-0.801671;1.01434;1.95284;1.0;0.0;2.01062;-2.875;0.0;0.0;0.0;0.0;0.0;0.0;-0.305268;0.0;
0.838793;0.000619305;-0.000937516;-0.49653;-0.504242;0.0;1.03254;1.03253;2.07065;1.00075;-0.479658;0.878312;1.03254;1.00078;-0.692281;0.00137176;-0.804592;1.01445;2.07065;1.0;0.0;2.12647;-2.75538;0.0;0.0;0.0;0.0;0.0;0.0;0.366613;1.0;
0.839531;0.000529798;-0.000951450;-0.390957;-0.602354;0.0;1.03253;1.03253;2.18846;1.00075;-0.579568;0.815846;1.03253;1.00078;-0.698584;0.00135923;-0.811839;1.01456;2.18846;1.0;0.0;2.24231;-2.63577;0.0;0.0;0.0;0.0;0.0;0.0;0.186151;1.0;
0.840270;0.000432947;-0.000952195;-0.279965;-0.692116;0.184885;1.0312;1.03103;2.30627;1.00075;-0.671443;0.742071;1.0312;1.00078;-0.695026;0.00138524;-0.807858;1.01467;2.30627;1.0;0.0;2.35816;-2.51624;0.0;0.0;0.0;0.0;0.0;0.0;-0.0106508;0.0;
0.841008;0.000347593;-0.000942725;-0.165092;-0.772283;0.181223;1.03091;1.03086;2.42408;1.00075;-0.754010;0.658007;1.03091;1.00078;-0.686691;0.00140551;-0.798295;1.01476;2.42408;1.0;0.0;2.47401;-2.39681;0.0;0.0;0.0;0.0;0.0;0.0;-0.207000;0.0;
0.841747;0.000240824;-0.000919392;-0.0675468;-0.830953;0.17819;1.03076;1.03071;2.52225;1.00075;-0.814875;0.580933;1.03076;1.00078;-0.685106;0.00140028;-0.796418;1.01484;2.52225;1.0;0.0;2.58985;-2.27739;0.0;0.0;0.0;0.0;0.0;0.0;0.0589226;0.0;
0.842485;0.000130717;-0.000883314;0.0502825;-0.890749;0.174569;1.03057;1.03052;2.64006;1.00075;-0.877508;0.481128;1.03057;1.00078;-0.691296;0.00137306;-0.803441;1.01493;2.64006;1.0;0.0;2.70570;-2.15799;0.0;0.0;0.0;0.0;0.0;0.0;0.292751;0.0;
0.843224;1.87978e-05;-0.000834991;0.167415;-0.938197;0.170971;1.03038;1.03033;2.75787;1.00075;-0.927976;0.374653;1.03038;1.00078;-0.698014;0.00136367;-0.811189;1.01501;2.75787;1.0;0.0;2.82154;-2.03862;0.0;0.0;0.0;0.0;0.0;0.0;0.0923405;0.0;
0.843962;-9.33821e-05;-0.000775092;0.282226;-0.972639;0.167395;1.03019;1.03013;2.87568;1.00075;-0.96558;0.262984;1.03019;1.00078;-0.694002;0.00138676;-0.806670;1.01509;2.87568;1.0;0.0;2.93739;-1.91927;0.0;0.0;0.0;0.0;0.0;0.0;-0.105606;0.0;
0.844701;-0.000204268;-0.000704447;0.393125;-0.993596;0.163843;1.02998;1.02993;2.99349;1.00075;-0.989797;0.147669;1.02998;1.00078;-0.688189;0.00139685;-0.799975;1.01517;2.99349;1.0;0.0;3.05324;-1.79994;0.0;0.0;0.0;0.0;0.0;0.0;-0.297956;0.0;
0.845439;-0.000312322;-0.000624038;0.498574;-1.00078;0.0;1.0299;1.02989;3.1113;1.00075;-1.00029;0.0303077;1.0299;1.00078;-0.690416;0.00137854;-0.802448;1.01524;3.1113;1.0;0.0;-3.1141;-1.68063;0.0;0.0;0.0;0.0;0.0;0.0;-0.0479402;1.0;
0.846178;-0.000416045;-0.000534976;0.597111;-0.994089;0.156792;1.02945;1.02874;-3.05407;1.00075;-0.996922;-0.0874742;1.02945;1.00078;-0.697809;0.00135975;-0.810923;1.01531;-3.05407;1.0;0.0;-2.99826;-1.56132;0.0;0.0;0.0;0.0;0.0;0.0;0.193902;0.0;
0.846916;-0.000514001;-0.000438498;0.68737;-0.973618;0.153336;1.02862;1.02853;-2.93626;1.00075;-0.97973;-0.204043;1.02862;1.00078;-0.696529;0.00137937;-0.809549;1.01537;-2.93626;1.0;0.0;-2.88241;-1.44214;0.0;0.0;0.0;0.0;0.0;0.0;-0.00277784;0.0;
0.847655;-0.000604832;-0.000335942;0.768101;-0.939649;0.149972;1.02838;1.02832;-2.81845;1.00075;-0.948956;-0.317784;1.02838;1.00078;-0.688879;0.00140032;-0.800787;1.01543;-2.81845;1.0;0.0;-2.76656;-1.32299;0.0;0.0;0.0;0.0;0.0;0.0;-0.199349;0.0;
0.848393;-0.000674170;-0.000246858;0.838183;-0.892654;0.146633;1.02816;1.02811;-2.70064;1.00075;-0.905027;-0.427119;1.02816;1.00078;-0.687186;0.00139373;-0.798776;1.01548;-2.70064;1.0;0.0;-2.65072;-1.20387;0.0;0.0;0.0;0.0;0.0;0.0;0.0686898;0.0;
0.849132;-0.000748750;-0.000136896;0.887744;-0.844005;0.14387;1.02798;1.02792;-2.60247;1.00075;-0.858804;-0.513771;1.02798;1.00078;-0.692445;0.00137097;-0.804745;1.01553;-2.60247;1.0;0.0;-2.53487;-1.08478;0.0;0.0;0.0;0.0;0.0;0.0;0.293905;0.0;
0.84987;-0.000812949;-2.50369e-05;0.935897;-0.774944;0.140577;1.02776;1.0277;-2.48466;1.00075;-0.792464;-0.611151;1.02776;1.00078;-0.698696;0.00136309;-0.81196;1.01558;-2.48466;1.0;0.0;-2.41902;-0.965704;0.0;0.0;0.0;0.0;0.0;0.0;0.100122;0.0;
0.850609;-0.000865879;8.71695e-05;0.971076;-0.69514;0.13731;1.02754;1.02748;-2.36685;1.00075;-0.715138;-0.700059;1.02754;1.00078;-0.694264;0.00138751;-0.806960;1.01562;-2.36685;1.0;0.0;-2.30318;-0.846659;0.0;0.0;0.0;0.0;0.0;0.0;-0.0978276;0.0;
0.851347;-0.000906806;0.000198167;0.992792;-0.605699;0.134070;1.02731;1.02725;-2.24904;1.00075;-0.627898;-0.779262;1.02731;1.00078;-0.688038;0.00139892;-0.799792;1.01566;-2.24904;1.0;0.0;-2.18733;-0.727639;0.0;0.0;0.0;0.0;0.0;0.0;-0.290598;1.0;
0.852086;-0.000935162;0.000306418;1.00074;-0.507861;0.0;1.02725;1.02725;-2.13123;1.00075;-0.531953;-0.847662;1.02725;1.00078;-0.689831;0.00138163;-0.801767;1.0157;-2.13123;1.0;0.0;-2.07149;-0.608636;0.0;0.0;0.0;0.0;0.0;0.0;-0.0412362;1.0;
0.852824;-0.000950552;0.000410421;0.994825;-0.402983;0.127645;1.0268;1.02609;-2.01342;1.00075;-0.428634;-0.904311;1.0268;1.00078;-0.697832;0.00135874;-0.810925;1.01574;-2.01342;1.0;0.0;-1.95564;-0.489633;0.0;0.0;0.0;0.0;0.0;0.0;0.201955;0.0;
0.853563;-0.000952765;0.000508734;0.975113;-0.292518;0.124502;1.02595;1.02585;-1.89561;1.00075;-0.319373;-0.948423;1.02595;1.00078;-0.698006;0.00137394;-0.811213;1.01577;-1.89561;1.0;0.0;-1.83979;-0.370760;0.0;0.0;0.0;0.0;0.0;0.0;0.00510177;0.0;
0.854301;-0.000941770;0.000599996;0.941883;-0.177998;0.121452;1.02568;1.02562;-1.7778;1.00075;-0.205684;-0.979387;1.02568;1.00078;-0.691058;0.00139486;-0.803266;1.0158;-1.7778;1.0;0.0;-1.72395;-0.251927;0.0;0.0;0.0;0.0;0.0;0.0;-0.191674;0.0;
0.855040;-0.000917720;0.000682938;0.895596;-0.0610105;0.118431;1.02545;1.02539;-1.65999;1.00075;-0.0891435;-0.996774;1.02545;1.00078;-0.688932;0.00139011;-0.800763;1.01582;-1.65999;1.0;0.0;-1.60810;-0.133121;0.0;0.0;0.0;0.0;0.0;0.0;0.0765797;0.0;
0.855778;-0.000887940;0.000744871;0.836893;0.056823;0.115437;1.02521;1.02515;-1.54218;1.00075;0.0286327;-1.00034;1.02521;1.00078;-0.695099;0.00136453;-0.807771;1.01585;-1.54218;1.0;0.0;-1.49225;-0.0143405;0.0;0.0;0.0;0.0;0.0;0.0;0.296589;0.0;
0.856517;-0.000840945;0.000809671;0.779072;0.154485;0.112963;1.02502;1.02495;-1.44401;1.00075;0.126546;-0.992719;1.02502;1.00078;-0.69949;0.00136220;-0.812858;1.01586;-1.44401;1.0;0.0;-1.37641;0.104413;0.0;0.0;0.0;0.0;0.0;0.0;0.107906;0.0;
0.857255;-0.000782294;0.000863247;0.699837;0.269634;0.110020;1.02477;1.02471;-1.3262;1.00075;0.24235;-0.970964;1.02477;1.00078;-0.694638;0.00138794;-0.807376;1.01588;-1.3262;1.0;0.0;-1.26056;0.223138;0.0;0.0;0.0;0.0;0.0;0.0;-0.0900299;0.0;
0.857994;-0.000712798;0.000904857;0.610900;0.381044;0.0;1.02455;1.02451;-1.20839;1.00075;0.354795;-0.935749;1.02455;1.00078;-0.688004;0.00140066;-0.799743;1.01589;-1.20839;1.0;0.0;-1.14472;0.341836;0.0;0.0;0.0;0.0;0.0;0.0;-0.283204;1.0;
0.858732;-0.000633420;0.000933924;0.513495;0.487172;0.0;1.02451;1.02451;-1.09058;1.00075;0.462321;-0.887561;1.02451;1.00078;-0.689352;0.00138476;-0.801211;1.0159;-1.09058;1.0;0.0;-1.02887;0.460521;0.0;0.0;0.0;0.0;0.0;0.0;-0.0344936;1.0;
0.859471;-0.000545262;0.000950043;0.408970;0.586547;0.101321;1.02384;1.02341;-0.972768;1.00075;0.563438;-0.827069;1.02384;1.00078;-0.697269;0.00136071;-0.810262;1.01591;-0.972768;1.0;0.0;-0.913024;0.579196;0.0;0.0;0.0;0.0;0.0;0.0;0.209757;0.0;
0.860209;-0.000449544;0.000952990;0.298776;0.67779;0.0985264;1.02325;1.02316;-0.854958;1.00075;0.656744;-0.755111;1.02325;1.00078;-0.698305;0.00137370;-0.811539;1.01592;-0.854958;1.0;0.0;-0.797177;0.697744;0.0;0.0;0.0;0.0;0.0;0.0;0.0129419;0.0;
0.860948;-0.000347594;0.000942727;0.18444;0.759637;0.0957936;1.02299;1.02292;-0.737148;1.00075;0.740946;-0.672685;1.02299;1.00078;-0.691179;0.00139630;-0.803396;1.01592;-0.737148;1.0;0.0;-0.681331;0.816265;0.0;0.0;0.0;0.0;0.0;0.0;-0.184023;0.0;
0.861686;-0.000240825;0.000919394;0.0675472;0.830953;0.0930900;1.02274;1.02268;-0.619339;1.00075;0.814875;-0.580934;1.02274;1.00078;-0.688488;0.00139317;-0.800246;1.01591;-0.619339;1.0;0.0;-0.565485;0.934759;0.0;0.0;0.0;0.0;0.0;0.0;0.0827267;0.0;
0.862425;-0.000130718;0.000883315;-0.0502822;0.890750;0.0904153;1.02249;1.02243;-0.501529;1.00075;0.877508;-0.481129;1.02249;1.00078;-0.694281;0.00136830;-0.806825;1.01591;-0.501529;1.0;0.0;-0.449639;1.05322;0.0;0.0;0.0;0.0;0.0;0.0;0.308833;0.0;
0.863163;-3.75115e-05;0.000843869;-0.167414;0.938197;0.0877696;1.02225;1.02218;-0.383719;1.00075;0.927977;-0.374654;1.02225;1.00078;-0.698942;0.00136755;-0.812234;1.0159;-0.383719;1.0;0.0;-0.333793;1.17166;0.0;0.0;0.0;0.0;0.0;0.0;0.115661;0.0;
0.863902;7.47332e-05;0.000785846;-0.26332;0.967825;0.0855873;1.02204;1.02197;-0.285545;1.00075;0.960231;-0.281892;1.02204;1.00078;-0.694244;0.00139070;-0.806915;1.01589;-0.285545;1.0;0.0;-0.217947;1.29007;0.0;0.0;0.0;0.0;0.0;0.0;-0.082247;0.0;
0.86464;0.000185942;0.000716928;-0.374979;0.991055;0.0;1.02183;1.0218;-0.167735;1.00075;0.986708;-0.167075;1.02183;1.00078;-0.687159;0.00140495;-0.798768;1.01588;-0.167735;1.0;0.0;-0.102100;1.40845;0.0;0.0;0.0;0.0;0.0;0.0;-0.275809;1.0;
0.865379;0.000294573;0.000638072;-0.48144;1.00055;0.0;1.0218;1.0218;-0.0499251;1.00075;0.999506;-0.0499419;1.0218;1.00078;-0.688028;0.00139051;-0.799688;1.01586;-0.0499251;1.0;0.0;0.0137459;1.52682;0.0;0.0;0.0;0.0;0.0;0.0;-0.0276586;1.0;
0.866117;0.000399121;0.000550371;-0.581227;0.996167;0.0778452;1.02104;1.02077;0.0678847;1.00075;0.998447;0.0678836;1.02104;1.00078;-0.695783;0.00136626;-0.808548;1.01584;0.0678847;1.0;0.0;0.129592;1.64516;0.0;0.0;0.0;0.0;0.0;0.0;0.217424;0.0;
0.866856;0.000498135;0.000455038;-0.672957;0.977978;0.0753864;1.02060;1.02052;0.185694;1.00075;0.983548;0.184768;1.02060;1.00078;-0.697216;0.00137820;-0.810283;1.01583;0.185694;1.0;0.0;0.245438;1.76341;0.0;0.0;0.0;0.0;0.0;0.0;0.0207442;0.0;
0.867594;0.000590243;0.000353398;-0.755357;0.946231;0.0729652;1.02034;1.02027;0.303504;1.00075;0.955013;0.299091;1.02034;1.00078;-0.689907;0.00140187;-0.801932;1.01581;0.303504;1.0;0.0;0.361285;1.88162;0.0;0.0;0.0;0.0;0.0;0.0;-0.176392;0.0;
0.868333;0.000674170;0.000246858;-0.827285;0.901366;0.0705734;1.02009;1.02002;0.421314;1.00075;0.913239;0.409268;1.02009;1.00078;-0.686723;0.00140025;-0.798219;1.01579;0.421314;1.0;0.0;0.47713;1.99981;0.0;0.0;0.0;0.0;0.0;0.0;0.00286224;0.0;
0.869071;0.000748750;0.000136896;-0.887745;0.844006;0.0682111;1.01984;1.01977;0.539124;1.00075;0.858805;0.51377;1.01984;1.00078;-0.692341;0.00137453;-0.804589;1.01576;0.539124;1.0;0.0;0.592977;2.11796;0.0;0.0;0.0;0.0;0.0;0.0;0.380749;0.0;
0.86981;0.000812949;2.50372e-05;-0.935898;0.774945;0.0658787;1.01959;1.01952;0.656933;1.00075;0.792465;0.611151;1.01959;1.00078;-0.698653;0.00136646;-0.811873;1.01574;0.656933;1.0;0.0;0.708824;2.23609;0.0;0.0;0.0;0.0;0.0;0.0;0.123437;0.0;
0.870548;0.000857873;-6.85102e-05;-0.971076;0.69514;0.0635761;1.01933;1.01926;0.774743;1.00075;0.715139;0.700059;1.01933;1.00078;-0.694238;0.00139087;-0.806890;1.01572;0.774743;1.0;0.0;0.82467;2.35419;0.0;0.0;0.0;0.0;0.0;0.0;-0.0744193;0.0;
0.871287;0.000900844;-0.000179817;-0.990123;0.621225;0.0;1.01919;1.01918;0.872918;1.00075;0.643077;0.766784;1.01919;1.00078;-0.688576;0.00140238;-0.800380;1.01569;0.872918;1.0;0.0;0.940516;2.47226;0.0;0.0;0.0;0.0;0.0;0.0;-0.268353;1.0;
0.872025;0.000931328;-0.000288631;-1.00038;0.524695;0.0;1.01918;1.01918;0.990727;1.00075;0.548494;0.837055;1.01918;1.00078;-0.688834;0.00138960;-0.800600;1.01567;0.990727;1.0;0.0;1.05636;2.59033;0.0;0.0;0.0;0.0;0.0;0.0;-0.0216381;1.0;
0.872764;0.000948898;-0.000393445;-0.996774;0.420892;0.0571614;1.01839;1.01821;1.10854;1.00075;0.446307;0.895721;1.01839;1.00078;-0.696688;0.00136315;-0.809563;1.01564;1.10854;1.0;0.0;1.17221;2.70835;0.0;0.0;0.0;0.0;0.0;0.0;0.225023;0.0;
0.873502;0.000953314;-0.000492803;-0.979347;0.311253;0.0550083;1.01804;1.01796;1.22635;1.00075;0.337933;0.94197;1.01804;1.00078;-0.699127;0.00137132;-0.812443;1.01561;1.22635;1.0;0.0;1.28805;2.8263;0.0;0.0;0.0;0.0;0.0;0.0;0.0286334;0.0;
0.874241;0.000944517;-0.000585331;-0.948344;0.1973;0.0528884;1.01778;1.01772;1.34416;1.00075;0.224874;0.975161;1.01778;1.00078;-0.692687;0.00139416;-0.805097;1.01558;1.34416;1.0;0.0;1.40390;2.94422;0.0;0.0;0.0;0.0;0.0;0.0;-0.168658;0.0;
0.874979;0.000922623;-0.000669742;-0.904193;0.0806116;0.0507980;1.01753;1.01747;1.46197;1.00075;0.108697;0.994832;1.01753;1.00078;-0.689212;0.00139432;-0.801057;1.01555;1.46197;1.0;0.0;1.51975;3.06211;0.0;0.0;0.0;0.0;0.0;0.0;0.0339887;0.0;
0.875718;0.000887940;-0.000744870;-0.847507;-0.0371943;0.0487373;1.01728;1.01722;1.57978;1.00075;-0.00898612;1.00071;1.01728;1.00078;-0.694253;0.00136999;-0.806766;1.01552;1.57978;1.0;0.0;1.63559;-3.10322;0.0;0.0;0.0;0.0;0.0;0.0;0.372273;0.0;
0.876456;0.000840947;-0.000809671;-0.779073;-0.154485;0.0467058;1.01703;1.01696;1.69759;1.00075;-0.126545;0.99272;1.01703;1.00078;-0.700015;0.00136370;-0.813422;1.01548;1.69759;1.0;0.0;1.75144;-2.98539;0.0;0.0;0.0;0.0;0.0;0.0;0.131208;0.0;
0.877195;0.000782295;-0.000863248;-0.699838;-0.269633;0.0447039;1.01678;1.01671;1.8154;1.00075;-0.24235;0.970965;1.01678;1.00078;-0.695163;0.00138941;-0.807938;1.01545;1.8154;1.0;0.0;1.86729;-2.86758;0.0;0.0;0.0;0.0;0.0;0.0;-0.066589;0.0;
0.877933;0.000725095;-0.000898781;-0.610901;-0.381044;0.0;1.01664;1.01663;1.93321;1.00075;-0.354794;0.935749;1.01664;1.00078;-0.688528;0.00140208;-0.800303;1.01541;1.93321;1.0;0.0;1.98313;-2.74981;0.0;0.0;0.0;0.0;0.0;0.0;-0.260877;1.0;
0.878672;0.000647293;-0.000929969;-0.530262;-0.469915;0.0;1.01663;1.01663;2.03138;1.00075;-0.444805;0.896467;1.01663;1.00078;-0.689017;0.00139060;-0.800801;1.01538;2.03138;1.0;0.0;2.09898;-2.63203;0.0;0.0;0.0;0.0;0.0;0.0;-0.0147171;1.0;
0.87941;0.000560515;-0.000948266;-0.426825;-0.570513;0.0391397;1.01593;1.01577;2.14919;1.00075;-0.547091;0.837972;1.01593;1.00078;-0.69654;0.00136426;-0.809379;1.01535;2.14919;1.0;0.0;2.21482;-2.5143;0.0;0.0;0.0;0.0;0.0;0.0;0.232405;0.0;
0.880149;0.000465967;-0.000953416;-0.317472;-0.663203;0.037275;1.0156;1.01553;2.267;1.00075;-0.641792;0.76786;1.0156;1.00078;-0.699498;0.00137082;-0.812854;1.01531;2.267;1.0;0.0;2.33067;-2.39664;0.0;0.0;0.0;0.0;0.0;0.0;0.036468;0.0;
0.880887;0.000364960;-0.000945350;-0.203717;-0.746698;0.0354423;1.01535;1.01528;2.38481;1.00075;-0.727596;0.687103;1.01535;1.00078;-0.69286;0.00139533;-0.805288;1.01527;2.38481;1.0;0.0;2.44652;-2.27901;0.0;0.0;0.0;0.0;0.0;0.0;-0.160963;0.0;
0.881626;0.000258893;-0.000924179;-0.0871388;-0.819843;0.0336386;1.0151;1.01504;2.50262;1.00075;-0.803313;0.596821;1.0151;1.00078;-0.68882;0.00139710;-0.800601;1.01523;2.50262;1.0;0.0;2.56236;-2.1614;0.0;0.0;0.0;0.0;0.0;0.0;-0.349845;0.0;
0.882364;0.000149237;-0.000890194;0.0306479;-0.881621;0.0318637;1.01486;1.01479;2.62043;1.00075;-0.867893;0.498265;1.01486;1.00078;-0.693484;0.00137333;-0.805875;1.01519;2.62043;1.0;0.0;2.67821;-2.04382;0.0;0.0;0.0;0.0;0.0;0.0;0.415164;0.0;
0.883103;3.75119e-05;-0.000843870;0.148010;-0.931177;0.0301173;1.01462;1.01455;2.73824;1.00075;-0.920442;0.392801;1.01462;1.00078;-0.699826;0.00136412;-0.813188;1.01515;2.73824;1.0;0.0;2.79406;-1.92627;0.0;0.0;0.0;0.0;0.0;0.0;0.138943;0.0;
0.883841;-7.4733e-05;-0.000785847;0.26332;-0.967825;0.0283999;1.01437;1.01431;2.85605;1.00075;-0.960231;0.281892;1.01437;1.00078;-0.695623;0.00138872;-0.808451;1.01511;2.85605;1.0;0.0;2.90990;-1.80874;0.0;0.0;0.0;0.0;0.0;0.0;-0.0587651;0.0;
0.88458;-0.000185942;-0.000716929;0.374979;-0.991055;0.0;1.01424;1.01423;2.97386;1.00075;-0.986708;0.167075;1.01424;1.00078;-0.688817;0.00140276;-0.800626;1.01507;2.97386;1.0;0.0;3.02575;-1.69125;0.0;0.0;0.0;0.0;0.0;0.0;-0.253392;1.0;
0.885318;-0.000276711;-0.000651861;0.48144;-1.00055;0.0;1.01423;1.01423;3.09167;1.00075;-0.999506;0.049942;1.01423;1.00078;-0.689653;0.00138844;-0.801510;1.01503;3.09167;1.0;0.0;-3.14159;-1.57375;0.0;0.0;0.0;0.0;0.0;0.0;-0.00755754;1.0;
0.886057;-0.000382041;-0.000565553;0.56512;-0.99786;0.0236389;1.01362;1.01347;-3.09334;1.00075;-0.999588;-0.0482672;1.01362;1.00078;-0.695949;0.00136760;-0.808697;1.015;-3.09334;1.0;0.0;-3.02575;-1.4563;0.0;0.0;0.0;0.0;0.0;0.0;0.240027;0.0;
0.886795;-0.000482076;-0.000471402;0.658283;-0.98196;0.0220457;1.0133;1.01324;-2.97553;1.00075;-0.986986;-0.165422;1.0133;1.00078;-0.698623;0.00137514;-0.811847;1.01496;-2.97553;1.0;0.0;-2.90990;-1.3389;0.0;0.0;0.0;0.0;0.0;0.0;0.0442612;0.0;
0.887534;-0.000575427;-0.000370718;0.742321;-0.952447;0.0204831;1.01306;1.013;-2.85772;1.00075;-0.960702;-0.280283;1.01306;1.00078;-0.691528;0.00140103;-0.803757;1.01492;-2.85772;1.0;0.0;-2.79405;-1.22153;0.0;0.0;0.0;0.0;0.0;0.0;-0.153292;0.0;
0.888272;-0.000660801;-0.000264893;0.816068;-0.909731;0.0189483;1.01283;1.01276;-2.73991;1.00075;-0.921099;-0.391259;1.01283;1.00078;-0.686996;0.00140415;-0.798507;1.01487;-2.73991;1.0;0.0;-2.67821;-1.10419;0.0;0.0;0.0;0.0;0.0;0.0;-0.342708;0.0;
