Time;I_a_motor_pu;I_c_motor_pu;U_ab_for_pll_motor;U_bc_for_pll_motor;PLL_error_motor;filtered_frequency_motor;frequency_motor;flux_angle;flux_magnitude;flux_x;flux_y;absolute_speed;motor_voltage_magnitude;dc_voltage;motor_overlap_mask;cos_phi;flux_rotor_frequency;flux_rotor_position;release_pulses;pulse_block_causes;rotor_position_plant;Integrator_angle_motor;R+_motor;S+_motor;T+_motor;R-_motor;S-_motor;T-_motor;dc_voltage_plant;motor_notch_mask_active;
0.221298;0.000257027;-0.000199801;-0.222822;-0.06283;0.214545;0.329494;0.329481;1.8549;0.944223;-0.264662;0.906373;0.329494;0.300216;-0.204496;0.00412337;-0.792797;0.329201;1.8549;1.0;0.0;1.78816;-3.13106;0.0;0.0;0.0;0.0;0.0;0.0;-0.334424;0.0;
0.222035;0.000253957;-0.000206087;-0.2168;-0.0714478;0.21165;0.329451;0.329436;1.88359;0.946421;-0.291226;0.900499;0.329451;0.300216;-0.205498;0.00405901;-0.796549;0.329654;1.88359;1.0;0.0;1.82291;-3.0929;0.0;0.0;0.0;0.0;0.0;0.0;0.435123;0.0;
0.222773;0.000250571;-0.000212116;-0.209327;-0.0817067;0.208182;0.329392;0.329375;1.91795;0.949031;-0.322879;0.892417;0.329392;0.300216;-0.207672;0.00400494;-0.804860;0.330162;1.91795;1.0;0.0;1.85766;-3.05473;0.0;0.0;0.0;0.0;0.0;0.0;0.155471;0.0;
0.223511;0.000246872;-0.000217880;-0.201592;-0.0918635;0.204720;0.329324;0.329305;1.95224;0.95161;-0.354251;0.883214;0.329324;0.300216;-0.206919;0.00407732;-0.802090;0.330633;1.95224;1.0;0.0;1.89242;-3.01658;0.0;0.0;0.0;0.0;0.0;0.0;-0.0419801;0.0;
0.224248;0.000242864;-0.000223372;-0.193605;-0.101906;0.201267;0.329248;0.329226;1.98648;0.954157;-0.385306;0.8729;0.329248;0.300216;-0.204691;0.00413956;-0.793581;0.331067;1.98648;1.0;0.0;1.92717;-2.97844;0.0;0.0;0.0;0.0;0.0;0.0;-0.237278;0.0;
0.224986;0.000238553;-0.000228585;-0.185376;-0.11182;0.197823;0.329163;0.32914;2.02067;0.956669;-0.416006;0.861484;0.329163;0.300216;-0.204470;0.00410726;-0.792656;0.331465;2.02067;1.0;0.0;1.96192;-2.94030;0.0;0.0;0.0;0.0;0.0;0.0;0.00797531;0.0;
0.225723;0.000233944;-0.000233512;-0.176916;-0.121595;0.194389;0.329071;0.329046;2.0548;0.959146;-0.446314;0.848978;0.329071;0.300216;-0.206586;0.00402177;-0.800680;0.331829;2.0548;1.0;0.0;1.99668;-2.90217;0.0;0.0;0.0;0.0;0.0;0.0;0.25416;0.0;
0.226461;0.000229043;-0.000238148;-0.168235;-0.131219;0.190966;0.328971;0.328944;2.08888;0.961584;-0.476193;0.835395;0.328971;0.300216;-0.207391;0.00404535;-0.803845;0.332159;2.08888;1.0;0.0;2.03143;-2.86406;0.0;0.0;0.0;0.0;0.0;0.0;0.0610407;0.0;
0.227199;0.000223856;-0.000242486;-0.159344;-0.140678;0.0;0.328882;0.328871;2.12292;0.963984;-0.505606;0.820748;0.328882;0.300216;-0.205240;0.00413291;-0.79569;0.332456;2.12292;1.0;0.0;2.06619;-2.82595;0.0;0.0;0.0;0.0;0.0;0.0;-0.136718;1.0;
0.227936;0.000218389;-0.000246521;-0.150254;-0.149962;0.0;0.328872;0.328871;2.15692;0.966343;-0.534517;0.805053;0.328872;0.300216;-0.203859;0.00414449;-0.790360;0.33272;2.15692;1.0;0.0;2.10094;-2.78786;0.0;0.0;0.0;0.0;0.0;0.0;-0.327227;1.0;
0.228674;0.000213625;-0.000249649;-0.140976;-0.159058;0.0;0.328871;0.328871;2.19088;0.968661;-0.562891;0.788326;0.328871;0.300216;-0.205155;0.00406599;-0.795218;0.332951;2.19088;1.0;0.0;2.13569;-2.74976;0.0;0.0;0.0;0.0;0.0;0.0;0.195279;1.0;
0.229412;0.000207663;-0.000253116;-0.133109;-0.166487;0.0;0.328871;0.328871;2.21915;0.970560;-0.586099;0.773611;0.328871;0.300216;-0.207152;0.00401353;-0.802853;0.33312;2.21915;1.0;0.0;2.17045;-2.71166;0.0;0.0;0.0;0.0;0.0;0.0;0.163134;1.0;
0.230149;0.000201442;-0.000256267;-0.123518;-0.175211;0.0;0.328871;0.328871;2.25305;0.972798;-0.613395;0.755038;0.328871;0.300216;-0.206893;0.00407305;-0.801971;0.333294;2.25305;1.0;0.0;2.20520;-2.67356;0.0;0.0;0.0;0.0;0.0;0.0;-0.0341521;1.0;
0.230887;0.000194970;-0.000259098;-0.113772;-0.183716;0.0;0.328871;0.328871;2.28693;0.974991;-0.640053;0.735486;0.328871;0.300216;-0.204694;0.00414004;-0.793585;0.333438;2.28693;1.0;0.0;2.23996;-2.63546;0.0;0.0;0.0;0.0;0.0;0.0;-0.229738;1.0;
0.231624;0.000188254;-0.000261606;-0.103884;-0.191991;0.167717;0.325751;0.325207;2.32077;0.977139;-0.666040;0.714977;0.325751;0.300216;-0.204128;0.00410742;-0.791257;0.333553;2.32077;1.0;0.0;2.27471;-2.59755;0.0;0.0;0.0;0.0;0.0;0.0;0.0310741;0.0;
0.232362;0.000181303;-0.000263787;-0.0938657;-0.200027;0.164729;0.325165;0.325112;2.3546;0.979241;-0.691322;0.693532;0.325165;0.300216;-0.206228;0.00400952;-0.799176;0.333639;2.3546;1.0;0.0;2.30946;-2.55988;0.0;0.0;0.0;0.0;0.0;0.0;0.254095;0.0;
0.2331;0.000174126;-0.000265638;-0.0837306;-0.207812;0.161768;0.325042;0.325014;2.3884;0.981295;-0.715866;0.671174;0.325042;0.300216;-0.207762;0.00400173;-0.805103;0.333697;2.3884;1.0;0.0;2.34422;-2.52222;0.0;0.0;0.0;0.0;0.0;0.0;0.0689349;0.0;
0.233837;0.000166730;-0.000267158;-0.073491;-0.215339;0.15882;0.324938;0.32491;2.42219;0.983301;-0.73964;0.64793;0.324938;0.300216;-0.206143;0.00408174;-0.798988;0.333728;2.42219;1.0;0.0;2.37897;-2.48457;0.0;0.0;0.0;0.0;0.0;0.0;-0.128896;0.0;
0.234575;0.000159127;-0.000268343;-0.0631596;-0.222596;0.155884;0.324829;0.3248;2.45597;0.985258;-0.762612;0.623824;0.324829;0.300216;-0.204686;0.00410045;-0.793372;0.333733;2.45597;1.0;0.0;2.41373;-2.44694;0.0;0.0;0.0;0.0;0.0;0.0;-0.319889;0.0;
0.235312;0.000151325;-0.000269194;-0.0527493;-0.229575;0.152961;0.324715;0.324684;2.48973;0.987166;-0.784753;0.598883;0.324715;0.300216;-0.205783;0.00402703;-0.797477;0.333713;2.48973;1.0;0.0;2.44848;-2.40931;0.0;0.0;0.0;0.0;0.0;0.0;0.367771;0.0;
0.236050;0.000144679;-0.000269646;-0.0422731;-0.236267;0.150051;0.324595;0.324562;2.52348;0.989025;-0.806031;0.573136;0.324595;0.300216;-0.207743;0.00398746;-0.804989;0.333669;2.52348;1.0;0.0;2.48323;-2.3717;0.0;0.0;0.0;0.0;0.0;0.0;0.170859;0.0;
0.236788;0.000136538;-0.000269880;-0.0335020;-0.241619;0.147637;0.32449;0.324456;2.5516;0.990536;-0.823083;0.551086;0.32449;0.300216;-0.207008;0.00405093;-0.802265;0.333613;2.5516;1.0;0.0;2.51799;-2.33411;0.0;0.0;0.0;0.0;0.0;0.0;-0.0262908;0.0;
0.237525;0.000128226;-0.000269777;-0.0229391;-0.247765;0.144755;0.32436;0.324325;2.58535;0.992302;-0.842705;0.523939;0.32436;0.300216;-0.204699;0.00412078;-0.793453;0.333526;2.58535;1.0;0.0;2.55274;-2.29653;0.0;0.0;0.0;0.0;0.0;0.0;-0.222148;0.0;
0.238263;0.000119755;-0.000269336;-0.0123475;-0.253601;0.141887;0.324224;0.324188;2.61908;0.994019;-0.861386;0.496071;0.324224;0.300216;-0.204187;0.00409905;-0.791422;0.333417;2.61908;1.0;0.0;2.58749;-2.25896;0.0;0.0;0.0;0.0;0.0;0.0;0.0352572;0.0;
0.239001;0.000111134;-0.000268560;-0.00174047;-0.25912;0.139036;0.324084;0.324045;2.65282;0.995684;-0.879099;0.467515;0.324084;0.300216;-0.206198;0.00400761;-0.799031;0.333288;2.65282;1.0;0.0;2.62225;-2.22141;0.0;0.0;0.0;0.0;0.0;0.0;0.262084;0.0;
0.239738;0.000102374;-0.000267447;0.00886873;-0.264315;0.136201;0.323938;0.323898;2.68656;0.997298;-0.895819;0.438306;0.323938;0.300216;-0.207613;0.00400414;-0.804503;0.333138;2.68656;1.0;0.0;2.657;-2.18388;0.0;0.0;0.0;0.0;0.0;0.0;0.0767323;0.0;
0.240476;9.34861e-05;-0.000266001;0.0194668;-0.269181;0.133384;0.323787;0.323747;2.72030;0.998861;-0.911522;0.408476;0.323787;0.300216;-0.205863;0.00408850;-0.797889;0.332968;2.72030;1.0;0.0;2.69176;-2.14636;0.0;0.0;0.0;0.0;0.0;0.0;-0.121152;0.0;
0.241213;8.44816e-05;-0.000264223;0.0300406;-0.27371;0.130584;0.323632;0.32359;2.75404;1.00037;-0.926184;0.378061;0.323632;0.300216;-0.204264;0.00411176;-0.79173;0.332779;2.75404;1.0;0.0;2.72651;-2.10886;0.0;0.0;0.0;0.0;0.0;0.0;-0.312614;0.0;
0.241951;7.53714e-05;-0.000262115;0.0405769;-0.277897;0.127803;0.323472;0.323429;2.7878;1.00183;-0.939785;0.347098;0.323472;0.300216;-0.205232;0.00404305;-0.795343;0.332571;2.7878;1.0;0.0;2.76126;-2.07138;0.0;0.0;0.0;0.0;0.0;0.0;0.351358;0.0;
0.242689;6.61673e-05;-0.000259679;0.0510625;-0.281737;0.125041;0.323308;0.323264;2.82155;1.00324;-0.952303;0.315623;0.323308;0.300216;-0.207184;0.00400089;-0.802818;0.332346;2.82155;1.0;0.0;2.79602;-2.03392;0.0;0.0;0.0;0.0;0.0;0.0;0.178487;0.0;
0.243426;5.84335e-05;-0.000257401;0.0614844;-0.285226;0.122298;0.32314;0.323095;2.85532;1.00460;-0.96372;0.283675;0.32314;0.300216;-0.206086;0.00408253;-0.798723;0.332104;2.85532;1.0;0.0;2.83077;-1.99647;0.0;0.0;0.0;0.0;0.0;0.0;-0.0184952;0.0;
0.244164;4.90866e-05;-0.000254373;0.0701111;-0.287861;0.120027;0.322997;0.32295;2.88347;1.00570;-0.97238;0.256718;0.322997;0.300216;-0.203999;0.00414128;-0.790750;0.33189;2.88347;1.0;0.0;2.86553;-1.95905;0.0;0.0;0.0;0.0;0.0;0.0;-0.214606;0.0;
0.244902;3.96785e-05;-0.000251028;0.0803823;-0.290693;0.117321;0.322821;0.322774;2.91726;1.00696;-0.981731;0.224004;0.322821;0.300216;-0.203326;0.00412438;-0.788103;0.331618;2.91726;1.0;0.0;2.90028;-1.92164;0.0;0.0;0.0;0.0;0.0;0.0;0.0519002;0.0;
0.245639;3.02207e-05;-0.000247369;0.0905530;-0.293162;0.114636;0.322642;0.322594;2.95106;1.00818;-0.989935;0.190927;0.322642;0.300216;-0.205312;0.00402840;-0.795605;0.331332;2.95106;1.0;0.0;2.93503;-1.88426;0.0;0.0;0.0;0.0;0.0;0.0;0.284137;0.0;
0.246377;2.07253e-05;-0.000243401;0.100611;-0.295265;0.111972;0.322459;0.32241;2.98488;1.00934;-0.996975;0.157529;0.322459;0.300216;-0.207323;0.00399737;-0.803332;0.331031;2.98488;1.0;0.0;2.96979;-1.8469;0.0;0.0;0.0;0.0;0.0;0.0;0.0845627;0.0;
0.247114;1.12039e-05;-0.000239129;0.110543;-0.296999;0.109329;0.322272;0.322222;3.01871;1.01046;-1.00284;0.123852;0.322272;0.300216;-0.206130;0.00406949;-0.798847;0.330717;3.01871;1.0;0.0;3.00454;-1.80955;0.0;0.0;0.0;0.0;0.0;0.0;-0.113364;0.0;
0.247852;1.66851e-06;-0.000234558;0.120337;-0.298362;0.0;0.322166;0.322159;3.05256;1.01153;-1.00752;0.0899357;0.322166;0.300216;-0.204527;0.00409851;-0.79269;0.330389;3.05256;1.0;0.0;3.03929;-1.77223;0.0;0.0;0.0;0.0;0.0;0.0;-0.305278;1.0;
0.24859;-7.86892e-06;-0.000229695;0.12998;-0.299353;0.0;0.32216;0.322159;3.08643;1.01254;-1.011;0.0558239;0.32216;0.300216;-0.205324;0.00403541;-0.795652;0.330050;3.08643;1.0;0.0;3.07405;-1.73491;0.0;0.0;0.0;0.0;0.0;0.0;0.308209;1.0;
0.249327;-1.73965e-05;-0.000224544;0.139462;-0.29997;0.0;0.322159;0.322159;3.12032;1.01351;-1.01328;0.021559;0.322159;0.300216;-0.207282;0.00399011;-0.803150;0.3297;3.12032;1.0;0.0;3.10880;-1.69759;0.0;0.0;0.0;0.0;0.0;0.0;0.186144;1.0;
0.250065;-2.69025e-05;-0.000219113;0.148769;-0.300212;0.0;0.322159;0.322159;-3.12896;1.01443;-1.01435;-0.0128161;0.322159;0.300216;-0.206258;0.00407263;-0.799344;0.329338;-3.12896;1.0;0.0;-3.13963;-1.66027;0.0;0.0;0.0;0.0;0.0;0.0;-0.0106517;1.0;
0.250802;-3.47988e-05;-0.000214378;0.15789;-0.300079;0.0;0.322159;0.322159;-3.09503;1.01531;-1.01421;-0.0472578;0.322159;0.300216;-0.203776;0.00414104;-0.789864;0.328966;-3.09503;1.0;0.0;-3.10487;-1.62295;0.0;0.0;0.0;0.0;0.0;0.0;-0.207001;1.0;
0.251538;-4.42341e-05;-0.000208451;0.165341;-0.299682;0.0;0.322159;0.322159;-3.06674;1.016;-1.01315;-0.0759787;0.322159;0.300216;-0.203289;0.00412457;-0.787942;0.328647;-3.06674;1.0;0.0;-3.07012;-1.58563;0.0;0.0;0.0;0.0;0.0;0.0;0.058922;1.0;
0.252275;-5.36141e-05;-0.000202263;0.174092;-0.298862;0.0915845;0.319414;0.319218;-3.03277;1.01679;-1.01077;-0.110429;0.319414;0.300216;-0.204993;0.00402720;-0.794295;0.328256;-3.03277;1.0;0.0;-3.03537;-1.54857;0.0;0.0;0.0;0.0;0.0;0.0;0.292343;0.0;
0.253012;-6.29271e-05;-0.000195823;0.182626;-0.297669;0.0893131;0.319098;0.319044;-2.99878;1.01753;-1.00717;-0.144823;0.319098;0.300216;-0.207005;0.00399317;-0.802016;0.327856;-2.99878;1.0;0.0;-3.00061;-1.5116;0.0;0.0;0.0;0.0;0.0;0.0;0.0923423;0.0;
0.253749;-7.21617e-05;-0.000189138;0.190932;-0.296105;0.0870669;0.318915;0.318868;-2.96476;1.01823;-1.00235;-0.179114;0.318915;0.300216;-0.205768;0.00406962;-0.797364;0.327447;-2.96476;1.0;0.0;-2.96586;-1.47465;0.0;0.0;0.0;0.0;0.0;0.0;-0.105604;0.0;
0.254485;-8.13057e-05;-0.000182217;0.198999;-0.29417;0.0848416;0.318737;0.318689;-2.93072;1.01888;-0.996312;-0.213261;0.318737;0.300216;-0.203985;0.00410425;-0.790519;0.327031;-2.93072;1.0;0.0;-2.93111;-1.43772;0.0;0.0;0.0;0.0;0.0;0.0;-0.297954;0.0;
0.255222;-9.03486e-05;-0.000175068;0.206818;-0.291868;0.0826376;0.318557;0.318509;-2.89666;1.01949;-0.989062;-0.247218;0.318557;0.300216;-0.204648;0.00404310;-0.792965;0.32661;-2.89666;1.0;0.0;-2.89635;-1.40080;0.0;0.0;0.0;0.0;0.0;0.0;-0.0479364;0.0;
0.255959;-9.92785e-05;-0.000167701;0.214378;-0.289202;0.0804546;0.318375;0.318326;-2.86257;1.02006;-0.980606;-0.280941;0.318375;0.300216;-0.206886;0.00397863;-0.801510;0.326183;-2.86257;1.0;0.0;-2.8616;-1.36391;0.0;0.0;0.0;0.0;0.0;0.0;0.193907;0.0;
0.256696;-0.000108085;-0.000160124;0.221671;-0.286174;0.0782933;0.31819;0.318141;-2.82845;1.02058;-0.970951;-0.314388;0.31819;0.300216;-0.206456;0.00404210;-0.799962;0.325753;-2.82845;1.0;0.0;-2.82684;-1.32704;0.0;0.0;0.0;0.0;0.0;0.0;-0.00277026;0.0;
0.257432;-0.000116755;-0.000152348;0.228686;-0.282789;0.0761537;0.318004;0.317954;-2.79431;1.02106;-0.960107;-0.347514;0.318004;0.300216;-0.204111;0.00411295;-0.791008;0.325317;-2.79431;1.0;0.0;-2.79209;-1.29019;0.0;0.0;0.0;0.0;0.0;0.0;-0.199341;0.0;
0.258169;-0.000123870;-0.000145721;0.235416;-0.279051;0.0740360;0.317816;0.317765;-2.76014;1.02151;-0.948085;-0.380277;0.317816;0.300216;-0.203579;0.00409153;-0.788898;0.324878;-2.76014;1.0;0.0;-2.75734;-1.25336;0.0;0.0;0.0;0.0;0.0;0.0;0.0686981;0.0;
0.258906;-0.000132266;-0.000137603;0.240801;-0.275669;0.0722881;0.317657;0.317606;-2.73164;1.02185;-0.937176;-0.407270;0.317657;0.300216;-0.205166;0.00401472;-0.794899;0.32451;-2.73164;1.0;0.0;-2.72258;-1.21656;0.0;0.0;0.0;0.0;0.0;0.0;0.29364;0.0;
0.259643;-0.000140496;-0.000129313;0.246985;-0.271296;0.0702115;0.317466;0.317414;-2.69742;1.02222;-0.923027;-0.439255;0.317466;0.300216;-0.207053;0.00398614;-0.802149;0.324064;-2.69742;1.0;0.0;-2.68783;-1.17977;0.0;0.0;0.0;0.0;0.0;0.0;0.100133;0.0;
0.260379;-0.000148551;-0.000120862;0.252862;-0.266584;0.0681572;0.317273;0.317221;-2.66317;1.02255;-0.907740;-0.470756;0.317273;0.300216;-0.205684;0.00406699;-0.796994;0.323616;-2.66317;1.0;0.0;-2.65307;-1.14301;0.0;0.0;0.0;0.0;0.0;0.0;-0.0978173;0.0;
0.261116;-0.000156420;-0.000112260;0.258422;-0.261538;0.066126;0.317078;0.317026;-2.6289;1.02284;-0.891331;-0.501733;0.317078;0.300216;-0.203770;0.00410615;-0.78965;0.323164;-2.6289;1.0;0.0;-2.61832;-1.10627;0.0;0.0;0.0;0.0;0.0;0.0;-0.290587;0.0;
0.261853;-0.000164094;-0.000103517;0.26366;-0.256166;0.0641174;0.316882;0.316829;-2.59459;1.0231;-0.873819;-0.532143;0.316882;0.300216;-0.204299;0.00404963;-0.791589;0.32271;-2.59459;1.0;0.0;-2.58357;-1.06955;0.0;0.0;0.0;0.0;0.0;0.0;-0.0409215;0.0;
0.262589;-0.000171563;-9.46451e-05;0.268569;-0.250475;0.0621322;0.316684;0.316631;-2.56026;1.02332;-0.855224;-0.561947;0.316684;0.300216;-0.206520;0.00398248;-0.800059;0.322254;-2.56026;1.0;0.0;-2.54881;-1.03286;0.0;0.0;0.0;0.0;0.0;0.0;0.201568;0.0;
0.263326;-0.000178818;-8.56552e-05;0.273142;-0.24447;0.0601702;0.316486;0.316433;-2.5259;1.02351;-0.835567;-0.591105;0.316486;0.300216;-0.206194;0.00404422;-0.798912;0.321796;-2.5259;1.0;0.0;-2.51406;-0.996182;0.0;0.0;0.0;0.0;0.0;0.0;0.00505226;0.0;
0.264063;-0.000185849;-7.65579e-05;0.277374;-0.23816;0.0582317;0.316286;0.316232;-2.49151;1.02367;-0.814872;-0.619579;0.316286;0.300216;-0.203754;0.00411965;-0.789594;0.321337;-2.49151;1.0;0.0;-2.47931;-0.959531;0.0;0.0;0.0;0.0;0.0;0.0;-0.191724;0.0;
0.2648;-0.000192648;-6.73655e-05;0.281259;-0.231553;0.0563165;0.316085;0.316031;-2.45709;1.02379;-0.793162;-0.647332;0.316085;0.300216;-0.203068;0.00410336;-0.7869;0.320878;-2.45709;1.0;0.0;-2.44455;-0.922903;0.0;0.0;0.0;0.0;0.0;0.0;0.0729576;0.0;
0.265536;-0.000198130;-5.96401e-05;0.284793;-0.224656;0.0544253;0.315883;0.315829;-2.42264;1.02388;-0.770465;-0.674325;0.315883;0.300216;-0.204990;0.00401488;-0.794176;0.320417;-2.42264;1.0;0.0;-2.40980;-0.886298;0.0;0.0;0.0;0.0;0.0;0.0;0.308612;0.0;
0.266273;-0.000204482;-5.03020e-05;0.287467;-0.218694;0.0528674;0.315715;0.31566;-2.39391;1.02393;-0.750815;-0.696213;0.315715;0.300216;-0.206512;0.00399640;-0.800033;0.320033;-2.39391;1.0;0.0;-2.37504;-0.849716;0.0;0.0;0.0;0.0;0.0;0.0;0.107879;0.0;
0.267010;-0.000210578;-4.09011e-05;0.290346;-0.21129;0.0510197;0.315511;0.315457;-2.35941;1.02397;-0.726377;-0.721722;0.315511;0.300216;-0.205191;0.00407755;-0.795064;0.319573;-2.35941;1.0;0.0;-2.34029;-0.813157;0.0;0.0;0.0;0.0;0.0;0.0;-0.0900589;0.0;
0.267747;-0.000216411;-3.14492e-05;0.292862;-0.203622;0.0491959;0.315307;0.315253;-2.32488;1.02397;-0.701032;-0.746372;0.315307;0.300216;-0.203152;0.00412147;-0.787243;0.319116;-2.32488;1.0;0.0;-2.30554;-0.776622;0.0;0.0;0.0;0.0;0.0;0.0;-0.283233;0.0;
0.268483;-0.000221975;-2.19578e-05;0.295013;-0.195699;0.0;0.315163;0.315151;-2.29032;1.02395;-0.67481;-0.770132;0.315163;0.300216;-0.203542;0.00406916;-0.78865;0.31866;-2.29032;1.0;0.0;-2.27078;-0.740108;0.0;0.0;0.0;0.0;0.0;0.0;-0.0345185;1.0;
0.26922;-0.000227260;-1.24392e-05;0.296795;-0.187532;0.0;0.315151;0.315151;-2.25573;1.0239;-0.647744;-0.792968;0.315151;0.300216;-0.205967;0.00398681;-0.797891;0.318208;-2.25573;1.0;0.0;-2.23603;-0.703599;0.0;0.0;0.0;0.0;0.0;0.0;0.209754;1.0;
0.269957;-0.000232263;-2.90498e-06;0.298207;-0.179131;0.0;0.315151;0.315151;-2.22112;1.02382;-0.619866;-0.81485;0.315151;0.300216;-0.206312;0.00402699;-0.799301;0.317759;-2.22112;1.0;0.0;-2.20128;-0.667091;0.0;0.0;0.0;0.0;0.0;0.0;0.0129119;1.0;
0.270694;-0.000236974;6.63287e-06;0.299246;-0.170507;0.0;0.315151;0.315151;-2.18647;1.02372;-0.591212;-0.835749;0.315151;0.300216;-0.204108;0.00410381;-0.790910;0.317313;-2.18647;1.0;0.0;-2.16652;-0.630582;0.0;0.0;0.0;0.0;0.0;0.0;-0.184053;1.0;
0.27143;-0.000241390;1.61624e-05;0.299911;-0.161669;0.0;0.315151;0.315151;-2.1518;1.0236;-0.561817;-0.855636;0.315151;0.300216;-0.203270;0.00409469;-0.787645;0.316869;-2.1518;1.0;0.0;-2.13177;-0.594073;0.0;0.0;0.0;0.0;0.0;0.0;-0.0326805;1.0;
0.272167;-0.000245505;2.56718e-05;0.300201;-0.152629;0.038473;0.31444;0.313303;-2.1171;1.02345;-0.531717;-0.874486;0.31444;0.300216;-0.205117;0.00400340;-0.79463;0.316429;-2.1171;1.0;0.0;-2.09701;-0.557564;0.0;0.0;0.0;0.0;0.0;0.0;0.380558;0.0;
0.272904;-0.000248699;3.35722e-05;0.300117;-0.143399;0.0367937;0.313203;0.313091;-2.08237;1.02328;-0.500950;-0.892271;0.313203;0.300216;-0.207013;0.00396726;-0.801866;0.315992;-2.08237;1.0;0.0;-2.06226;-0.521244;0.0;0.0;0.0;0.0;0.0;0.0;0.115719;0.0;
0.273641;-0.000252248;4.30139e-05;0.299761;-0.135569;0.0355028;0.312987;0.312931;-2.05341;1.02312;-0.474829;-0.906262;0.312987;0.300216;-0.206119;0.00402969;-0.798514;0.31563;-2.05341;1.0;0.0;-2.0275;-0.484979;0.0;0.0;0.0;0.0;0.0;0.0;-0.0821818;0.0;
0.274377;-0.000255481;5.24017e-05;0.298989;-0.126020;0.0339767;0.312791;0.31274;-2.01864;1.02291;-0.44294;-0.922036;0.312791;0.300216;-0.204140;0.00407881;-0.790934;0.315199;-2.01864;1.0;0.0;-1.99275;-0.448736;0.0;0.0;0.0;0.0;0.0;0.0;-0.275744;0.0;
0.275114;-0.000258396;6.17241e-05;0.297845;-0.116313;0.0324733;0.3126;0.312548;-1.98383;1.02268;-0.410495;-0.936681;0.3126;0.300216;-0.204345;0.00403230;-0.791634;0.314771;-1.98383;1.0;0.0;-1.958;-0.412515;0.0;0.0;0.0;0.0;0.0;0.0;-0.0271425;0.0;
0.275851;-0.000260987;7.09694e-05;0.296328;-0.106460;0.0309924;0.312408;0.312357;-1.949;1.02243;-0.377535;-0.950178;0.312408;0.300216;-0.206561;0.00395800;-0.800079;0.314347;-1.949;1.0;0.0;-1.92324;-0.376315;0.0;0.0;0.0;0.0;0.0;0.0;0.217142;0.0;
0.276588;-0.000263253;8.01261e-05;0.294442;-0.0964748;0.029534;0.312217;0.312166;-1.91414;1.02217;-0.344102;-0.962508;0.312217;0.300216;-0.206556;0.00400784;-0.800146;0.313927;-1.91414;1.0;0.0;-1.88849;-0.340138;0.0;0.0;0.0;0.0;0.0;0.0;0.0207765;0.0;
0.277324;-0.000265190;8.91825e-05;0.292187;-0.0863689;0.0280982;0.312026;0.311975;-1.87926;1.02189;-0.310238;-0.973655;0.312026;0.300216;-0.204223;0.00408727;-0.791253;0.313511;-1.87926;1.0;0.0;-1.85374;-0.303982;0.0;0.0;0.0;0.0;0.0;0.0;-0.17636;0.0;
0.278061;-0.000266796;9.81277e-05;0.289568;-0.0761551;0.0266849;0.311835;0.311784;-1.84435;1.02159;-0.275985;-0.983603;0.311835;0.300216;-0.203267;0.00408222;-0.787534;0.313098;-1.84435;1.0;0.0;-1.81898;-0.267847;0.0;0.0;0.0;0.0;0.0;0.0;0.00289027;0.0;
0.278798;-0.000268068;0.000106950;0.286587;-0.0658463;0.0252941;0.311644;0.311594;-1.80941;1.02127;-0.241388;-0.992338;0.311644;0.300216;-0.204969;0.00399536;-0.793962;0.31269;-1.80941;1.0;0.0;-1.78423;-0.231735;0.0;0.0;0.0;0.0;0.0;0.0;0.376562;0.0;
0.279535;-0.000269006;0.000115639;0.283248;-0.0554552;0.0239257;0.311454;0.311404;-1.77445;1.02095;-0.206490;-0.999848;0.311454;0.300216;-0.206845;0.00396728;-0.801177;0.312288;-1.77445;1.0;0.0;-1.74947;-0.195644;0.0;0.0;0.0;0.0;0.0;0.0;0.123471;0.0;
0.280271;-0.000269531;0.000122770;0.279555;-0.0449948;0.0225797;0.311264;0.311214;-1.73947;1.02061;-0.171334;-1.00612;0.311264;0.300216;-0.205462;0.00404783;-0.795962;0.311892;-1.73947;1.0;0.0;-1.71472;-0.159575;0.0;0.0;0.0;0.0;0.0;0.0;-0.0743865;0.0;
0.281008;-0.000269852;0.000131186;0.276211;-0.0362343;0.0214751;0.311106;0.311056;-1.71030;1.02031;-0.141874;-1.01040;0.311106;0.300216;-0.203734;0.00408728;-0.789337;0.311567;-1.71030;1.0;0.0;-1.67997;-0.123527;0.0;0.0;0.0;0.0;0.0;0.0;-0.26832;0.0;
0.281745;-0.000269836;0.000139439;0.271882;-0.025681;0.0201702;0.310917;0.310867;-1.67527;1.01995;-0.106365;-1.01439;0.310917;0.300216;-0.203804;0.00404568;-0.789526;0.311183;-1.67527;1.0;0.0;-1.64521;-0.0875013;0.0;0.0;0.0;0.0;0.0;0.0;-0.0201234;0.0;
0.282482;-0.000269483;0.000147517;0.267213;-0.0150955;0.0188874;0.310729;0.310679;-1.64022;1.01958;-0.0707250;-1.01712;0.310729;0.300216;-0.205942;0.00397209;-0.797672;0.310806;-1.64022;1.0;0.0;-1.61046;-0.0514968;0.0;0.0;0.0;0.0;0.0;0.0;0.224714;0.0;
0.283218;-0.000268793;0.000155411;0.262211;-0.00449124;0.0176269;0.310541;0.310491;-1.60515;1.01919;-0.0350012;-1.01859;0.310541;0.300216;-0.206017;0.00402084;-0.798044;0.310435;-1.60515;1.0;0.0;-1.57571;-0.0155138;0.0;0.0;0.0;0.0;0.0;0.0;0.0285712;0.0;
