Time;input.control_angle_pu;output.upper_limit_pu;output.lower_limit_pu;output.limited_control_angle_pu;output.limit_active;
0.078775;0.750023;0.416957;0.0138465;0.416957;1.0;
0.0799;0.750023;0.416956;0.0138465;0.416956;1.0;
0.0810250;0.750023;0.416956;0.0138465;0.416956;1.0;
0.08215;0.750023;0.416957;0.0138465;0.416957;1.0;
0.083275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.0844;0.750023;0.416956;0.0138465;0.416956;1.0;
0.085525;0.750023;0.416957;0.0138465;0.416957;1.0;
0.08665;0.750023;0.416956;0.0138465;0.416956;1.0;
0.087775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.0889;0.750023;0.416957;0.0138465;0.416957;1.0;
0.0900250;0.750023;0.416956;0.0138465;0.416956;1.0;
0.09115;0.750023;0.416956;0.0138465;0.416956;1.0;
0.092275;0.750023;0.416957;0.0138465;0.416957;1.0;
0.0934;0.750023;0.416956;0.0138465;0.416956;1.0;
0.094525;0.750023;0.416956;0.0138465;0.416956;1.0;
0.09565;0.750023;0.416957;0.0138465;0.416957;1.0;
0.096775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.0979;0.750023;0.416956;0.0138465;0.416956;1.0;
0.0990250;0.750023;0.416957;0.0138465;0.416957;1.0;
0.100150;0.750023;0.416956;0.0138465;0.416956;1.0;
0.101275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.102400;0.750023;0.416957;0.0138465;0.416957;1.0;
0.103525;0.750023;0.416956;0.0138465;0.416956;1.0;
0.104650;0.750020;0.416956;0.0138465;0.416956;1.0;
0.105775;0.750023;0.416957;0.0138465;0.416957;1.0;
0.106900;0.750023;0.416956;0.0138465;0.416956;1.0;
0.108025;0.750020;0.416956;0.0138465;0.416956;1.0;
0.109150;0.750023;0.416957;0.0138465;0.416957;1.0;
0.110275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1114;0.750020;0.416956;0.0138465;0.416956;1.0;
0.112525;0.750023;0.416957;0.0138465;0.416957;1.0;
0.11365;0.750023;0.416956;0.0138465;0.416956;1.0;
0.114775;0.750020;0.416956;0.0138465;0.416956;1.0;
0.1159;0.750023;0.416957;0.0138465;0.416957;1.0;
0.117025;0.750023;0.416956;0.0138465;0.416956;1.0;
0.11815;0.750020;0.416956;0.0138465;0.416956;1.0;
0.119275;0.750023;0.416957;0.0138465;0.416957;1.0;
0.120400;0.750023;0.416956;0.0138465;0.416956;1.0;
0.121525;0.750020;0.416956;0.0138465;0.416956;1.0;
0.12265;0.750023;0.416957;0.0138465;0.416957;1.0;
0.123775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1249;0.750020;0.416956;0.0138465;0.416956;1.0;
0.126025;0.750023;0.416957;0.0138465;0.416957;1.0;
0.12715;0.750023;0.416956;0.0138465;0.416956;1.0;
0.128275;0.750020;0.416956;0.0138465;0.416956;1.0;
0.1294;0.750023;0.416957;0.0138465;0.416957;1.0;
0.130525;0.750023;0.416956;0.0138465;0.416956;1.0;
0.13165;0.750023;0.416956;0.0138465;0.416956;1.0;
0.132775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1339;0.750023;0.416956;0.0138465;0.416956;1.0;
0.135025;0.750023;0.416956;0.0138465;0.416956;1.0;
0.13615;0.750023;0.416957;0.0138465;0.416957;1.0;
0.137275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1384;0.750023;0.416956;0.0138465;0.416956;1.0;
0.139525;0.750023;0.416957;0.0138465;0.416957;1.0;
0.140650;0.750023;0.416956;0.0138465;0.416956;1.0;
0.141775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1429;0.750023;0.416956;0.0138465;0.416956;1.0;
0.144025;0.750023;0.416956;0.0138465;0.416956;1.0;
0.14515;0.750023;0.416956;0.0138465;0.416956;1.0;
0.146275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1474;0.750023;0.416956;0.0138465;0.416956;1.0;
0.148525;0.750023;0.416956;0.0138465;0.416956;1.0;
0.14965;0.750023;0.416956;0.0138465;0.416956;1.0;
0.150775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1519;0.750023;0.416956;0.0138465;0.416956;1.0;
0.153025;0.750023;0.416956;0.0138465;0.416956;1.0;
0.15415;0.750023;0.416956;0.0138465;0.416956;1.0;
0.155275;0.750023;0.416957;0.0138465;0.416957;1.0;
0.1564;0.750023;0.416956;0.0138465;0.416956;1.0;
0.157525;0.750023;0.416956;0.0138465;0.416956;1.0;
0.15865;0.750023;0.416957;0.0138465;0.416957;1.0;
0.159775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.160900;0.750023;0.416956;0.0138465;0.416956;1.0;
0.162025;0.750023;0.416956;0.0138465;0.416956;1.0;
0.16315;0.750023;0.416956;0.0138465;0.416956;1.0;
0.164275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1654;0.750023;0.416957;0.0138465;0.416957;1.0;
0.166525;0.750023;0.416956;0.0138465;0.416956;1.0;
0.16765;0.750023;0.416956;0.0138465;0.416956;1.0;
0.168775;0.750023;0.416957;0.0138465;0.416957;1.0;
0.1699;0.750023;0.416956;0.0138465;0.416956;1.0;
0.171025;0.750023;0.416956;0.0138465;0.416956;1.0;
0.17215;0.750023;0.416957;0.0138465;0.416957;1.0;
0.173275;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1744;0.750023;0.416956;0.0138465;0.416956;1.0;
0.175525;0.750023;0.416957;0.0138465;0.416957;1.0;
0.17665;0.750023;0.416956;0.0138465;0.416956;1.0;
0.177775;0.750023;0.416956;0.0138465;0.416956;1.0;
0.1789;0.750023;0.416957;0.0138465;0.416957;1.0;
0.180025;0.253098;0.416449;0.0138465;0.253098;0.0;
0.18115;0.256816;0.411545;0.0138465;0.256816;0.0;
0.182275;0.257624;0.407229;0.0138465;0.257624;0.0;
0.1834;0.258088;0.406924;0.0138465;0.258088;0.0;
0.184525;0.260689;0.405417;0.0138465;0.260689;0.0;
0.18565;0.260334;0.402739;0.0138465;0.260334;0.0;
0.186775;0.259353;0.403947;0.0138465;0.259353;0.0;
0.1879;0.260746;0.404294;0.0138465;0.260746;0.0;
0.189025;0.259175;0.403220;0.0138465;0.259175;0.0;
0.190150;0.257417;0.405976;0.0138465;0.257417;0.0;
0.191275;0.257571;0.407429;0.0138465;0.257571;0.0;
0.1924;0.254754;0.407830;0.0138465;0.254754;0.0;
0.193525;0.252782;0.411993;0.0138465;0.252782;0.0;
0.19465;0.251742;0.41396;0.0138465;0.251742;0.0;
0.195775;0.250241;0.415632;0.0138465;0.250241;0.0;
0.1969;0.750637;0.416916;0.0138465;0.416916;1.0;
0.198025;0.750238;0.416599;0.0138465;0.416599;1.0;
0.19915;0.750242;0.416986;0.0138465;0.416986;1.0;
0.200275;0.750242;0.416955;0.0138465;0.416955;1.0;
0.201400;0.250438;0.41676;0.0138465;0.250438;0.0;
0.202525;0.250240;0.416742;0.0138465;0.250240;0.0;
0.203650;0.251317;0.416644;0.0138465;0.251317;0.0;
0.204775;0.250271;0.415634;0.0138465;0.250271;0.0;
0.205900;0.250243;0.416787;0.0138465;0.250243;0.0;
0.207025;0.250770;0.416694;0.0138465;0.250770;0.0;
0.208150;0.250240;0.416481;0.0138465;0.250240;0.0;
0.209275;0.250241;0.416986;0.0138465;0.250241;0.0;
0.210400;0.250344;0.416719;0.0138465;0.250344;0.0;
0.211525;0.250236;0.416801;0.0138465;0.250236;0.0;
0.21265;0.250238;0.416981;0.0138465;0.250238;0.0;
0.213775;0.250254;0.416658;0.0138465;0.250254;0.0;
0.2149;0.750234;0.416873;0.0138465;0.416873;1.0;
0.216025;0.750238;0.416974;0.0138465;0.416974;1.0;
0.21715;0.750238;0.416954;0.0138465;0.416954;1.0;
0.218275;0.250234;0.416766;0.0138465;0.250234;0.0;
0.2194;0.250235;0.416945;0.0138465;0.250235;0.0;
0.220525;0.250299;0.416641;0.0138465;0.250299;0.0;
0.22165;0.250234;0.416811;0.0138465;0.250234;0.0;
0.222775;0.250232;0.416981;0.0138465;0.250232;0.0;
0.2239;0.250235;0.416608;0.0138465;0.250235;0.0;
0.225025;0.250230;0.416906;0.0138465;0.250230;0.0;
0.22615;0.250229;0.41697;0.0138465;0.250229;0.0;
0.227275;0.750229;0.416632;0.0138465;0.416632;1.0;
0.2284;0.750229;0.416919;0.0138465;0.416919;1.0;
0.229525;0.750229;0.416968;0.0138465;0.416968;1.0;
0.230650;0.250229;0.416954;0.0138465;0.250229;0.0;
0.231775;0.250228;0.416782;0.0138465;0.250228;0.0;
0.2329;0.251052;0.416958;0.0138465;0.251052;0.0;
0.234025;0.250226;0.416611;0.0138465;0.250226;0.0;
0.23515;0.250225;0.416939;0.0138465;0.250225;0.0;
0.236275;0.251032;0.416964;0.0138465;0.251032;0.0;
0.2374;0.250223;0.416622;0.0138465;0.250223;0.0;
0.238525;0.750222;0.41695;0.0138465;0.41695;1.0;
0.23965;0.750222;0.416963;0.0138465;0.416963;1.0;
0.240775;0.250885;0.416954;0.0138465;0.250885;0.0;
0.2419;0.250221;0.41678;0.0138465;0.250221;0.0;
0.243025;0.250596;0.416959;0.0138465;0.250596;0.0;
0.24415;0.250220;0.416555;0.0138465;0.250220;0.0;
0.245275;0.250218;0.416952;0.0138465;0.250218;0.0;
0.2464;0.250526;0.416957;0.0138465;0.250526;0.0;
0.247525;0.250216;0.416628;0.0138465;0.250216;0.0;
0.24865;0.750215;0.416968;0.0138465;0.416968;1.0;
0.249775;0.750215;0.41696;0.0138465;0.41696;1.0;
0.250900;0.250495;0.416949;0.0138465;0.250495;0.0;
0.252025;0.250214;0.416788;0.0138465;0.250214;0.0;
0.25315;0.250566;0.416942;0.0138465;0.250566;0.0;
0.254275;0.250213;0.416486;0.0138465;0.250213;0.0;
0.2554;0.250211;0.416961;0.0138465;0.250211;0.0;
0.256525;0.250536;0.416938;0.0138465;0.250536;0.0;
0.25765;0.250209;0.416639;0.0138465;0.250209;0.0;
0.258775;0.250207;0.416978;0.0138465;0.250207;0.0;
0.2599;0.750207;0.416958;0.0138465;0.416958;1.0;
0.261025;0.250384;0.416933;0.0138465;0.250384;0.0;
0.26215;0.250206;0.416795;0.0138465;0.250206;0.0;
0.263275;0.250725;0.416902;0.0138465;0.250725;0.0;
0.2644;0.250205;0.416407;0.0138465;0.250205;0.0;
0.265525;0.250203;0.416964;0.0138465;0.250203;0.0;
0.26665;0.250582;0.416902;0.0138465;0.250582;0.0;
0.267775;0.250202;0.416652;0.0138465;0.250202;0.0;
0.2689;0.250200;0.416984;0.0138465;0.250200;0.0;
0.270025;0.750519;0.416898;0.0138465;0.416898;1.0;
0.27115;0.250199;0.416722;0.0138465;0.250199;0.0;
0.272275;0.250197;0.41698;0.0138465;0.250197;0.0;
0.2734;0.250813;0.416826;0.0138465;0.250813;0.0;
0.274525;0.250197;0.416292;0.0138465;0.250197;0.0;
0.27565;0.250195;0.416959;0.0138465;0.250195;0.0;
0.276775;0.250541;0.416848;0.0138465;0.250541;0.0;
0.2779;0.250194;0.416665;0.0138465;0.250194;0.0;
0.279025;0.250192;0.416986;0.0138465;0.250192;0.0;
0.280150;0.250405;0.416852;0.0138465;0.250405;0.0;
0.281275;0.250190;0.416766;0.0138465;0.250190;0.0;
0.2824;0.250189;0.41698;0.0138465;0.250189;0.0;
0.283525;0.250935;0.416737;0.0138465;0.250935;0.0;
0.28465;0.250187;0.416128;0.0138465;0.250187;0.0;
0.285775;0.250188;0.416953;0.0138465;0.250188;0.0;
0.2869;0.250531;0.416777;0.0138465;0.250531;0.0;
0.288025;0.250184;0.416656;0.0138465;0.250184;0.0;
0.28915;0.250185;0.416986;0.0138465;0.250185;0.0;
0.290275;0.250298;0.416795;0.0138465;0.250298;0.0;
0.2914;0.250180;0.416807;0.0138465;0.250180;0.0;
0.292525;0.250182;0.416979;0.0138465;0.250182;0.0;
0.29365;0.251102;0.416623;0.0138465;0.251102;0.0;
0.294775;0.250185;0.415907;0.0138465;0.250185;0.0;
0.2959;0.250183;0.416923;0.0138465;0.250183;0.0;
0.297025;0.250559;0.416692;0.0138465;0.250559;0.0;
0.29815;0.250179;0.416628;0.0138465;0.250179;0.0;
0.299275;0.250180;0.416986;0.0138465;0.250180;0.0;
0.300400;0.250200;0.416729;0.0138465;0.250200;0.0;
0.301525;0.250175;0.416835;0.0138465;0.250175;0.0;
0.302650;0.250177;0.416977;0.0138465;0.250177;0.0;
0.303775;0.750194;0.416661;0.0138465;0.416661;1.0;
0.304900;0.750174;0.416873;0.0138465;0.416873;1.0;
0.306025;0.750177;0.416974;0.0138465;0.416974;1.0;
0.307150;0.750177;0.416954;0.0138465;0.416954;1.0;
0.308275;0.250173;0.416777;0.0138465;0.250173;0.0;
0.309400;0.750175;0.416947;0.0138465;0.416947;1.0;
0.310525;0.744569;0.41696;0.0138465;0.41696;1.0;
0.31165;0.744569;0.416955;0.0138465;0.416955;1.0;
0.312775;0.254952;0.416956;0.0138465;0.254952;0.0;
0.3139;0.279109;0.416037;0.0138465;0.279109;0.0;
0.315025;0.251838;0.414828;0.0138465;0.251838;0.0;
0.31615;0.266284;0.416619;0.0138465;0.266284;0.0;
0.317275;0.258657;0.416319;0.0138465;0.258657;0.0;
0.3184;0.244795;0.416325;0.0138465;0.244795;0.0;
0.319525;0.261549;0.416986;0.0138465;0.261549;0.0;
0.320650;0.244844;0.416469;0.0138465;0.244844;0.0;
0.321775;0.244745;0.416843;0.0138465;0.244745;0.0;
0.3229;0.25464;0.416974;0.0138465;0.25464;0.0;
0.324025;0.244715;0.416535;0.0138465;0.244715;0.0;
0.32515;0.244682;0.41694;0.0138465;0.244682;0.0;
0.326275;0.253783;0.416957;0.0138465;0.253783;0.0;
0.3274;0.263589;0.415995;0.0138465;0.263589;0.0;
0.328525;0.244737;0.416044;0.0138465;0.244737;0.0;
0.32965;0.251639;0.416986;0.0138465;0.251639;0.0;
0.330775;0.244532;0.41635;0.0138465;0.244532;0.0;
0.3319;0.244699;0.416836;0.0138465;0.244699;0.0;
0.333025;0.251072;0.41696;0.0138465;0.251072;0.0;
0.33415;0.244672;0.416511;0.0138465;0.244672;0.0;
0.335275;0.244639;0.41696;0.0138465;0.244639;0.0;
0.3364;0.262145;0.416933;0.0138465;0.262145;0.0;
0.337525;0.271366;0.415575;0.0138465;0.271366;0.0;
0.33865;0.244773;0.41557;0.0138465;0.244773;0.0;
0.339775;0.255875;0.416986;0.0138465;0.255875;0.0;
0.340900;0.245385;0.416201;0.0138465;0.245385;0.0;
0.342025;0.244753;0.416801;0.0138465;0.244753;0.0;
0.34315;0.254261;0.416931;0.0138465;0.254261;0.0;
0.344275;0.244732;0.416476;0.0138465;0.244732;0.0;
0.3454;0.244699;0.416969;0.0138465;0.244699;0.0;
0.346525;0.253007;0.416901;0.0138465;0.253007;0.0;
0.34765;0.244667;0.416611;0.0138465;0.244667;0.0;
0.348775;0.244633;0.416983;0.0138465;0.244633;0.0;
0.3499;0.260076;0.416892;0.0138465;0.260076;0.0;
0.351025;0.247935;0.415979;0.0138465;0.247935;0.0;
0.35215;0.244641;0.416731;0.0138465;0.244641;0.0;
0.353275;0.255155;0.416885;0.0138465;0.255155;0.0;
0.3544;0.244629;0.416425;0.0138465;0.244629;0.0;
0.355525;0.244596;0.416977;0.0138465;0.244596;0.0;
0.35665;0.251911;0.416846;0.0138465;0.251911;0.0;
0.357775;0.244565;0.416642;0.0138465;0.244565;0.0;
0.3589;0.244532;0.416986;0.0138465;0.244532;0.0;
0.360025;0.265467;0.41681;0.0138465;0.265467;0.0;
0.36115;0.253207;0.4156;0.0138465;0.253207;0.0;
0.362275;0.244593;0.416565;0.0138465;0.244593;0.0;
0.3634;0.256515;0.416826;0.0138465;0.256515;0.0;
0.364525;0.244593;0.416343;0.0138465;0.244593;0.0;
0.36565;0.24456;0.416982;0.0138465;0.24456;0.0;
0.366775;0.251282;0.416775;0.0138465;0.251282;0.0;
0.3679;0.244533;0.416664;0.0138465;0.244533;0.0;
0.369025;0.2445;0.416986;0.0138465;0.2445;0.0;
0.370150;0.248954;0.416796;0.0138465;0.248954;0.0;
0.371275;0.244464;0.41675;0.0138465;0.244464;0.0;
0.3724;0.244431;0.416984;0.0138465;0.244431;0.0;
0.373525;0.258896;0.416668;0.0138465;0.258896;0.0;
0.37465;0.244383;0.416209;0.0138465;0.244383;0.0;
0.375775;0.244416;0.416986;0.0138465;0.244416;0.0;
0.3769;0.250813;0.416691;0.0138465;0.250813;0.0;
0.378025;0.244328;0.416674;0.0138465;0.244328;0.0;
0.37915;0.244362;0.416986;0.0138465;0.244362;0.0;
0.380275;0.246557;0.416722;0.0138465;0.246557;0.0;
0.3814;0.24426;0.416801;0.0138465;0.24426;0.0;
0.382525;0.244294;0.416981;0.0138465;0.244294;0.0;
0.38365;0.262044;0.416535;0.0138465;0.262044;0.0;
0.384775;0.244275;0.416004;0.0138465;0.244275;0.0;
0.3859;0.244309;0.416974;0.0138465;0.244309;0.0;
0.387025;0.250914;0.416594;0.0138465;0.250914;0.0;
0.38815;0.244229;0.416665;0.0138465;0.244229;0.0;
0.389275;0.244263;0.416986;0.0138465;0.244263;0.0;
0.390400;0.244063;0.416654;0.0138465;0.244063;0.0;
0.391525;0.244163;0.416844;0.0138465;0.244163;0.0;
0.39265;0.244196;0.416978;0.0138465;0.244196;0.0;
0.393775;0.266445;0.416382;0.0138465;0.266445;0.0;
0.3949;0.244284;0.415712;0.0138465;0.244284;0.0;
0.396025;0.244251;0.41695;0.0138465;0.244251;0.0;
0.39715;0.251733;0.41648;0.0138465;0.251733;0.0;
0.398275;0.244185;0.416625;0.0138465;0.244185;0.0;
0.3994;0.247348;0.416986;0.0138465;0.247348;0.0;
0.400525;0.244555;0.416582;0.0138465;0.244555;0.0;
0.401650;0.244189;0.416867;0.0138465;0.244189;0.0;
0.402775;0.257007;0.416975;0.0138465;0.257007;0.0;
0.403900;0.244157;0.416568;0.0138465;0.244157;0.0;
0.405025;0.244123;0.416914;0.0138465;0.244123;0.0;
0.406150;0.262678;0.416969;0.0138465;0.262678;0.0;
0.407275;0.253653;0.416317;0.0138465;0.253653;0.0;
0.408400;0.24411;0.416538;0.0138465;0.24411;0.0;
0.409525;0.257397;0.416986;0.0138465;0.257397;0.0;
0.410650;0.244286;0.416504;0.0138465;0.244286;0.0;
0.411775;0.244053;0.416887;0.0138465;0.244053;0.0;
0.4129;0.253816;0.416968;0.0138465;0.253816;0.0;
0.414025;0.244022;0.416551;0.0138465;0.244022;0.0;
0.41515;0.243988;0.416945;0.0138465;0.243988;0.0;
0.416275;0.252156;0.416957;0.0138465;0.252156;0.0;
0.4174;0.256471;0.416121;0.0138465;0.256471;0.0;
0.418525;0.244004;0.416409;0.0138465;0.244004;0.0;
0.41965;0.250706;0.416986;0.0138465;0.250706;0.0;
0.420775;0.244122;0.41641;0.0138465;0.244122;0.0;
0.4219;0.243955;0.416895;0.0138465;0.243955;0.0;
0.423025;0.250863;0.416948;0.0138465;0.250863;0.0;
0.42415;0.243928;0.416524;0.0138465;0.243928;0.0;
0.425275;0.243894;0.416965;0.0138465;0.243894;0.0;
0.4264;0.257597;0.416931;0.0138465;0.257597;0.0;
0.427525;0.260744;0.415842;0.0138465;0.260744;0.0;
0.42865;0.243953;0.416196;0.0138465;0.243953;0.0;
0.429775;0.254989;0.416986;0.0138465;0.254989;0.0;
0.430900;0.244151;0.416288;0.0138465;0.244151;0.0;
0.432025;0.243918;0.41689;0.0138465;0.243918;0.0;
0.43315;0.253161;0.416911;0.0138465;0.253161;0.0;
0.434275;0.243894;0.416518;0.0138465;0.243894;0.0;
0.4354;0.243861;0.416979;0.0138465;0.243861;0.0;
0.436525;0.252103;0.416899;0.0138465;0.252103;0.0;
0.43765;0.246317;0.416464;0.0138465;0.246317;0.0;
0.438775;0.243821;0.416826;0.0138465;0.243821;0.0;
0.4399;0.257996;0.416906;0.0138465;0.257996;0.0;
0.441025;0.24424;0.416116;0.0138465;0.24424;0.0;
0.44215;0.243807;0.416862;0.0138465;0.243807;0.0;
0.443275;0.253323;0.416856;0.0138465;0.253323;0.0;
0.4444;0.243789;0.4165;0.0138465;0.243789;0.0;
0.445525;0.243755;0.416986;0.0138465;0.243755;0.0;
0.44665;0.250738;0.416845;0.0138465;0.250738;0.0;
0.447775;0.243723;0.416664;0.0138465;0.243723;0.0;
0.4489;0.24369;0.416986;0.0138465;0.24369;0.0;
0.450025;0.261010;0.416815;0.0138465;0.261010;0.0;
0.45115;0.24367;0.415901;0.0138465;0.24367;0.0;
0.452275;0.243704;0.41682;0.0138465;0.243704;0.0;
0.4534;0.254027;0.416782;0.0138465;0.254027;0.0;
0.454525;0.243695;0.416459;0.0138465;0.243695;0.0;
0.45565;0.243662;0.416986;0.0138465;0.243662;0.0;
0.456775;0.249451;0.416777;0.0138465;0.249451;0.0;
0.4579;0.243631;0.416702;0.0138465;0.243631;0.0;
0.459025;0.243598;0.416986;0.0138465;0.243598;0.0;
0.460150;0.26541;0.416708;0.0138465;0.26541;0.0;
0.461275;0.246749;0.415602;0.0138465;0.246749;0.0;
0.4624;0.243654;0.416723;0.0138465;0.243654;0.0;
0.463525;0.25552;0.416693;0.0138465;0.25552;0.0;
0.46465;0.243593;0.416384;0.0138465;0.243593;0.0;
0.465775;0.243626;0.416986;0.0138465;0.243626;0.0;
0.4669;0.248423;0.416698;0.0138465;0.248423;0.0;
0.468025;0.243533;0.416731;0.0138465;0.243533;0.0;
0.46915;0.243566;0.416986;0.0138465;0.243566;0.0;
0.470275;0.263303;0.416687;0.0138465;0.263303;0.0;
0.4714;0.244571;0.415745;0.0138465;0.244571;0.0;
0.472525;0.243606;0.416778;0.0138465;0.243606;0.0;
0.47365;0.257818;0.416557;0.0138465;0.257818;0.0;
0.474775;0.229152;0.416263;0.0138465;0.229152;0.0;
0.4759;0.222267;0.416972;0.0138465;0.222267;0.0;
0.477025;0.202074;0.415861;0.0138465;0.202074;0.0;
0.47815;0.183655;0.416177;0.0138465;0.183655;0.0;
0.479275;0.22321;0.416245;0.0138465;0.22321;0.0;
0.480400;0.216701;0.414384;0.0138465;0.216701;0.0;
0.481525;0.182897;0.415256;0.0138465;0.182897;0.0;
0.48265;0.244995;0.415832;0.0138465;0.244995;0.0;
0.483775;0.261364;0.412682;0.0138465;0.261364;0.0;
0.4849;0.221393;0.412209;0.0138465;0.221393;0.0;
0.486025;0.219143;0.415010;0.0138465;0.219143;0.0;
0.48715;0.218732;0.414735;0.0138465;0.218732;0.0;
0.488275;0.203776;0.415147;0.0138465;0.203776;0.0;
0.4894;0.225557;0.415974;0.0138465;0.225557;0.0;
0.490525;0.214654;0.414195;0.0138465;0.214654;0.0;
0.49165;0.198239;0.415465;0.0138465;0.198239;0.0;
0.492775;0.253462;0.415656;0.0138465;0.253462;0.0;
0.4939;0.269792;0.411987;0.0138465;0.269792;0.0;
0.495025;0.229263;0.411592;0.0138465;0.229263;0.0;
0.49615;0.222623;0.414457;0.0138465;0.222623;0.0;
0.497275;0.220545;0.414456;0.0138465;0.220545;0.0;
0.4984;0.19218;0.414984;0.0138465;0.19218;0.0;
0.499525;0.226786;0.415754;0.0138465;0.226786;0.0;
0.500650;0.212009;0.414079;0.0138465;0.212009;0.0;
0.501775;0.195096;0.415564;0.0138465;0.195096;0.0;
